symbol,month,status,expected_hour_files,observed_hour_files
XAUUSD,2022-05,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2022-06,MISSING_OR_INCOMPLETE,720,0
XAUUSD,2022-07,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2022-08,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2022-09,MISSING_OR_INCOMPLETE,720,0
XAUUSD,2022-10,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2022-11,MISSING_OR_INCOMPLETE,720,0
XAUUSD,2022-12,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2023-01,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2023-02,MISSING_OR_INCOMPLETE,672,0
XAUUSD,2023-03,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2023-04,MISSING_OR_INCOMPLETE,720,0
XAUUSD,2023-05,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2023-06,MISSING_OR_INCOMPLETE,720,0
XAUUSD,2023-07,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2023-08,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2023-09,MISSING_OR_INCOMPLETE,720,0
XAUUSD,2023-10,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2023-11,MISSING_OR_INCOMPLETE,720,0
XAUUSD,2023-12,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2024-01,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2024-02,MISSING_OR_INCOMPLETE,696,0
XAUUSD,2024-03,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2024-04,MISSING_OR_INCOMPLETE,720,0
XAUUSD,2024-05,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2024-06,MISSING_OR_INCOMPLETE,720,0
XAUUSD,2024-07,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2024-08,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2024-09,MISSING_OR_INCOMPLETE,720,0
XAUUSD,2024-10,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2024-11,MISSING_OR_INCOMPLETE,720,0
XAUUSD,2024-12,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2025-01,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2025-02,MISSING_OR_INCOMPLETE,672,0
XAUUSD,2025-03,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2025-04,MISSING_OR_INCOMPLETE,720,0
XAUUSD,2025-05,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2025-06,MISSING_OR_INCOMPLETE,720,0
XAUUSD,2025-07,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2025-08,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2025-09,MISSING_OR_INCOMPLETE,720,0
XAUUSD,2025-10,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2025-11,MISSING_OR_INCOMPLETE,720,0
XAUUSD,2025-12,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2026-01,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2026-02,MISSING_OR_INCOMPLETE,672,0
XAUUSD,2026-03,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2026-04,MISSING_OR_INCOMPLETE,720,0
XAUUSD,2026-05,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2026-06,MISSING_OR_INCOMPLETE,720,0
