record_type,symbol,month,basis,timeframe,item_count,first_utc,last_utc,relative_path,bytes,sha256,contract_normalized_sha256
BARS,XAUUSD,2023-04,Mid,H4,119,2023-04-02T20:00:00.000Z,2023-04-30T20:00:00.000Z,bars/XAUUSD/mid/H4/year=2023/month=04/bars.parquet,6817,5716d9053e41ad16a62721d79aeb92195cdfcff58aade2bce7d3df8354c5b1ec,
TICKS,XAUUSD,2023-05,Bid/Ask,TICK,3933656,2023-05-01T00:00:00.119Z,2023-05-31T23:59:59.917Z,normalized/XAUUSD/year=2023/month=05/ticks.parquet,40293024,2260e8453166ea18ccd3c57fe555d69c5352f88c92dbbc9be0153c99b65affe6,562ba6d169ad486b25eb6ca9811bfbdebbf96a7ee9fb7de2306e29e01b7d0184
BARS,XAUUSD,2023-05,Bid,M5,6318,2023-05-01T00:00:00.000Z,2023-05-31T23:55:00.000Z,bars/XAUUSD/bid/M5/year=2023/month=05/bars.parquet,133913,2bf40378edfd7a83fb762960f2e553a3b01b913b5cc857182a281f0fcde6eb77,
BARS,XAUUSD,2023-05,Bid,M15,2106,2023-05-01T00:00:00.000Z,2023-05-31T23:45:00.000Z,bars/XAUUSD/bid/M15/year=2023/month=05/bars.parquet,49099,8ab277fb12a5fc4b135264f26f9bdbff89ff001b97d2ffb2cb37686385c7d18c,
BARS,XAUUSD,2023-05,Bid,H1,527,2023-05-01T00:00:00.000Z,2023-05-31T23:00:00.000Z,bars/XAUUSD/bid/H1/year=2023/month=05/bars.parquet,15780,8e242cf3a703a7ca04a6250dea1845a526fad97587fee1815e0de2248c910151,
BARS,XAUUSD,2023-05,Bid,H4,142,2023-05-01T00:00:00.000Z,2023-05-31T20:00:00.000Z,bars/XAUUSD/bid/H4/year=2023/month=05/bars.parquet,7103,f8a004a8803c3a59df034156d1991925c47be12a0e19a265fb27e2e7ebeb9f29,
BARS,XAUUSD,2023-05,Ask,M5,6318,2023-05-01T00:00:00.000Z,2023-05-31T23:55:00.000Z,bars/XAUUSD/ask/M5/year=2023/month=05/bars.parquet,132472,0dbdcac095c35a8e4a8accf72c2ca0fbe0ac932f5e556bd76de4d571b4e720dd,
BARS,XAUUSD,2023-05,Ask,M15,2106,2023-05-01T00:00:00.000Z,2023-05-31T23:45:00.000Z,bars/XAUUSD/ask/M15/year=2023/month=05/bars.parquet,48716,8d075a804687fa49bf049b13149fcae861d6fa7989e042a4763032f7c32f3490,
BARS,XAUUSD,2023-05,Ask,H1,527,2023-05-01T00:00:00.000Z,2023-05-31T23:00:00.000Z,bars/XAUUSD/ask/H1/year=2023/month=05/bars.parquet,15564,c752c4c04b977d4ecc1358869ee66f77adbf3d59de1e1800d29d067ae648a574,
BARS,XAUUSD,2023-05,Ask,H4,142,2023-05-01T00:00:00.000Z,2023-05-31T20:00:00.000Z,bars/XAUUSD/ask/H4/year=2023/month=05/bars.parquet,6967,fd24397d49951173aab247ada4ff0e29fb6d8d532e8baccecf8af9ebc128706c,
BARS,XAUUSD,2023-05,Mid,M5,6318,2023-05-01T00:00:00.000Z,2023-05-31T23:55:00.000Z,bars/XAUUSD/mid/M5/year=2023/month=05/bars.parquet,145471,a434a470cbecbb0c52b500ff1fb0de35712cb8d7bec83204f3ae19dc13cfc20b,
BARS,XAUUSD,2023-05,Mid,M15,2106,2023-05-01T00:00:00.000Z,2023-05-31T23:45:00.000Z,bars/XAUUSD/mid/M15/year=2023/month=05/bars.parquet,54394,115a140ea85417a749939beab0122c3464568933ddc0d4aa867d6c9a29d32b6c,
BARS,XAUUSD,2023-05,Mid,H1,527,2023-05-01T00:00:00.000Z,2023-05-31T23:00:00.000Z,bars/XAUUSD/mid/H1/year=2023/month=05/bars.parquet,18068,0ed78693351da118d537c6e03356883283d769ea45ead1147c54047cc2c8658d,
BARS,XAUUSD,2023-05,Mid,H4,142,2023-05-01T00:00:00.000Z,2023-05-31T20:00:00.000Z,bars/XAUUSD/mid/H4/year=2023/month=05/bars.parquet,7663,e6771c809e2dc73bb593db59a16e38b06e2fa4b34643445cbc4fb8464f033c03,
TICKS,XAUUSD,2023-06,Bid/Ask,TICK,3091988,2023-06-01T00:00:00.114Z,2023-06-30T20:59:58.147Z,normalized/XAUUSD/year=2023/month=06/ticks.parquet,31941978,b1d9855fa42769e2b6a9719c6349e5829690b1b3f68309dc95441e880aab1fd2,cebfe8b7b6abcdaa50aa18936155cb3447fef01122b519c116834f495aee46eb
BARS,XAUUSD,2023-06,Bid,M5,6018,2023-06-01T00:00:00.000Z,2023-06-30T20:55:00.000Z,bars/XAUUSD/bid/M5/year=2023/month=06/bars.parquet,125225,c6b494b9d32d79bca3a99899d60bb91b35f94f092cd810d25aa762003b775822,
BARS,XAUUSD,2023-06,Bid,M15,2006,2023-06-01T00:00:00.000Z,2023-06-30T20:45:00.000Z,bars/XAUUSD/bid/M15/year=2023/month=06/bars.parquet,46386,a1c7772f25883292051dfd3062d176c9f6777b8446de7a030bdc9930f502ea53,
BARS,XAUUSD,2023-06,Bid,H1,502,2023-06-01T00:00:00.000Z,2023-06-30T20:00:00.000Z,bars/XAUUSD/bid/H1/year=2023/month=06/bars.parquet,14799,346532fae014824fd8ea612aac81dc84a5425262f87dd0e411919566595a8918,
BARS,XAUUSD,2023-06,Bid,H4,136,2023-06-01T00:00:00.000Z,2023-06-30T20:00:00.000Z,bars/XAUUSD/bid/H4/year=2023/month=06/bars.parquet,6568,d24cbe7066f3dafe1099bf09a07d56793ea6261b164973ac5a9d75fd534d2f1b,
BARS,XAUUSD,2023-06,Ask,M5,6018,2023-06-01T00:00:00.000Z,2023-06-30T20:55:00.000Z,bars/XAUUSD/ask/M5/year=2023/month=06/bars.parquet,125562,75bc5dd29d56d303e0553fd137380ab76f440f77f48ae6da1f16e470e3af67d7,
BARS,XAUUSD,2023-06,Ask,M15,2006,2023-06-01T00:00:00.000Z,2023-06-30T20:45:00.000Z,bars/XAUUSD/ask/M15/year=2023/month=06/bars.parquet,46473,c59d417b7195d1467cc2a88543c7f61b88ba3a273b99d7feff3cd6652c7b4629,
BARS,XAUUSD,2023-06,Ask,H1,502,2023-06-01T00:00:00.000Z,2023-06-30T20:00:00.000Z,bars/XAUUSD/ask/H1/year=2023/month=06/bars.parquet,14811,9ffac00597fbbffdd4bed3b04eaf8f5c48b850d47dc8ba40abcefcb33ec64fb3,
BARS,XAUUSD,2023-06,Ask,H4,136,2023-06-01T00:00:00.000Z,2023-06-30T20:00:00.000Z,bars/XAUUSD/ask/H4/year=2023/month=06/bars.parquet,6655,292edd6f86361bf84b02e57d8b4aedabc8d6254ad3e3801945f8ecbad3ae84e9,
BARS,XAUUSD,2023-06,Mid,M5,6018,2023-06-01T00:00:00.000Z,2023-06-30T20:55:00.000Z,bars/XAUUSD/mid/M5/year=2023/month=06/bars.parquet,136352,f7f23c320d525350829e7fd9c70a78215eeda28094eb775b73660d292e3bc0fe,
BARS,XAUUSD,2023-06,Mid,M15,2006,2023-06-01T00:00:00.000Z,2023-06-30T20:45:00.000Z,bars/XAUUSD/mid/M15/year=2023/month=06/bars.parquet,51448,c3dc6316290966736354db410e73e66c530dee3a1b654837e45a47b6285a0b1c,
BARS,XAUUSD,2023-06,Mid,H1,502,2023-06-01T00:00:00.000Z,2023-06-30T20:00:00.000Z,bars/XAUUSD/mid/H1/year=2023/month=06/bars.parquet,16733,3dfde578b7c50f300ac6085a2203a6d8f597de09617925869907ba78317384bd,
BARS,XAUUSD,2023-06,Mid,H4,136,2023-06-01T00:00:00.000Z,2023-06-30T20:00:00.000Z,bars/XAUUSD/mid/H4/year=2023/month=06/bars.parquet,7184,ad26d8693617561c7374aea826c2c5a2b8104dd5f3ab92c35089aec4b2f75a66,
TICKS,XAUUSD,2023-07,Bid/Ask,TICK,2760503,2023-07-02T22:00:00.401Z,2023-07-31T23:59:51.747Z,normalized/XAUUSD/year=2023/month=07/ticks.parquet,28569995,38210c173fe1daa33db5f21ba620c2e50c6c8066c69fddc1fe531bd7b3bf8a34,fee6184a29a823c725e97366a59ee5c78d1670665cc5dfd838e64459958ea4ca
BARS,XAUUSD,2023-07,Bid,M5,5790,2023-07-02T22:00:00.000Z,2023-07-31T23:55:00.000Z,bars/XAUUSD/bid/M5/year=2023/month=07/bars.parquet,120380,fea369aa82fcfad880bba2f128f6a45b4cfb2a80ad46ae0f08439ae0a41f6354,
BARS,XAUUSD,2023-07,Bid,M15,1930,2023-07-02T22:00:00.000Z,2023-07-31T23:45:00.000Z,bars/XAUUSD/bid/M15/year=2023/month=07/bars.parquet,44816,b675c5610aff6087082e4005cc509058e53fde9620e60eda934581f1d071f44b,
BARS,XAUUSD,2023-07,Bid,H1,483,2023-07-02T22:00:00.000Z,2023-07-31T23:00:00.000Z,bars/XAUUSD/bid/H1/year=2023/month=07/bars.parquet,14416,db085cbe06af9a6ba681ae536a13b0e53f1b99fe3ce7100cf725ee2154e85fb5,
BARS,XAUUSD,2023-07,Bid,H4,131,2023-07-02T20:00:00.000Z,2023-07-31T20:00:00.000Z,bars/XAUUSD/bid/H4/year=2023/month=07/bars.parquet,6512,f530acd9d3df88c26e4ee447836767a089354c172cff5e3f4519ef332d3bd639,
BARS,XAUUSD,2023-07,Ask,M5,5790,2023-07-02T22:00:00.000Z,2023-07-31T23:55:00.000Z,bars/XAUUSD/ask/M5/year=2023/month=07/bars.parquet,120855,b00dea31bfda3549c768893d9b14a6370f49089206509c3d4e38cdee0c252293,
BARS,XAUUSD,2023-07,Ask,M15,1930,2023-07-02T22:00:00.000Z,2023-07-31T23:45:00.000Z,bars/XAUUSD/ask/M15/year=2023/month=07/bars.parquet,45044,644d8053a72d50e8a2a00a959f66311a00bef1c28daa92d85c43abf880bd0325,
BARS,XAUUSD,2023-07,Ask,H1,483,2023-07-02T22:00:00.000Z,2023-07-31T23:00:00.000Z,bars/XAUUSD/ask/H1/year=2023/month=07/bars.parquet,14430,edfd7ce63fce756434a5a430e2a72e69c6ca73de33b10aa2e8a4d95e60d5e84e,
BARS,XAUUSD,2023-07,Ask,H4,131,2023-07-02T20:00:00.000Z,2023-07-31T20:00:00.000Z,bars/XAUUSD/ask/H4/year=2023/month=07/bars.parquet,6485,62e2be21feda97d8b6b192159fdd3b79cfc8118f7bc1d37dd9aea61b8a58b990,
BARS,XAUUSD,2023-07,Mid,M5,5790,2023-07-02T22:00:00.000Z,2023-07-31T23:55:00.000Z,bars/XAUUSD/mid/M5/year=2023/month=07/bars.parquet,131135,7c169668faddddff3193829a2bbca5ef793b52013700ca9ac07f0b9fdfe386c1,
BARS,XAUUSD,2023-07,Mid,M15,1930,2023-07-02T22:00:00.000Z,2023-07-31T23:45:00.000Z,bars/XAUUSD/mid/M15/year=2023/month=07/bars.parquet,49726,25491bc1be63f7fb8bcf02234d5366d7567e2afaf3aeac36fbb6fefd54a5f711,
BARS,XAUUSD,2023-07,Mid,H1,483,2023-07-02T22:00:00.000Z,2023-07-31T23:00:00.000Z,bars/XAUUSD/mid/H1/year=2023/month=07/bars.parquet,16228,5aa3c814b212a7a3eb4f0a427aa942c91c59349ecdf7440e4151ec7a524d8af0,
BARS,XAUUSD,2023-07,Mid,H4,131,2023-07-02T20:00:00.000Z,2023-07-31T20:00:00.000Z,bars/XAUUSD/mid/H4/year=2023/month=07/bars.parquet,7100,85d70ae986501d92dfa6ad6a4276003279c5123b715c9e78e8a75fc67a7583eb,
TICKS,XAUUSD,2023-08,Bid/Ask,TICK,2373606,2023-08-01T00:00:00.080Z,2023-08-31T23:59:56.082Z,normalized/XAUUSD/year=2023/month=08/ticks.parquet,24612055,c9a8c4d5b8e3d17ebd36b0ffba0e8da6ff32c04441c9e846e15239b955424e29,b64965086cff0661547f7080bd40074edad04b4c4be59b1f9572e7021e3c14b2
BARS,XAUUSD,2023-08,Bid,M5,6348,2023-08-01T00:00:00.000Z,2023-08-31T23:55:00.000Z,bars/XAUUSD/bid/M5/year=2023/month=08/bars.parquet,129382,154282c33036dd1f11f25d3d1c9300c70a52f844424e0abeae97687403fdc19a,
BARS,XAUUSD,2023-08,Bid,M15,2116,2023-08-01T00:00:00.000Z,2023-08-31T23:45:00.000Z,bars/XAUUSD/bid/M15/year=2023/month=08/bars.parquet,48298,9834a4adbe4164e2100b709a3b684b40aa65eafd44b769c768bec11d3f8020fe,
BARS,XAUUSD,2023-08,Bid,H1,529,2023-08-01T00:00:00.000Z,2023-08-31T23:00:00.000Z,bars/XAUUSD/bid/H1/year=2023/month=08/bars.parquet,15178,2c57c5314192fdbcdb3f130899380a3dce410db1943394aea080599fae9bda21,
BARS,XAUUSD,2023-08,Bid,H4,142,2023-08-01T00:00:00.000Z,2023-08-31T20:00:00.000Z,bars/XAUUSD/bid/H4/year=2023/month=08/bars.parquet,6577,04627575e9a2e1052cd38ff3446f1b00231423dd32639e16c89bfd70b1c32a84,
BARS,XAUUSD,2023-08,Ask,M5,6348,2023-08-01T00:00:00.000Z,2023-08-31T23:55:00.000Z,bars/XAUUSD/ask/M5/year=2023/month=08/bars.parquet,130519,149a531f719dc13349b695262a027c21df479f396369271905b9f1b5936c79ee,
BARS,XAUUSD,2023-08,Ask,M15,2116,2023-08-01T00:00:00.000Z,2023-08-31T23:45:00.000Z,bars/XAUUSD/ask/M15/year=2023/month=08/bars.parquet,48577,2295d8831caf432b4ff30220db71ee8aa211753cd0b8dfa715252c69a585d102,
BARS,XAUUSD,2023-08,Ask,H1,529,2023-08-01T00:00:00.000Z,2023-08-31T23:00:00.000Z,bars/XAUUSD/ask/H1/year=2023/month=08/bars.parquet,15344,6baad65ea171a329376836bf80ab3a3535e7cc77bed60702816e66cafca74e65,
BARS,XAUUSD,2023-08,Ask,H4,142,2023-08-01T00:00:00.000Z,2023-08-31T20:00:00.000Z,bars/XAUUSD/ask/H4/year=2023/month=08/bars.parquet,6768,bbd054dbf6fe89274599e058b31ef56813bf389991922bcda27f714b22a5efa6,
BARS,XAUUSD,2023-08,Mid,M5,6348,2023-08-01T00:00:00.000Z,2023-08-31T23:55:00.000Z,bars/XAUUSD/mid/M5/year=2023/month=08/bars.parquet,140905,fbed552ac307cfdd289a2779f709ec82387ea761063b14dddb05416bf24198db,
BARS,XAUUSD,2023-08,Mid,M15,2116,2023-08-01T00:00:00.000Z,2023-08-31T23:45:00.000Z,bars/XAUUSD/mid/M15/year=2023/month=08/bars.parquet,52803,ccd0b34118b36243d02b3e0cbf1725d86f97801c23a495bcf15caf736f1b2f42,
BARS,XAUUSD,2023-08,Mid,H1,529,2023-08-01T00:00:00.000Z,2023-08-31T23:00:00.000Z,bars/XAUUSD/mid/H1/year=2023/month=08/bars.parquet,16892,5e9cb7760dd42f163b64616a3ba18199073c0493339a3cabe9730fab4304c5ac,
BARS,XAUUSD,2023-08,Mid,H4,142,2023-08-01T00:00:00.000Z,2023-08-31T20:00:00.000Z,bars/XAUUSD/mid/H4/year=2023/month=08/bars.parquet,7236,855b9e9965442aa81fa05c96403992b8d458d4a7259b3da2daa38fc2e496d354,
TICKS,XAUUSD,2023-09,Bid/Ask,TICK,1901380,2023-09-01T00:00:00.073Z,2023-09-29T20:59:58.184Z,normalized/XAUUSD/year=2023/month=09/ticks.parquet,19559130,7d836c0522476f3d81ccf0f7e12f80ceefbcf91b7ab1889b2f42143c2eb53768,ebd280da8e8ed71e55a4c76c3e29199ae60bae9a1aedaaaa1febecac5fb417c2
BARS,XAUUSD,2023-09,Bid,M5,5742,2023-09-01T00:00:00.000Z,2023-09-29T20:55:00.000Z,bars/XAUUSD/bid/M5/year=2023/month=09/bars.parquet,116966,00e7c9a55e3ec7caa53b89848ef71128a60b031e38831c4563904f6d93e3cd10,
BARS,XAUUSD,2023-09,Bid,M15,1914,2023-09-01T00:00:00.000Z,2023-09-29T20:45:00.000Z,bars/XAUUSD/bid/M15/year=2023/month=09/bars.parquet,44306,e3666a908145a76c8511ae6c9ea29393a0f4b3c05b52475b71fefcc7417dfff3,
BARS,XAUUSD,2023-09,Bid,H1,479,2023-09-01T00:00:00.000Z,2023-09-29T20:00:00.000Z,bars/XAUUSD/bid/H1/year=2023/month=09/bars.parquet,14306,1691c01e8d23a732add1f412bb664e7a41039f4b8ffc11c80ff969190af17474,
BARS,XAUUSD,2023-09,Bid,H4,130,2023-09-01T00:00:00.000Z,2023-09-29T20:00:00.000Z,bars/XAUUSD/bid/H4/year=2023/month=09/bars.parquet,6401,dbb08c12e7d9236fdf0a69e7033f12b5719732cf6866d50553a92cdbcbe770ce,
BARS,XAUUSD,2023-09,Ask,M5,5742,2023-09-01T00:00:00.000Z,2023-09-29T20:55:00.000Z,bars/XAUUSD/ask/M5/year=2023/month=09/bars.parquet,117465,084a684551f4eb3bb0aaab2ad7de6d07c578200366121dbfbd17db9261f256c9,
BARS,XAUUSD,2023-09,Ask,M15,1914,2023-09-01T00:00:00.000Z,2023-09-29T20:45:00.000Z,bars/XAUUSD/ask/M15/year=2023/month=09/bars.parquet,44212,429b4d537f477c59d213caf6b50d708079a2f94de13730e8470ee1e6f81f0e51,
BARS,XAUUSD,2023-09,Ask,H1,479,2023-09-01T00:00:00.000Z,2023-09-29T20:00:00.000Z,bars/XAUUSD/ask/H1/year=2023/month=09/bars.parquet,14273,dc40645849f622e6c377ac2d6d7518ea2ec5c8334c6b969c61108418935d335a,
BARS,XAUUSD,2023-09,Ask,H4,130,2023-09-01T00:00:00.000Z,2023-09-29T20:00:00.000Z,bars/XAUUSD/ask/H4/year=2023/month=09/bars.parquet,6418,7c69be4c4ddfa5775d59662ae15a14878c79feff1ac0690239feea0d6d632fde,
BARS,XAUUSD,2023-09,Mid,M5,5742,2023-09-01T00:00:00.000Z,2023-09-29T20:55:00.000Z,bars/XAUUSD/mid/M5/year=2023/month=09/bars.parquet,127721,6839b708d6edde64efd5d46cd04cb727781401ed1ab317bbfbcfc742f5c8d827,
BARS,XAUUSD,2023-09,Mid,M15,1914,2023-09-01T00:00:00.000Z,2023-09-29T20:45:00.000Z,bars/XAUUSD/mid/M15/year=2023/month=09/bars.parquet,48657,5ee4dcb82168158655ed4205b883f9dba5f797d5da447d819e0123a2ec89fd36,
BARS,XAUUSD,2023-09,Mid,H1,479,2023-09-01T00:00:00.000Z,2023-09-29T20:00:00.000Z,bars/XAUUSD/mid/H1/year=2023/month=09/bars.parquet,15839,1b7673992ad45d28e0f8c443e711843caa34c28af72016f26de5f6fd5efe2e82,
BARS,XAUUSD,2023-09,Mid,H4,130,2023-09-01T00:00:00.000Z,2023-09-29T20:00:00.000Z,bars/XAUUSD/mid/H4/year=2023/month=09/bars.parquet,6859,e103d10474a5bab364482124dbfb4b179de27d1cb29e75f78ddb66432df62a19,
TICKS,XAUUSD,2023-10,Bid/Ask,TICK,2841307,2023-10-01T22:00:00.238Z,2023-10-31T23:59:55.526Z,normalized/XAUUSD/year=2023/month=10/ticks.parquet,29670021,ba8939f3a248030bab964ff8176c874dbda4cea7052719d531da96ae4f9e4839,5e677d4cfc8e5b6062e032f7e973058f754bdda1a0ce1b55306b93ed4dc52576
BARS,XAUUSD,2023-10,Bid,M5,6096,2023-10-01T22:00:00.000Z,2023-10-31T23:55:00.000Z,bars/XAUUSD/bid/M5/year=2023/month=10/bars.parquet,127116,ecae0c40b065764ae54bedb91cfab02d74a29fc9cae5d8748fe77d23cd3935d5,
BARS,XAUUSD,2023-10,Bid,M15,2032,2023-10-01T22:00:00.000Z,2023-10-31T23:45:00.000Z,bars/XAUUSD/bid/M15/year=2023/month=10/bars.parquet,47223,7d57a7bc8ac06d656d8da3c7852b9bffeeb8a04597cacf5bb2548a4b81899cb1,
BARS,XAUUSD,2023-10,Bid,H1,508,2023-10-01T22:00:00.000Z,2023-10-31T23:00:00.000Z,bars/XAUUSD/bid/H1/year=2023/month=10/bars.parquet,15118,992b4c953dd26a398ace1d08957370976886140f6525774f891266b66ae944d9,
BARS,XAUUSD,2023-10,Bid,H4,137,2023-10-01T20:00:00.000Z,2023-10-31T20:00:00.000Z,bars/XAUUSD/bid/H4/year=2023/month=10/bars.parquet,6646,78af08385414a2bd6712cb719e86a4e9a847a411e97b4ac7c9443345ec95280c,
BARS,XAUUSD,2023-10,Ask,M5,6096,2023-10-01T22:00:00.000Z,2023-10-31T23:55:00.000Z,bars/XAUUSD/ask/M5/year=2023/month=10/bars.parquet,127098,787e8c8c3eae2593f9565628bb45b9e73eafc4d6fa42e59b18dfe59d1cef50dc,
BARS,XAUUSD,2023-10,Ask,M15,2032,2023-10-01T22:00:00.000Z,2023-10-31T23:45:00.000Z,bars/XAUUSD/ask/M15/year=2023/month=10/bars.parquet,47249,1c1895fabb0501a963d01b6221e69d835dae155af60780431df108e67a8063d8,
BARS,XAUUSD,2023-10,Ask,H1,508,2023-10-01T22:00:00.000Z,2023-10-31T23:00:00.000Z,bars/XAUUSD/ask/H1/year=2023/month=10/bars.parquet,15087,09dd2739300a2cec25f6a1fff71f36cbfb725fc4089fd6eb5d991666ea8afebc,
BARS,XAUUSD,2023-10,Ask,H4,137,2023-10-01T20:00:00.000Z,2023-10-31T20:00:00.000Z,bars/XAUUSD/ask/H4/year=2023/month=10/bars.parquet,6725,0a9d57a289666f69b724f6e4b88cfb2ee60d468a9c5b6bef841e5ad261a24ec1,
BARS,XAUUSD,2023-10,Mid,M5,6096,2023-10-01T22:00:00.000Z,2023-10-31T23:55:00.000Z,bars/XAUUSD/mid/M5/year=2023/month=10/bars.parquet,137711,1fb605652b6a3ee6a9dd06d74a3e1bdae04a958084ebc0a529ee817286dcc167,
BARS,XAUUSD,2023-10,Mid,M15,2032,2023-10-01T22:00:00.000Z,2023-10-31T23:45:00.000Z,bars/XAUUSD/mid/M15/year=2023/month=10/bars.parquet,52104,0acd42718699b2632816842831e50535207af842518e48b38601da52f8d49214,
BARS,XAUUSD,2023-10,Mid,H1,508,2023-10-01T22:00:00.000Z,2023-10-31T23:00:00.000Z,bars/XAUUSD/mid/H1/year=2023/month=10/bars.parquet,16914,954905bb6dca5643b60ee4b32f2389649b9702f4d3a797e3df4b1592f426fb3c,
BARS,XAUUSD,2023-10,Mid,H4,137,2023-10-01T20:00:00.000Z,2023-10-31T20:00:00.000Z,bars/XAUUSD/mid/H4/year=2023/month=10/bars.parquet,7192,71a03a2e52c3aa6e3666f00262bed1118041f5ac96699a489d88c38282fcd25f,
TICKS,XAUUSD,2023-11,Bid/Ask,TICK,2491773,2023-11-01T00:00:00.050Z,2023-11-30T23:59:57.349Z,normalized/XAUUSD/year=2023/month=11/ticks.parquet,26245531,178b217e57dd5bcdb83690374698fa2cbf7b010494ad2770aaa9040c93bff351,282d3eda73759c8bff738f28fe609ed2f22f2623d87ff795818e3189c78fff7c
BARS,XAUUSD,2023-11,Bid,M5,5967,2023-11-01T00:00:00.000Z,2023-11-30T23:55:00.000Z,bars/XAUUSD/bid/M5/year=2023/month=11/bars.parquet,123719,43d188681c460192ec42b43a386d9cab82e8f52e4cbe0966823adb53bee38dc0,
BARS,XAUUSD,2023-11,Bid,M15,1989,2023-11-01T00:00:00.000Z,2023-11-30T23:45:00.000Z,bars/XAUUSD/bid/M15/year=2023/month=11/bars.parquet,46094,66be5d64596d54330e92b01ab3e74d1c10d0bed0bbaf87f428b8881b75569f50,
BARS,XAUUSD,2023-11,Bid,H1,498,2023-11-01T00:00:00.000Z,2023-11-30T23:00:00.000Z,bars/XAUUSD/bid/H1/year=2023/month=11/bars.parquet,14657,5dffa1f224eae4ed71c44b5efa6424ef00a80b4434df1dce0f0a7b3b63d1149a,
BARS,XAUUSD,2023-11,Bid,H4,135,2023-11-01T00:00:00.000Z,2023-11-30T20:00:00.000Z,bars/XAUUSD/bid/H4/year=2023/month=11/bars.parquet,6533,c2d142b4acd346ca994cf003d416a9f7c3e9ad4456f02217863eb429753a3e65,
BARS,XAUUSD,2023-11,Ask,M5,5967,2023-11-01T00:00:00.000Z,2023-11-30T23:55:00.000Z,bars/XAUUSD/ask/M5/year=2023/month=11/bars.parquet,124227,7b865e3920b5c96872ff54b94f011facefc4b9bfb9d0aec2f64a2c55d2325b00,
BARS,XAUUSD,2023-11,Ask,M15,1989,2023-11-01T00:00:00.000Z,2023-11-30T23:45:00.000Z,bars/XAUUSD/ask/M15/year=2023/month=11/bars.parquet,46201,c59193a6c76fd7937c276b38e0f9708fade7b11a8ce1fbf21b07251d64c9bde0,
BARS,XAUUSD,2023-11,Ask,H1,498,2023-11-01T00:00:00.000Z,2023-11-30T23:00:00.000Z,bars/XAUUSD/ask/H1/year=2023/month=11/bars.parquet,14754,8d1743cdb0ca854e26e41372762238bc5567e84e86416cc9f109ace8645bf05e,
BARS,XAUUSD,2023-11,Ask,H4,135,2023-11-01T00:00:00.000Z,2023-11-30T20:00:00.000Z,bars/XAUUSD/ask/H4/year=2023/month=11/bars.parquet,6515,3020d7e1ea3e53d95e79d44d975553f9a44df18efe2a70983c13f1c8a269297b,
BARS,XAUUSD,2023-11,Mid,M5,5967,2023-11-01T00:00:00.000Z,2023-11-30T23:55:00.000Z,bars/XAUUSD/mid/M5/year=2023/month=11/bars.parquet,134008,ec6fcde7c38d345901df8eeca3f9a2a9f162fa7a69c2cb27a9a72b24c842de97,
BARS,XAUUSD,2023-11,Mid,M15,1989,2023-11-01T00:00:00.000Z,2023-11-30T23:45:00.000Z,bars/XAUUSD/mid/M15/year=2023/month=11/bars.parquet,50751,757cb4135b2cf97b14a0181ebb523cca21502dd7f0f5ef15eaa9cdee67415ac1,
BARS,XAUUSD,2023-11,Mid,H1,498,2023-11-01T00:00:00.000Z,2023-11-30T23:00:00.000Z,bars/XAUUSD/mid/H1/year=2023/month=11/bars.parquet,16387,7c3661861e7f4e8f875d369af09bc54d4a3ad49a2aa990c26533a1b6e3d3b892,
BARS,XAUUSD,2023-11,Mid,H4,135,2023-11-01T00:00:00.000Z,2023-11-30T20:00:00.000Z,bars/XAUUSD/mid/H4/year=2023/month=11/bars.parquet,7070,46efba5dc4dca0b4a63ce7e4ae744fc2984fae732bff16c1174a9c1b69a9ac5d,
TICKS,XAUUSD,2023-12,Bid/Ask,TICK,2765712,2023-12-01T00:00:00.210Z,2023-12-29T21:58:59.074Z,normalized/XAUUSD/year=2023/month=12/ticks.parquet,29723607,cf179e522995d70c7891a5406b64f42b18223333b791f456cc6582e05e6b8233,36e5cc2a86b3e7bdadb666dbf11ba2f90ff93b5b5738b275162a9dcc230b91ed
BARS,XAUUSD,2023-12,Bid,M5,5508,2023-12-01T00:00:00.000Z,2023-12-29T21:55:00.000Z,bars/XAUUSD/bid/M5/year=2023/month=12/bars.parquet,117800,e2b607b89ae09030d9761a423ae5667694d7591ceb5c5d428c4609236ec40ad5,
BARS,XAUUSD,2023-12,Bid,M15,1836,2023-12-01T00:00:00.000Z,2023-12-29T21:45:00.000Z,bars/XAUUSD/bid/M15/year=2023/month=12/bars.parquet,44279,6fbe1db8302111ff007c149fef23d4f6c0c46d2a03fb83c3ebb5ce08373c9765,
BARS,XAUUSD,2023-12,Bid,H1,459,2023-12-01T00:00:00.000Z,2023-12-29T21:00:00.000Z,bars/XAUUSD/bid/H1/year=2023/month=12/bars.parquet,14365,1ddb4f02108fbdc72b7a6eb39ee2de8f2cbff9428f8f3eac13abe22f8e70db85,
BARS,XAUUSD,2023-12,Bid,H4,124,2023-12-01T00:00:00.000Z,2023-12-29T20:00:00.000Z,bars/XAUUSD/bid/H4/year=2023/month=12/bars.parquet,6453,9209acd07f5d23d39695f61ec738a8b5593aa0302090d9329faae1696a02dc46,
BARS,XAUUSD,2023-12,Ask,M5,5508,2023-12-01T00:00:00.000Z,2023-12-29T21:55:00.000Z,bars/XAUUSD/ask/M5/year=2023/month=12/bars.parquet,118007,f99dbcebd0669da2e3cb1b43d6f5b7ba7d851b0d02782e80616fc2cc9a483333,
