component,source_id,upstream_source_id,upstream_component,family_group,source_priority,cell_id,component_priority,variant_name,entry_time,entry_date,exit_time,direction,pnl_usd,tickets,lots,source_csv,source_row,drop_reason,duplicate_of_source_id,duplicate_of_entry_time
h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,,h4_d1_core_shape,81,,0,h4_broad_lh,2024-01-30 08:00:00,2024-01-30,,LONG,-22.48,1,0.01,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_hybrid_lh_exact_202207_202606_20260701\A1XauM5Momentum_HYBRID_LH_EXACT_202207_202606_XAUUSD_M5_h4_broad_lh_trades.csv,5735,same_direction_overlap_5m,h4_d1_long_box2_atr80_stopceil3000,2024-01-30 08:00:00
h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,,h4_d1_core_shape,81,,0,h4_broad_lh,2024-01-31 16:00:00,2024-01-31,,LONG,-22.21,1,0.01,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_hybrid_lh_exact_202207_202606_20260701\A1XauM5Momentum_HYBRID_LH_EXACT_202207_202606_XAUUSD_M5_h4_broad_lh_trades.csv,5736,same_direction_overlap_5m,h4_d1_long_box2_atr80_stopceil3000,2024-01-31 16:00:00
h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,,h4_d1_core_shape,81,,0,h4_broad_lh,2024-02-20 12:00:00,2024-02-20,,LONG,39.9,1,0.01,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_hybrid_lh_exact_202207_202606_20260701\A1XauM5Momentum_HYBRID_LH_EXACT_202207_202606_XAUUSD_M5_h4_broad_lh_trades.csv,5738,same_direction_overlap_5m,h4_d1_long_box2_atr80_stopceil3000,2024-02-20 12:00:00
h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,,h4_d1_core_shape,81,,0,h4_broad_lh,2024-02-22 08:00:00,2024-02-22,,LONG,46.44,1,0.01,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_hybrid_lh_exact_202207_202606_20260701\A1XauM5Momentum_HYBRID_LH_EXACT_202207_202606_XAUUSD_M5_h4_broad_lh_trades.csv,5739,same_direction_overlap_5m,h4_d1_long_box2_atr80_stopceil3000,2024-02-22 08:00:00
h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,,h4_d1_core_shape,81,,0,h4_broad_lh,2024-02-23 16:00:00,2024-02-23,,LONG,41.12,1,0.01,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_hybrid_lh_exact_202207_202606_20260701\A1XauM5Momentum_HYBRID_LH_EXACT_202207_202606_XAUUSD_M5_h4_broad_lh_trades.csv,5740,same_direction_overlap_5m,h4_d1_long_box2_atr80_stopceil3000,2024-02-23 16:00:00
h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,,h4_d1_core_shape,81,,0,h4_broad_lh,2024-02-29 16:00:00,2024-02-29,,LONG,62.88,1,0.01,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_hybrid_lh_exact_202207_202606_20260701\A1XauM5Momentum_HYBRID_LH_EXACT_202207_202606_XAUUSD_M5_h4_broad_lh_trades.csv,5741,same_direction_overlap_5m,h4_d1_long_box2_atr80_stopceil3000,2024-02-29 16:00:00
h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,,h4_d1_core_shape,81,,0,h4_broad_lh,2024-03-01 12:00:00,2024-03-01,,LONG,56.14,1,0.01,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_hybrid_lh_exact_202207_202606_20260701\A1XauM5Momentum_HYBRID_LH_EXACT_202207_202606_XAUUSD_M5_h4_broad_lh_trades.csv,5742,same_direction_overlap_5m,h4_d1_long_box2_atr80_stopceil3000,2024-03-01 12:00:00
h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,,h4_d1_core_shape,81,,0,h4_broad_lh,2024-07-03 08:00:00,2024-07-03,,LONG,53.87,1,0.01,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_hybrid_lh_exact_202207_202606_20260701\A1XauM5Momentum_HYBRID_LH_EXACT_202207_202606_XAUUSD_M5_h4_broad_lh_trades.csv,5744,same_direction_overlap_5m,h4_d1_long_box2_atr80_stopceil3000,2024-07-03 08:00:00
h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,,h4_d1_core_shape,81,,0,h4_broad_lh,2024-09-13 16:00:00,2024-09-13,,LONG,135.67,1,0.01,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_hybrid_lh_exact_202207_202606_20260701\A1XauM5Momentum_HYBRID_LH_EXACT_202207_202606_XAUUSD_M5_h4_broad_lh_trades.csv,5756,same_direction_overlap_5m,freq_step3_frontier,2024-09-13 15:55:00
h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,,h4_d1_core_shape,81,,0,h4_broad_lh,2024-09-16 04:00:00,2024-09-16,,LONG,120.74,1,0.01,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_hybrid_lh_exact_202207_202606_20260701\A1XauM5Momentum_HYBRID_LH_EXACT_202207_202606_XAUUSD_M5_h4_broad_lh_trades.csv,5757,same_direction_overlap_5m,h4_d1_long_box2_atr80_stopceil3000,2024-09-16 04:00:00
h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,,h4_d1_core_shape,81,,0,h4_broad_lh,2024-09-24 16:00:00,2024-09-24,,LONG,115.4,1,0.01,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_hybrid_lh_exact_202207_202606_20260701\A1XauM5Momentum_HYBRID_LH_EXACT_202207_202606_XAUUSD_M5_h4_broad_lh_trades.csv,5763,same_direction_overlap_5m,h4_d1_long_box2_atr80_stopceil3000,2024-09-24 16:00:00
h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,,h4_d1_core_shape,81,,0,h4_broad_lh,2025-01-16 16:00:00,2025-01-16,,LONG,122.76,1,0.01,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_hybrid_lh_exact_202207_202606_20260701\A1XauM5Momentum_HYBRID_LH_EXACT_202207_202606_XAUUSD_M5_h4_broad_lh_trades.csv,5787,same_direction_overlap_5m,freq_step3_frontier,2025-01-16 15:55:00
freq_step3_frontier,freq_step3_frontier,step1_f67_r20_be_tp1,v6,frequency_frontier,10,f67_r20_be_tp1,1,f67_v6_lh,2025-01-21 04:05:00,2025-01-21,,LONG,-10.99,2,0.02,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_hybrid_f67_h16_exact_202207_202606_20260701\A1XauM5Momentum_HYBRID_F67_H16_EXACT_202207_202606_XAUUSD_M5_f67_v6_lh_trades.csv,2150,same_direction_overlap_5m,h4_d1_long_broad_box3_atr60,2025-01-21 04:00:00
h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,,h4_d1_core_shape,81,,0,h4_broad_lh,2025-01-30 08:00:00,2025-01-30,,LONG,138.57,1,0.01,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_hybrid_lh_exact_202207_202606_20260701\A1XauM5Momentum_HYBRID_LH_EXACT_202207_202606_XAUUSD_M5_h4_broad_lh_trades.csv,5794,same_direction_overlap_5m,freq_step3_frontier,2025-01-30 07:55:00
h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,,h4_d1_core_shape,81,,0,h4_broad_lh,2025-03-31 20:00:00,2025-03-31,,LONG,-101.57,1,0.01,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_hybrid_lh_exact_202207_202606_20260701\A1XauM5Momentum_HYBRID_LH_EXACT_202207_202606_XAUUSD_M5_h4_broad_lh_trades.csv,5810,same_direction_overlap_5m,freq_step3_frontier,2025-03-31 20:00:00
