candidate_id,campaign_id,family_id,direction,decision_time_utc,entry_time_utc,model_score,stress_net_r
MACRO_REPRICING_V1:1583845200000:REAL_YIELD_SHOCK:SHORT,MACRO_REPRICING_V1,REAL_YIELD_SHOCK,SHORT,2020-03-10T13:00:00.000Z,2020-03-10T13:00:00.000Z,-0.1368001923444281,1.3999999999999713
MACRO_REPRICING_V1:1583910000000:REAL_YIELD_SHOCK:SHORT,MACRO_REPRICING_V1,REAL_YIELD_SHOCK,SHORT,2020-03-11T07:00:00.000Z,2020-03-11T07:00:00.000Z,-0.3540990553465834,-1.1
MACRO_REPRICING_V1:1583931600000:REAL_YIELD_SHOCK:SHORT,MACRO_REPRICING_V1,REAL_YIELD_SHOCK,SHORT,2020-03-11T13:00:00.000Z,2020-03-11T13:00:00.000Z,-0.614312272553263,1.4
MACRO_REPRICING_V1:1583996400000:REAL_YIELD_SHOCK:SHORT,MACRO_REPRICING_V1,REAL_YIELD_SHOCK,SHORT,2020-03-12T07:00:00.000Z,2020-03-12T07:00:00.000Z,-0.47893849596863913,-1.1
MACRO_REPRICING_V1:1584018000000:REAL_YIELD_SHOCK:SHORT,MACRO_REPRICING_V1,REAL_YIELD_SHOCK,SHORT,2020-03-12T13:00:00.000Z,2020-03-12T13:00:00.000Z,-0.6262441239914327,1.400000000000015
MACRO_REPRICING_V1:1584082800000:REAL_YIELD_SHOCK:SHORT,MACRO_REPRICING_V1,REAL_YIELD_SHOCK,SHORT,2020-03-13T07:00:00.000Z,2020-03-13T07:00:00.000Z,-0.42651325214391955,-1.1
MACRO_REPRICING_V1:1584104400000:REAL_YIELD_SHOCK:SHORT,MACRO_REPRICING_V1,REAL_YIELD_SHOCK,SHORT,2020-03-13T13:00:00.000Z,2020-03-13T13:00:00.000Z,-0.24627582236707093,1.4
CFTC_POSITIONING_V1:1584342000000:COT_TREND_CONFIRM:LONG,CFTC_POSITIONING_V1,COT_TREND_CONFIRM,LONG,2020-03-16T07:00:00.000Z,2020-03-16T07:00:00.000Z,-0.3561844571401676,-1.1
MACRO_REPRICING_V1:1584342000000:YIELD_USD_AGREEMENT:SHORT,MACRO_REPRICING_V1,YIELD_USD_AGREEMENT,SHORT,2020-03-16T07:00:00.000Z,2020-03-16T07:00:00.000Z,-0.8709036569330405,1.399999999999981
MACRO_REPRICING_V1:1584363600000:YIELD_USD_AGREEMENT:SHORT,MACRO_REPRICING_V1,YIELD_USD_AGREEMENT,SHORT,2020-03-16T13:00:00.000Z,2020-03-16T13:00:00.000Z,-0.4144408253404549,-1.1
