dedup_key,entry_minute,entry_date,entry_time,time_bucket,account,account_role,lane,symbol,direction,volume,selected_candidate,selected_family,selected_status,selected_position_ticket,selected_profit_aed,selected_outcome,group_size,duplicate_count,group_raw_profit_aed,candidate_members,family_members,has_round_family,has_breakout_core,has_p2weakness,actual_join_status,entry_price,sl,tp,magic,entry_comment,exit_comment,cost_join_status,cost_r,spread_points,stop_distance_points,result_r,is_breakout_core,is_round_family,is_evening_night,is_morning_afternoon,is_protected_breakout_cluster,is_mixed_family_group
2026-06-12 12:05|XAUUSD|BUY|0.01,2026-06-12 12:05,2026-06-12,2026-06-12 12:05:00,Afternoon 12:00-15:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,BUY,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,4021771,-71.58,LOSS,2,1,-143.16,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4198.87,4178.92,4228.59,920301,P2DEMO_sn_round_XAUUSD,[sl 4178.92],COST_KNOWN,0.0252,50.00000,1986.51000,-0.9806,false,true,false,true,false,false
2026-06-12 12:00|XAUUSD|BUY|0.01,2026-06-12 12:00,2026-06-12,2026-06-12 12:00:00,Afternoon 12:00-15:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,BUY,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,4021572,27.57,WIN,2,1,55.66,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4194.33,4189.28,4201.84,920301,P2DEMO_sn_round_XAUUSD,[tp 4201.84],COST_KNOWN,0.0995,50.00000,502.35000,1.4950,false,true,false,true,false,false
2026-06-12 11:45|XAUUSD|BUY|0.01,2026-06-12 11:45,2026-06-12,2026-06-12 11:45:01,Morning 06:00-11:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,BUY,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,4021256,-22.93,LOSS,2,1,-45.86,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4183.47,4177.35,4192.75,920301,P2DEMO_sn_round_XAUUSD,[sl 4177.35],COST_KNOWN,0.0812,50.00000,615.85000,-1.0132,false,true,false,true,false,false
2026-06-12 11:40|XAUUSD|BUY|0.01,2026-06-12 11:40,2026-06-12,2026-06-12 11:40:00,Morning 06:00-11:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,BUY,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,4021183,34.52,WIN,2,1,68.67,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4179.11,4173.03,4188.51,920301,P2DEMO_sn_round_XAUUSD,[tp 4188.51],COST_KNOWN,0.0808,50.00000,619.17000,1.5182,false,true,false,true,false,false
2026-06-12 11:35|XAUUSD|SELL|0.01,2026-06-12 11:35,2026-06-12,2026-06-12 11:35:00,Morning 06:00-11:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,SELL,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,4021144,-23.92,LOSS,2,1,-48.98,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4174.02,4180.74,4163.84,920301,P2DEMO_sn_round_XAUUSD,[sl 4180.74],COST_KNOWN,0.0740,50.00000,675.92000,-0.9631,false,true,false,true,false,false
2026-06-12 11:25|XAUUSD|BUY|0.01,2026-06-12 11:25,2026-06-12,2026-06-12 11:25:00,Morning 06:00-11:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,BUY,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,4020927,-21.13,LOSS,2,1,-41.08,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4178.43,4172.84,4186.81,920301,P2DEMO_sn_round_XAUUSD,[sl 4172.84],COST_KNOWN,0.0895,50.00000,558.59000,-1.0294,false,true,false,true,false,false
2026-06-12 11:20|XAUUSD|SELL|0.01,2026-06-12 11:20,2026-06-12,2026-06-12 11:20:00,Morning 06:00-11:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,SELL,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,4020876,-21.86,LOSS,2,1,-43.72,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4177.18,4182.67,4168.50,920301,P2DEMO_sn_round_XAUUSD,[sl 4182.67],COST_KNOWN,0.0882,50.00000,566.99000,-1.0494,false,true,false,true,false,false
2026-06-12 10:55|XAUUSD|BUY|0.01,2026-06-12 10:55,2026-06-12,2026-06-12 10:55:00,Morning 06:00-11:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,BUY,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,4020447,22.91,WIN,2,1,45.71,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4178.69,4174.66,4184.93,920301,P2DEMO_sn_round_XAUUSD,[tp 4184.93],COST_KNOWN,0.1217,50.00000,410.74000,1.5192,false,true,false,true,false,false
2026-06-12 10:45|XAUUSD|SELL|0.01,2026-06-12 10:45,2026-06-12,2026-06-12 10:45:00,Morning 06:00-11:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,SELL,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,4020239,-22.01,LOSS,2,1,-44.02,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4176.23,4182.26,4167.28,920301,P2DEMO_sn_round_XAUUSD,[sl 4182.26],COST_KNOWN,0.1252,75.00000,599.06000,-0.9999,false,true,false,true,false,false
2026-06-12 10:30|XAUUSD|BUY|0.01,2026-06-12 10:30,2026-06-12,2026-06-12 10:30:00,Morning 06:00-11:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,BUY,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,4019700,-16.20,LOSS,2,1,-32.59,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4182.49,4178.16,4189.33,920301,P2DEMO_sn_round_XAUUSD,[sl 4178.16],COST_KNOWN,0.1119,50.00000,446.80000,-0.9870,false,true,false,true,false,false
2026-06-12 10:15|XAUUSD|BUY|0.01,2026-06-12 10:15,2026-06-12,2026-06-12 10:15:00,Morning 06:00-11:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,BUY,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,4017730,-22.27,LOSS,2,1,-44.54,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4183.36,4177.28,4192.93,920301,P2DEMO_sn_round_XAUUSD,[sl 4177.28],COST_KNOWN,0.0799,50.00000,626.00000,-0.9681,false,true,false,true,false,false
2026-06-12 10:10|XAUUSD|BUY|0.01,2026-06-12 10:10,2026-06-12,2026-06-12 10:10:00,Morning 06:00-11:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,BUY,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,4017368,-40.16,LOSS,2,1,-80.06,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4181.91,4171.27,4197.75,920301,P2DEMO_sn_round_XAUUSD,[sl 4171.27],COST_KNOWN,0.0472,50.00000,1059.43000,-1.0317,false,true,false,true,false,false
2026-06-12 09:55|XAUUSD|SELL|0.01,2026-06-12 09:55,2026-06-12,2026-06-12 09:55:00,Morning 06:00-11:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,SELL,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,4016627,-19.44,LOSS,2,1,-38.88,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4175.14,4180.50,4166.97,920301,P2DEMO_sn_round_XAUUSD,[sl 4180.50],COST_KNOWN,0.0924,50.00000,541.04000,-0.9777,false,true,false,true,false,false
2026-06-12 08:55|XAUUSD|BUY|0.01,2026-06-12 08:55,2026-06-12,2026-06-12 08:55:01,Morning 06:00-11:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,BUY,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,4012228,-18.15,LOSS,2,1,-35.86,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4192.71,4187.72,4199.80,920301,P2DEMO_sn_round_XAUUSD,[sl 4187.72],COST_KNOWN,0.1552,75.00000,483.16000,-1.0224,false,true,false,true,false,false
2026-06-12 08:10|XAUUSD|SELL|0.01,2026-06-12 08:10,2026-06-12,2026-06-12 08:10:01,Morning 06:00-11:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,SELL,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,4011985,47.80,WIN,2,1,95.60,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4196.07,4204.86,4183.05,920301,P2DEMO_sn_round_XAUUSD,[tp 4183.05],COST_KNOWN,0.0573,50.00000,872.43000,1.4924,false,true,false,true,false,false
2026-06-12 08:05|XAUUSD|SELL|0.01,2026-06-12 08:05,2026-06-12,2026-06-12 08:05:01,Morning 06:00-11:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,SELL,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,4011968,29.41,WIN,2,1,59.04,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4196.73,4202.07,4188.72,920301,P2DEMO_sn_round_XAUUSD,[tp 4188.72],COST_KNOWN,0.1404,75.00000,534.04000,1.4999,false,true,false,true,false,false
2026-06-12 07:50|XAUUSD|SELL|0.01,2026-06-12 07:50,2026-06-12,2026-06-12 07:50:01,Morning 06:00-11:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,SELL,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,4011883,37.01,WIN,2,1,73.87,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4197.30,4203.88,4187.22,920301,P2DEMO_sn_round_XAUUSD,[tp 4187.22],COST_KNOWN,0.0750,50.00000,666.49000,1.5124,false,true,false,true,false,false
2026-06-12 07:10|XAUUSD|BUY|0.01,2026-06-12 07:10,2026-06-12,2026-06-12 07:10:00,Morning 06:00-11:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,BUY,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,4011342,40.06,WIN,2,1,79.75,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4193.07,4185.56,4203.98,920301,P2DEMO_sn_round_XAUUSD,[tp 4203.98],COST_KNOWN,0.0678,50.00000,736.96000,1.4804,false,true,false,true,false,false
2026-06-12 07:05|XAUUSD|BUY|0.01,2026-06-12 07:05,2026-06-12,2026-06-12 07:05:00,Morning 06:00-11:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,BUY,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,4011320,38.84,WIN,2,1,76.55,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4191.89,4185.50,4202.47,920301,P2DEMO_sn_round_XAUUSD,[tp 4202.47],COST_KNOWN,0.0736,50.00000,678.96000,1.5583,false,true,false,true,false,false
2026-06-12 06:45|XAUUSD|SELL|0.01,2026-06-12 06:45,2026-06-12,2026-06-12 06:45:00,Morning 06:00-11:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,SELL,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,4011183,-41.33,LOSS,2,1,-82.66,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4185.68,4197.07,4168.60,920301,P2DEMO_sn_round_XAUUSD,[sl 4197.07],COST_KNOWN,0.0439,50.00000,1138.86000,-0.9878,false,true,false,true,false,false
2026-06-12 06:35|XAUUSD|SELL|0.01,2026-06-12 06:35,2026-06-12,2026-06-12 06:35:00,Morning 06:00-11:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,SELL,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,4010955,-20.32,LOSS,2,1,-40.57,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4183.05,4188.41,4174.44,920301,P2DEMO_sn_round_XAUUSD,[sl 4188.41],COST_KNOWN,0.0895,50.00000,558.71000,-0.9898,false,true,false,true,false,false
2026-06-12 05:45|XAUUSD|BUY|0.01,2026-06-12 05:45,2026-06-12,2026-06-12 05:45:00,Night 20:00-05:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,BUY,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,4010312,55.99,WIN,2,1,111.32,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4180.09,4169.82,4195.34,920301,P2DEMO_sn_round_XAUUSD,[tp 4195.34],COST_KNOWN,0.0490,50.00000,1020.60000,1.4942,false,true,true,false,false,false
2026-06-12 05:30|XAUUSD|SELL|0.01,2026-06-12 05:30,2026-06-12,2026-06-12 05:30:00,Night 20:00-05:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,SELL,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,4010091,33.52,WIN,2,1,65.87,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4181.39,4187.17,4172.26,920301,P2DEMO_sn_round_XAUUSD,[tp 4172.26],COST_KNOWN,0.0838,50.00000,596.40000,1.5309,false,true,true,false,false,false
2026-06-12 04:55|XAUUSD|SELL|0.01,2026-06-12 04:55,2026-06-12,2026-06-12 04:55:01,Night 20:00-05:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,SELL,0.01,breakout_retest,breakout_core,ACCEPTED,4009664,-29.29,LOSS,2,1,-58.58,breakout_retest;swing_breakout_retest_v0,breakout_core,false,true,false,MATCHED,4200.80,4208.61,4189.16,920101,P2DEMO_br_XAUUSD,[sl 4208.61],COST_KNOWN,0.0643,50.00000,777.72000,-1.0248,true,false,true,false,true,false
2026-06-12 04:45|XAUUSD|SELL|0.01,2026-06-12 04:45,2026-06-12,2026-06-12 04:45:00,Night 20:00-05:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,SELL,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,4009579,60.07,WIN,2,1,120.28,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4204.20,4214.69,4187.84,920301,P2DEMO_sn_round_XAUUSD,[tp 4187.84],COST_KNOWN,0.0466,50.00000,1073.83000,1.5235,false,true,true,false,false,false
2026-06-12 04:40|XAUUSD|SELL|0.01,2026-06-12 04:40,2026-06-12,2026-06-12 04:40:00,Night 20:00-05:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,SELL,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,4009513,53.46,WIN,2,1,106.92,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4214.53,4224.46,4199.97,920301,P2DEMO_sn_round_XAUUSD,[tp 4199.97],COST_KNOWN,0.0510,50.00000,979.57000,1.4864,false,true,true,false,false,false
2026-06-12 04:35|XAUUSD|BUY|0.01,2026-06-12 04:35,2026-06-12,2026-06-12 04:35:01,Night 20:00-05:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,BUY,0.01,breakout_retest,breakout_core,ACCEPTED,4009470,-40.86,LOSS,4,3,-165.10,breakout_retest;round_number_retest_v0;swing_breakout_retest_v0;symbol_normalized_round_retest_v0,breakout_core;round_family,true,true,false,MATCHED,4221.99,4210.89,4238.67,920101,P2DEMO_br_XAUUSD,[sl 4210.89],COST_KNOWN,0.0450,50.00000,1111.47000,-1.0005,true,false,true,false,true,true
2026-06-12 04:25|XAUUSD|BUY|0.01,2026-06-12 04:25,2026-06-12,2026-06-12 04:25:00,Night 20:00-05:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,BUY,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,4009380,-39.16,LOSS,2,1,-78.73,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4224.27,4213.97,4239.80,920301,P2DEMO_sn_round_XAUUSD,[sl 4213.97],COST_KNOWN,0.0484,50.00000,1033.24000,-1.0317,false,true,true,false,false,false
2026-06-12 04:15|XAUUSD|SELL|0.01,2026-06-12 04:15,2026-06-12,2026-06-12 04:15:00,Night 20:00-05:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,SELL,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,4009128,-40.97,LOSS,2,1,-81.05,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4216.54,4227.41,4200.69,920301,P2DEMO_sn_round_XAUUSD,[sl 4227.41],COST_KNOWN,0.0702,75.00000,1068.96000,-1.0431,false,true,true,false,false,false
2026-06-12 04:10|XAUUSD|SELL|0.01,2026-06-12 04:10,2026-06-12,2026-06-12 04:10:00,Night 20:00-05:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,SELL,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,4009092,-40.74,LOSS,2,1,-80.90,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4217.22,4227.95,4200.57,920301,P2DEMO_sn_round_XAUUSD,[sl 4227.95],COST_KNOWN,0.0456,50.00000,1095.49000,-1.0123,false,true,true,false,false,false
2026-06-12 04:05|XAUUSD|SELL|0.01,2026-06-12 04:05,2026-06-12,2026-06-12 04:05:00,Night 20:00-05:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,SELL,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,4009037,-25.61,LOSS,2,1,-51.15,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4218.49,4225.14,4208.34,920301,P2DEMO_sn_round_XAUUSD,[sl 4225.14],COST_KNOWN,0.1116,75.00000,671.82000,-1.0375,false,true,true,false,false,false
2026-06-12 03:55|XAUUSD|SELL|0.01,2026-06-12 03:55,2026-06-12,2026-06-12 03:55:01,Night 20:00-05:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,SELL,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,4008903,-34.94,LOSS,2,1,-69.30,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4216.04,4224.74,4203.74,920301,P2DEMO_sn_round_XAUUSD,[sl 4224.74],COST_KNOWN,0.0893,75.00000,840.01000,-1.1321,false,true,true,false,false,false
2026-06-12 03:50|XAUUSD|SELL|0.01,2026-06-12 03:50,2026-06-12,2026-06-12 03:50:01,Night 20:00-05:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,SELL,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,4008860,39.03,WIN,2,1,77.62,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4219.05,4226.35,4208.42,920301,P2DEMO_sn_round_XAUUSD,[tp 4208.42],COST_KNOWN,0.0697,50.00000,717.36000,1.4818,false,true,true,false,false,false
2026-06-12 03:40|XAUUSD|SELL|0.01,2026-06-12 03:40,2026-06-12,2026-06-12 03:40:01,Night 20:00-05:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,SELL,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,4008820,-37.18,LOSS,2,1,-74.36,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4216.51,4226.43,4201.63,920301,P2DEMO_sn_round_XAUUSD,[sl 4226.43],COST_KNOWN,0.0504,50.00000,991.90000,-1.0203,false,true,true,false,false,false
2026-06-12 03:25|XAUUSD|SELL|0.01,2026-06-12 03:25,2026-06-12,2026-06-12 03:25:01,Night 20:00-05:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,SELL,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,4008701,-23.26,LOSS,2,1,-46.85,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4216.30,4222.58,4207.00,920301,P2DEMO_sn_round_XAUUSD,[sl 4222.58],COST_KNOWN,0.0802,50.00000,623.31000,-1.0155,false,true,true,false,false,false
2026-06-12 03:20|XAUUSD|SELL|0.01,2026-06-12 03:20,2026-06-12,2026-06-12 03:20:01,Night 20:00-05:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,SELL,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,4008637,44.13,WIN,2,1,88.37,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4222.28,4230.36,4210.26,920301,P2DEMO_sn_round_XAUUSD,[tp 4210.26],COST_KNOWN,0.0622,50.00000,804.22000,1.4946,false,true,true,false,false,false
2026-06-12 03:15|XAUUSD|SELL|0.01,2026-06-12 03:15,2026-06-12,2026-06-12 03:15:01,Night 20:00-05:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,SELL,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,4008614,42.74,WIN,2,1,85.37,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4223.51,4231.44,4211.87,920301,P2DEMO_sn_round_XAUUSD,[tp 4211.87],COST_KNOWN,0.0639,50.00000,782.61000,1.4873,false,true,true,false,false,false
2026-06-12 03:10|XAUUSD|SELL|0.01,2026-06-12 03:10,2026-06-12,2026-06-12 03:10:01,Night 20:00-05:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,SELL,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,4008582,121.37,WIN,2,1,242.74,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4225.74,4247.78,4192.68,920301,P2DEMO_sn_round_XAUUSD,[tp 4192.68],COST_KNOWN,0.0227,50.00000,2204.00000,1.5000,false,true,true,false,false,false
2026-06-12 03:00|XAUUSD|BUY|0.01,2026-06-12 03:00,2026-06-12,2026-06-12 03:00:00,Night 20:00-05:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,BUY,0.01,breakout_retest,breakout_core,ACCEPTED,4008470,-43.50,LOSS,4,3,-169.97,breakout_retest;p2weakness_br_v1;round_number_retest_v0;symbol_normalized_round_retest_v0,breakout_core;p2weakness;round_family,true,true,true,MATCHED,4245.57,4233.57,4261.65,920101,P2DEMO_br_XAUUSD,[sl 4233.57],COST_KNOWN,0.0445,50.00000,1123.44000,-1.0539,true,false,true,false,true,true
2026-06-12 02:25|XAUUSD|SELL|0.01,2026-06-12 02:25,2026-06-12,2026-06-12 02:25:01,Night 20:00-05:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,SELL,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,4008088,-17.27,LOSS,2,1,-34.54,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4206.54,4210.99,4200.11,920301,P2DEMO_sn_round_XAUUSD,[sl 4210.99],COST_KNOWN,0.1724,75.00000,435.06000,-1.0803,false,true,true,false,false,false
2026-06-12 02:20|XAUUSD|SELL|0.01,2026-06-12 02:20,2026-06-12,2026-06-12 02:20:01,Night 20:00-05:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,SELL,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,4008076,-16.90,LOSS,2,1,-33.87,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4208.51,4212.82,4201.37,920301,P2DEMO_sn_round_XAUUSD,[sl 4212.82],COST_KNOWN,0.1091,50.00000,458.19000,-1.0040,false,true,true,false,false,false
2026-06-12 00:55|XAUUSD|BUY|0.01,2026-06-12 00:55,2026-06-12,2026-06-12 00:55:00,Night 20:00-05:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,BUY,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,4007762,16.40,WIN,2,1,31.66,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4211.53,4208.07,4216.67,920301,P2DEMO_sn_round_XAUUSD,[tp 4216.67],COST_KNOWN,0.1455,50.00000,343.71000,1.4954,false,true,true,false,false,false
2026-06-11 23:55|XAUUSD|BUY|0.01,2026-06-11 23:55,2026-06-11,2026-06-11 23:55:00,Night 20:00-05:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,BUY,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,4006954,-20.54,LOSS,2,1,-43.95,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4214.06,4208.41,4223.85,920301,P2DEMO_sn_round_XAUUSD,[sl 4208.41],COST_KNOWN,0.0810,50.00000,617.54000,-0.9052,false,true,true,false,false,false
2026-06-11 23:35|XAUUSD|BUY|0.01,2026-06-11 23:35,2026-06-11,2026-06-11 23:35:00,Night 20:00-05:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,BUY,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,4006524,54.07,WIN,2,1,107.85,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4215.13,4205.23,4230.53,920301,P2DEMO_sn_round_XAUUSD,[tp 4230.53],COST_KNOWN,0.0741,75.00000,1012.24000,1.5214,false,true,true,false,false,false
2026-06-11 23:30|XAUUSD|BUY|0.01,2026-06-11 23:30,2026-06-11,2026-06-11 23:30:00,Night 20:00-05:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,BUY,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,4006274,53.49,WIN,2,1,110.14,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4197.80,4186.19,4212.37,920301,P2DEMO_sn_round_XAUUSD,[tp 4212.37],COST_KNOWN,0.0477,50.00000,1047.35000,1.3911,false,true,true,false,false,false
2026-06-11 23:15|XAUUSD|BUY|0.01,2026-06-11 23:15,2026-06-11,2026-06-11 23:15:00,Night 20:00-05:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,BUY,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,4006060,38.48,WIN,2,1,78.35,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4189.18,4181.38,4199.66,920301,P2DEMO_sn_round_XAUUSD,[tp 4199.66],COST_KNOWN,0.0684,50.00000,731.24000,1.4332,false,true,true,false,false,false
2026-06-11 22:55|XAUUSD|SELL|0.01,2026-06-11 22:55,2026-06-11,2026-06-11 22:55:01,Night 20:00-05:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,SELL,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,4005630,-32.56,LOSS,2,1,-64.93,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4165.15,4173.91,4152.00,920301,P2DEMO_sn_round_XAUUSD,[sl 4173.91],COST_KNOWN,0.0571,50.00000,876.41000,-1.0109,false,true,true,false,false,false
2026-06-11 22:50|XAUUSD|BUY|0.01,2026-06-11 22:50,2026-06-11,2026-06-11 22:50:01,Night 20:00-05:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,BUY,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,4005563,62.09,WIN,2,1,124.32,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4168.54,4157.20,4185.45,920301,P2DEMO_sn_round_XAUUSD,[tp 4185.45],COST_KNOWN,0.0443,50.00000,1129.81000,1.4967,false,true,true,false,false,false
