evidence_partition,date_utc,utc_block_start_ms,candidate_time_utc,candidate_time_msc,side,signed_update_imbalance,displacement_price,entry_time_msc,entry_delay_ms,entry_bid,entry_ask,exit_time_msc,exit_delay_ms,exit_bid,exit_ask,observed_bidask_move,base_pnl_dollars,stress_pnl_dollars,reference_lot
EARLY_REPLICATION,2020-03-03,1583208000000,2020-03-03T04:22:18.290000Z,1583209338290,LONG,0.7777777777777778,0.7130000000001928,1583209338340,50,1600.078,1600.312,1583209458381,41,1600.818,1601.112,0.5060000000000855,0.4060000000000855,0.2060000000000855,0.01
EARLY_REPLICATION,2020-03-03,1583251200000,2020-03-03T16:32:21.505000Z,1583253141505,LONG,0.7714285714285715,0.7549999999998818,1583253141556,51,1635.148,1635.495,1583253261679,123,1636.798,1637.162,1.303000000000111,1.2030000000001109,1.003000000000111,0.01
EARLY_REPLICATION,2020-03-09,1583726400000,2020-03-09T04:09:27.439000Z,1583726967439,SHORT,-0.8888888888888888,-0.6000000000001364,1583726967489,50,1675.975,1676.212,1583727087592,103,1674.525,1674.832,1.1429999999998017,1.0429999999998016,0.8429999999998017,0.01
EARLY_REPLICATION,2020-03-09,1583740800000,2020-03-09T08:59:17.046000Z,1583744357046,LONG,0.7647058823529411,0.6150000000000091,1583744357097,51,1675.925,1676.302,1583744477191,94,1675.488,1675.872,-0.8139999999998508,-0.9139999999998508,-1.1139999999998509,0.01
EARLY_REPLICATION,2020-03-09,1583755200000,2020-03-09T12:19:20.324000Z,1583756360324,SHORT,-0.9047619047619048,-0.650000000000091,1583756360425,101,1674.368,1674.665,1583756480580,155,1673.458,1673.755,0.612999999999829,0.512999999999829,0.312999999999829,0.01
EARLY_REPLICATION,2020-03-09,1583769600000,2020-03-09T19:32:00.602000Z,1583782320602,SHORT,-0.9,-0.6050000000002456,1583782320678,76,1678.425,1678.742,1583782440798,120,1675.558,1676.022,2.40300000000002,2.30300000000002,2.10300000000002,0.01
EARLY_REPLICATION,2020-03-10,1583812800000,2020-03-10T06:58:33.157000Z,1583823513157,SHORT,-0.9047619047619048,-0.6449999999997544,1583823513265,108,1661.075,1661.422,1583823633534,269,1663.225,1663.635,-2.5599999999999454,-2.6599999999999455,-2.8599999999999453,0.01
EARLY_REPLICATION,2020-03-10,1583841600000,2020-03-10T14:33:26.376000Z,1583850806376,SHORT,-0.75,-0.7449999999998909,1583850806426,50,1653.955,1654.272,1583850926460,34,1652.915,1653.235,0.7200000000000273,0.6200000000000273,0.4200000000000273,0.01
EARLY_REPLICATION,2020-03-10,1583856000000,2020-03-10T17:48:22.973000Z,1583862502973,LONG,0.7647058823529411,0.6900000000000546,1583862503023,50,1660.585,1660.905,1583862623858,835,1659.925,1660.235,-0.9800000000000182,-1.0800000000000183,-1.2800000000000182,0.01
EARLY_REPLICATION,2020-03-10,1583870400000,2020-03-10T22:46:10.225000Z,1583880370225,LONG,0.8823529411764706,0.6599999999998545,1583880370275,50,1651.955,1652.265,1583880490502,227,1653.745,1654.102,1.4799999999997908,1.3799999999997907,1.1799999999997908,0.01
EARLY_REPLICATION,2020-03-11,1583884800000,2020-03-11T01:35:51.254000Z,1583890551254,SHORT,-0.76,-0.6150000000000091,1583890551523,269,1656.348,1656.695,1583890671545,22,1657.798,1658.135,-1.7870000000000346,-1.8870000000000346,-2.0870000000000344,0.01
EARLY_REPLICATION,2020-03-11,1583899200000,2020-03-11T06:29:03.894000Z,1583908143894,SHORT,-0.8181818181818182,-0.8650000000000091,1583908143944,50,1659.228,1659.625,1583908264229,285,1658.338,1658.735,0.49300000000016553,0.39300000000016555,0.19300000000016554,0.01
EARLY_REPLICATION,2020-03-11,1583956800000,2020-03-11T23:29:56.712000Z,1583969396712,LONG,0.75,0.6949999999999363,1583969396813,101,1641.148,1641.445,1583969518463,1650,1641.398,1641.745,-0.047000000000025466,-0.14700000000002547,-0.34700000000002545,0.01
EARLY_REPLICATION,2020-03-12,1583971200000,2020-03-12T01:07:06.533000Z,1583975226533,SHORT,-0.7894736842105263,-0.6750000000001819,1583975226583,50,1646.828,1647.165,1583975346706,123,1644.958,1645.345,1.4829999999999472,1.3829999999999472,1.1829999999999472,0.01
