family,regime,event_time_utc,event_cluster_size,event_ids,event_tags,event_titles,pre_event_bar_utc,observation_start_utc,observation_endpoint_utc,entry_time_utc,entry_position,state_time_utc,side,dxy_reaction,bond_reaction,entry_price,stop_price,target_price,risk_pips,risk_distance,window,eligible_date,matched_state_time_utc,direction,phase,shock,DXY_compressed,EURUSD_compressed
N35_NEUTRAL_EVENT_CROSSASSET_RATES,NEUTRAL,2024-08-29 12:30:00+00:00,2,14022091|14022092,US_GroDomProAnn|US_GroDomProPriInd,Gross Domestic Product Annualized | Gross Domestic Product Price Index,2024-08-29 12:25:00+00:00,2024-08-29 12:30:00+00:00,2024-08-29 12:40:00+00:00,2024-08-29 12:45:00+00:00,423736,2024-08-29 11:00:00+00:00,SHORT,0.19949999999998624,-0.47100000000000364,1.10767,1.1098800000000002,1.1043549999999995,22.100000000002673,0.0022100000000002673,chronological_2024,2024-08-29,2024-08-29 11:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False
N35_NEUTRAL_EVENT_CROSSASSET_RATES,NEUTRAL,2024-10-30 12:30:00+00:00,2,14161869|14161870,US_GroDomProAnn|US_GroDomProPriInd,Gross Domestic Product Annualized | Gross Domestic Product Price Index,2024-10-30 12:25:00+00:00,2024-10-30 12:30:00+00:00,2024-10-30 12:40:00+00:00,2024-10-30 12:45:00+00:00,436384,2024-10-30 11:00:00+00:00,SHORT,0.00750000000000739,-0.01649999999999352,1.08106,1.08189,1.0798149999999997,8.300000000001084,0.0008300000000001084,chronological_2024,2024-10-30,2024-10-30 11:00:00+00:00,NEUTRAL,UNRESOLVED,False,True,False
N35_NEUTRAL_EVENT_CROSSASSET_RATES,NEUTRAL,2025-01-29 19:00:00+00:00,2,14374438|14374439,US_FedMonPolSta|US_FedIntRatDec,Fed's Monetary Policy Statement | Fed Interest Rate Decision,2025-01-29 18:55:00+00:00,2025-01-29 19:00:00+00:00,2025-01-29 19:10:00+00:00,2025-01-29 19:15:00+00:00,454692,2025-01-29 18:00:00+00:00,SHORT,0.15499999999998693,-0.32750000000000057,1.04046,1.04251,1.0373849999999998,20.500000000001073,0.0020500000000001073,chronological_2025,2025-01-29,2025-01-29 18:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False
N35_NEUTRAL_EVENT_CROSSASSET_RATES,NEUTRAL,2025-02-19 19:00:00+00:00,1,14375031,US_FOMMin,FOMC Minutes,2025-02-19 18:55:00+00:00,2025-02-19 19:00:00+00:00,2025-02-19 19:10:00+00:00,2025-02-19 19:15:00+00:00,459012,2025-02-19 18:00:00+00:00,LONG,-0.030000000000001137,0.3120000000000118,1.04268,1.04172,1.0441200000000002,9.600000000000719,0.0009600000000000719,chronological_2025,2025-02-19,2025-02-19 18:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False
N35_NEUTRAL_EVENT_CROSSASSET_RATES,NEUTRAL,2025-03-03 15:00:00+00:00,1,14429372,US_ISMManPMI,ISM Manufacturing PMI,2025-03-03 14:55:00+00:00,2025-03-03 15:00:00+00:00,2025-03-03 15:10:00+00:00,2025-03-03 15:15:00+00:00,461264,2025-03-03 14:00:00+00:00,LONG,-0.10499999999998977,0.5635000000000048,1.0492000000000001,1.0475899999999998,1.0516150000000006,16.100000000003334,0.0016100000000003334,chronological_2025,2025-03-03,2025-03-03 14:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False
N35_NEUTRAL_EVENT_CROSSASSET_RATES,NEUTRAL,2025-05-02 12:30:00+00:00,3,14580177|14580178|14580180,US_NonPay|US_AveHouEar_YoY|US_AveHouEar_MoM,Nonfarm Payrolls | Average Hourly Earnings | Average Hourly Earnings,2025-05-02 12:25:00+00:00,2025-05-02 12:30:00+00:00,2025-05-02 12:40:00+00:00,2025-05-02 12:45:00+00:00,473918,2025-05-02 11:00:00+00:00,SHORT,0.05849999999999511,-0.6415000000000077,1.13293,1.13406,1.1312349999999998,11.300000000000754,0.0011300000000000754,chronological_2025,2025-05-02,2025-05-02 11:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False
N35_NEUTRAL_EVENT_CROSSASSET_RATES,NEUTRAL,2025-10-29 18:00:00+00:00,2,15012707|15012708,US_FedMonPolSta|US_FedIntRatDec,Fed's Monetary Policy Statement | Fed Interest Rate Decision,2025-10-29 17:55:00+00:00,2025-10-29 18:00:00+00:00,2025-10-29 18:10:00+00:00,2025-10-29 18:15:00+00:00,510847,2025-10-29 17:00:00+00:00,SHORT,0.10850000000000648,-0.2645000000000124,1.1635,1.1652300000000002,1.1609049999999996,17.300000000002314,0.0017300000000002314,chronological_2025,2025-10-29,2025-10-29 17:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False
N35_NEUTRAL_EVENT_CROSSASSET_RATES,NEUTRAL,2025-12-03 15:00:00+00:00,1,15061616,US_ISMSerPMI,ISM Services PMI,2025-12-03 14:55:00+00:00,2025-12-03 15:00:00+00:00,2025-12-03 15:10:00+00:00,2025-12-03 15:15:00+00:00,517990,2025-12-03 14:00:00+00:00,SHORT,0.012500000000017053,-0.02949999999999875,1.16591,1.1667900000000002,1.1645899999999996,8.80000000000214,0.0008800000000002139,chronological_2025,2025-12-03,2025-12-03 14:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False
N35_NEUTRAL_EVENT_CROSSASSET_RATES,NEUTRAL,2026-01-28 19:30:00+00:00,1,15218903,US_FOMPrecon,FOMC Press Conference,2026-01-28 19:25:00+00:00,2026-01-28 19:30:00+00:00,2026-01-28 19:40:00+00:00,2026-01-28 19:45:00+00:00,529072,2026-01-28 18:00:00+00:00,LONG,-0.12599999999999056,0.15349999999999397,1.19212,1.1900899999999999,1.1951650000000003,20.300000000001983,0.0020300000000001983,recent_2026_h1,2026-01-28,2026-01-28 18:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False
N35_NEUTRAL_EVENT_CROSSASSET_RATES,NEUTRAL,2026-03-18 18:30:00+00:00,1,15277876,US_FOMPrecon,FOMC Press Conference,2026-03-18 18:25:00+00:00,2026-03-18 18:30:00+00:00,2026-03-18 18:40:00+00:00,2026-03-18 18:45:00+00:00,539152,2026-03-18 17:00:00+00:00,SHORT,0.1419999999999959,-0.28050000000001774,1.14906,1.1513200000000001,1.1456699999999997,22.600000000001508,0.0022600000000001508,recent_2026_h1,2026-03-18,2026-03-18 17:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False
N35_NEUTRAL_EVENT_CROSSASSET_RATES,NEUTRAL,2026-04-07 12:30:00+00:00,3,15474862|15474863|15474864,US_DurGooOrdexDef|US_DurGooOrdexTra|US_DurGooOrd,Durable Goods Orders ex Defense | Durable Goods Orders ex Transportation | Durable Goods Orders,2026-04-07 12:25:00+00:00,2026-04-07 12:30:00+00:00,2026-04-07 12:40:00+00:00,2026-04-07 12:45:00+00:00,543112,2026-04-07 11:00:00+00:00,LONG,-0.026499999999998636,0.03249999999999886,1.1565400000000001,1.15597,1.1573950000000004,5.700000000001815,0.0005700000000001815,recent_2026_h1,2026-04-07,2026-04-07 11:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False
N35_NEUTRAL_EVENT_CROSSASSET_RATES,NEUTRAL,2026-05-12 12:30:00+00:00,6,15419049|15419050|15419051|15419052|15419053|15419054,US_ConPriIndExFooEne_MoM|US_ConPriIndExFooEne_YoY|US_ConPriInd_YoY|US_ConPriInd_nsa_MoM|US_ConPriInd_MoM|US_ConPriIndCor_sa,Consumer Price Index ex Food & Energy | Consumer Price Index ex Food & Energy | Consumer Price Index | Consumer Price Index n.s.a  | Consumer Price Index | Consumer Price Index Core s.a,2026-05-12 12:25:00+00:00,2026-05-12 12:30:00+00:00,2026-05-12 12:40:00+00:00,2026-05-12 12:45:00+00:00,550312,2026-05-12 11:00:00+00:00,LONG,-0.050499999999999545,0.11050000000000182,1.1747800000000002,1.17352,1.1766700000000005,12.60000000000261,0.001260000000000261,recent_2026_h1,2026-05-12,2026-05-12 11:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False
N35_NEUTRAL_EVENT_CROSSASSET_RATES,NEUTRAL,2026-06-03 14:00:00+00:00,1,15476973,US_ISMSerPMI,ISM Services PMI,2026-06-03 13:55:00+00:00,2026-06-03 14:00:00+00:00,2026-06-03 14:10:00+00:00,2026-06-03 14:15:00+00:00,554938,2026-06-03 13:00:00+00:00,LONG,-0.0350000000000108,0.13649999999999807,1.1607100000000001,1.15994,1.1618650000000004,7.7000000000015945,0.0007700000000001594,recent_2026_h1,2026-06-03,2026-06-03 13:00:00+00:00,NEUTRAL,UNRESOLVED,False,True,False
