attempt_no,variant_id,paired_source_attempt_no,regime_owner,mechanic,geometry_id,raw_signal_count,minimum_era_raw_signal_count,parameters_json,whole_trades,whole_stress_net_r,whole_stress_pf,whole_average_stress_r,whole_closed_drawdown_r,era_2016_2019_trades,era_2016_2019_stress_net_r,era_2016_2019_stress_pf,era_2016_2019_average_stress_r,era_2016_2019_closed_drawdown_r,era_2019_2021_trades,era_2019_2021_stress_net_r,era_2019_2021_stress_pf,era_2019_2021_average_stress_r,era_2019_2021_closed_drawdown_r,era_2021_2024_trades,era_2021_2024_stress_net_r,era_2021_2024_stress_pf,era_2021_2024_average_stress_r,era_2021_2024_closed_drawdown_r,era_2024_2026_trades,era_2024_2026_stress_net_r,era_2024_2026_stress_pf,era_2024_2026_average_stress_r,era_2024_2026_closed_drawdown_r,top_winners_removed_stress_net_r,daily_pvalue,minimum_era_trades,minimum_era_stress_pf,minimum_era_average_stress_r,gate_checks_json,economic_pass,daily_fdr_qvalue,statistical_pass
30481,8130e8dd3ae06591,29481,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_BALANCED,788,174,"{""age_min"":8,""confirmation"":""WICK"",""edge_fraction"":0.2,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON_NY"",""wick_min"":0.4,""width_atr_max"":4.0,""width_atr_min"":2.0}",215,-75.19408931872303,0.5449464815885429,-0.349739950319642,77.65659227706452,19,-5.192606342127311,0.6284913503521612,-0.2732950706382795,7.655109300468773,45,-25.141216689228184,0.3542951959185663,-0.5586937042050708,25.298810673924912,58,-31.086713063158964,0.3658307771217568,-0.5359778114337752,31.238166263619295,93,-13.773553224208575,0.7824411347820054,-0.1481027228409524,21.567334526991694,-82.34466297668592,1.0,19,0.3542951959185663,-0.5586937042050708,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
30482,b87162194d698ff3,29482,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_EXTENDED,882,172,"{""age_min"":16,""confirmation"":""EITHER"",""edge_fraction"":0.3,""geometry_id"":""C_EXTENDED"",""hour_window"":""ALL_LIQUID"",""wick_min"":0.4,""width_atr_max"":4.0,""width_atr_min"":2.0}",262,-105.66323756849391,0.5173829890179851,-0.40329479987974776,110.24868182135985,37,-16.74478612952314,0.49152468775649694,-0.45256178728440916,21.182209308610645,52,-30.016327031867284,0.3496845733522404,-0.57723705830514,30.01632703186728,89,-35.403515219316894,0.5184249213883084,-0.3977923058350213,35.403515219316915,84,-23.49860918778659,0.6457534556746994,-0.2797453474736499,29.00517713140041,-115.25552288923744,1.0,37,0.3496845733522404,-0.57723705830514,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
30483,a9433442542c1b46,29483,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_BALANCED,163,23,"{""age_min"":16,""confirmation"":""CANDLE"",""edge_fraction"":0.05,""geometry_id"":""C_BALANCED"",""hour_window"":""ALL_LIQUID"",""wick_min"":0.25,""width_atr_max"":4.0,""width_atr_min"":2.0}",53,-19.675577518833038,0.5279870698683665,-0.371237311676095,21.089214568695137,3,-3.6867209109790515,0.0,-1.2289069703263504,3.6867209109790515,4,-2.349387347338263,0.3646873954959781,-0.5873468368345658,3.698002102716648,15,-7.674212243363017,0.40653068590685065,-0.5116141495575345,8.993077184680635,31,-5.965257017152711,0.7208397846077564,-0.19242764571460358,7.519126245760246,-26.71640928634053,1.0,3,0.0,-1.2289069703263504,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": false, ""minimum_trades_each_era"": false}",False,1.0,False
30484,8fa175fbb7ee0e34,29484,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_SCALP,2918,650,"{""age_min"":16,""confirmation"":""EITHER"",""edge_fraction"":0.1,""geometry_id"":""C_SCALP"",""hour_window"":""LONDON_NY"",""wick_min"":0.25,""width_atr_max"":8.0,""width_atr_min"":3.0}",441,-167.07000329636537,0.4599430984665163,-0.3788435448897174,169.24120406711026,34,-15.435840638693087,0.3923577726117525,-0.45399531290273787,17.607041409437933,77,-30.98118889669572,0.43266792923575736,-0.40235310255448986,33.53127729371066,126,-46.8064858204649,0.4644099817985493,-0.37148004619416586,48.87847608336186,204,-73.84648794051165,0.4797803360931399,-0.36199258794368455,74.62980932706564,-171.67858081025733,1.0,34,0.3923577726117525,-0.45399531290273787,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
30485,61f18d250e39b145,29485,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_SCALP,2320,455,"{""age_min"":16,""confirmation"":""EITHER"",""edge_fraction"":0.2,""geometry_id"":""C_SCALP"",""hour_window"":""LONDON"",""wick_min"":0.25,""width_atr_max"":8.0,""width_atr_min"":1.0}",101,-31.615951562310244,0.5312509622431909,-0.31302922338921035,31.61595156231024,4,-3.356240683205563,0.17000919486706978,-0.8390601708013907,3.356240683205563,7,-2.710840046821371,0.42232103884925426,-0.3872628638316244,3.4807943234381193,8,-1.6928045482226204,0.6518352150142168,-0.21160056852782755,3.2648682472517345,82,-23.8560662840607,0.5569827928577652,-0.29092763761049634,24.63938767061464,-36.204409871337475,1.0,4,0.17000919486706978,-0.8390601708013907,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": false}",False,1.0,False
30486,b9828a9de9b1941c,29486,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_SCALP,215,26,"{""age_min"":32,""confirmation"":""EITHER"",""edge_fraction"":0.3,""geometry_id"":""C_SCALP"",""hour_window"":""LONDON_NY"",""wick_min"":0.25,""width_atr_max"":4.0,""width_atr_min"":1.0}",33,-13.325663203586702,0.43374060914344603,-0.4038079758662637,16.571918818987474,1,0.7407692278486084,inf,0.7407692278486084,0.0,2,1.6798631498806937,inf,0.8399315749403469,0.0,7,-2.369805891026767,0.5024637318185372,-0.3385436987181096,3.995106787476342,23,-13.376489690289237,0.28733629569841546,-0.581586508273445,13.376489690289237,-17.86929805138276,1.0,1,0.28733629569841546,-0.581586508273445,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": false, ""minimum_trades_each_era"": false}",False,1.0,False
30487,95f63652df375a38,29487,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_SCALP,497,79,"{""age_min"":16,""confirmation"":""EITHER"",""edge_fraction"":0.1,""geometry_id"":""C_SCALP"",""hour_window"":""LONDON_NY"",""wick_min"":0.1,""width_atr_max"":4.0,""width_atr_min"":3.0}",70,-32.27414694976822,0.3862088365383952,-0.461059242139546,33.01491617761682,4,-1.1278147767884465,0.5599911841178805,-0.28195369419711164,2.563164045991736,5,0.23117141319338574,1.1000240324525217,0.04623428263867715,1.1854187684990831,19,-10.595139406598562,0.315242741345015,-0.5576389161367664,11.051953102501903,42,-20.7823641795746,0.3552753183265088,-0.4948181947517762,20.782364179574596,-36.81275681698867,1.0,4,0.315242741345015,-0.5576389161367664,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": false, ""minimum_trades_each_era"": false}",False,1.0,False
30488,8fe7465361d6f3fe,29488,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_SCALP,3274,670,"{""age_min"":16,""confirmation"":""EITHER"",""edge_fraction"":0.3,""geometry_id"":""C_SCALP"",""hour_window"":""LONDON_NY"",""wick_min"":0.4,""width_atr_max"":6.0,""width_atr_min"":1.0}",413,-111.75417602525847,0.5748225784384485,-0.2705912252427566,113.92537679600333,23,-3.31487425054221,0.7376742235489387,-0.1441249674148787,5.486075021287057,69,-16.731593319840144,0.6118723682480515,-0.24248685970782818,19.57596071824977,112,-24.421306128056393,0.6342056422048135,-0.21804737614336064,28.40770223398594,209,-67.28640232681973,0.5205264617823325,-0.32194450874076425,70.27238437367527,-116.36402035049619,1.0,23,0.5205264617823325,-0.32194450874076425,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
30489,f190c8a7b190b428,29489,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_SCALP,1463,301,"{""age_min"":16,""confirmation"":""EITHER"",""edge_fraction"":0.1,""geometry_id"":""C_SCALP"",""hour_window"":""NEW_YORK"",""wick_min"":0.1,""width_atr_max"":6.0,""width_atr_min"":3.0}",342,-117.61220357103505,0.49259784441786636,-0.3438953320790499,123.87092956861387,29,-8.272291593183803,0.556009396560163,-0.2852514342477174,12.745314139129597,44,-8.184010925915741,0.6718981265422571,-0.18600024831626685,9.6606251447966,113,-39.0151401051528,0.48807513329902796,-0.3452667265942726,41.129415158902965,156,-62.1407609467827,0.44519682609985656,-0.398338211197325,63.962553823245074,-122.22415523675758,1.0,29,0.44519682609985656,-0.398338211197325,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
30490,0eb79c27a9dac0c5,29490,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_EXTENDED,1901,353,"{""age_min"":32,""confirmation"":""EITHER"",""edge_fraction"":0.2,""geometry_id"":""C_EXTENDED"",""hour_window"":""LONDON"",""wick_min"":0.1,""width_atr_max"":8.0,""width_atr_min"":1.0}",297,-149.1704727864754,0.4489409994540609,-0.5022574841295467,152.30659327365743,42,-20.787308020627613,0.4778896487472894,-0.4949359052530384,24.38378178758981,59,-33.932419908785796,0.3908175992452463,-0.575125761165861,34.544388578413674,99,-42.5719988850563,0.5151929295229887,-0.43002019075814446,42.57199888505629,97,-51.87874597200566,0.4062177725170758,-0.5348324327010893,60.06933129943433,-158.7348666684826,1.0,42,0.3908175992452463,-0.575125761165861,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
30491,ab17ef06cafb8c8c,29491,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_SCALP,1371,269,"{""age_min"":16,""confirmation"":""EITHER"",""edge_fraction"":0.2,""geometry_id"":""C_SCALP"",""hour_window"":""LONDON"",""wick_min"":0.25,""width_atr_max"":6.0,""width_atr_min"":2.0}",59,-17.551364676205072,0.5498252819096228,-0.2974807572238148,18.238832263560447,3,-1.980881828366753,0.2576377678668176,-0.6602939427889177,2.6683494157221297,2,-0.47352907016479473,0.6013000797501405,-0.23676453508239736,1.187682881571787,7,-2.502301945073614,0.48534317231673174,-0.3574717064390877,3.2648682472517345,47,-12.594651832599913,0.5839199990863273,-0.2679713155872322,13.37797321915387,-22.139822985232303,1.0,2,0.2576377678668176,-0.6602939427889177,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": false, ""minimum_trades_each_era"": false}",False,1.0,False
30492,26c1607dcd437cb4,29492,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_SCALP,8869,1867,"{""age_min"":8,""confirmation"":""EITHER"",""edge_fraction"":0.3,""geometry_id"":""C_SCALP"",""hour_window"":""ALL_LIQUID"",""wick_min"":0.1,""width_atr_max"":6.0,""width_atr_min"":1.0}",881,-283.22776111817666,0.5206759294460034,-0.3214844053554786,288.72395110780593,60,-14.947098819385886,0.5949208558843516,-0.24911831365643142,19.539758573187854,170,-66.57514024428423,0.449212428014613,-0.39161847202520134,68.69910749144796,267,-84.57080242059214,0.5257754367440325,-0.3167445783542777,84.5708024205921,384,-117.13471963391441,0.540257215660612,-0.30503833237998546,121.3072926784408,-288.01072022582355,1.0,60,0.449212428014613,-0.39161847202520134,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
30493,62b698656249d8ab,29493,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_BALANCED,654,108,"{""age_min"":32,""confirmation"":""CANDLE"",""edge_fraction"":0.3,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON"",""wick_min"":0.25,""width_atr_max"":6.0,""width_atr_min"":2.0}",76,-48.52464529807384,0.3071407471804433,-0.6384821749746559,51.3454085237024,2,-2.7521734595238554,0.0,-1.3760867297619277,2.7521734595238554,10,-6.916492235777434,0.27330819653726374,-0.6916492235777434,8.30454851543972,24,-16.250544872613258,0.28698446448800796,-0.6771060363588858,20.066571841387436,40,-22.60543473015931,0.3536523792883646,-0.5651358682539828,26.712139536583937,-55.5328177838221,1.0,2,0.0,-1.3760867297619277,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": false, ""minimum_trades_each_era"": false}",False,1.0,False
30494,394c25738025a599,29494,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_BALANCED,13351,3049,"{""age_min"":8,""confirmation"":""EITHER"",""edge_fraction"":0.3,""geometry_id"":""C_BALANCED"",""hour_window"":""ALL_LIQUID"",""wick_min"":0.1,""width_atr_max"":8.0,""width_atr_min"":1.0}",1737,-573.1234975315497,0.5677462341977801,-0.32995020007573383,574.3565719013691,262,-110.8815938330948,0.49113861862145464,-0.4232121902026519,112.27675121873355,416,-118.99796625196487,0.6173263518339885,-0.28605280349030016,122.98530933580695,539,-196.5497547754057,0.5250360854587994,-0.36465631683748734,196.95374487894722,520,-146.6941826710843,0.6171958748261765,-0.28210419744439286,152.11312608107542,-580.710142940721,1.0,262,0.49113861862145464,-0.4232121902026519,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
30495,a77ad17cd0d4d6e3,29495,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_BALANCED,289,46,"{""age_min"":64,""confirmation"":""CANDLE"",""edge_fraction"":0.05,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON_NY"",""wick_min"":0.4,""width_atr_max"":8.0,""width_atr_min"":3.0}",119,-62.16849194658746,0.3723453564601102,-0.5224243020721635,62.867023405990174,10,-3.3889081556016953,0.5435257709661717,-0.33889081556016953,3.754769040124197,33,-17.304562791741926,0.381687281809911,-0.5243806906588463,21.565344018720342,42,-19.91564127901425,0.4079623046999282,-0.474181935214625,19.915641279014245,34,-21.559379720229593,0.28132755733711506,-0.6340994035361645,21.559379720229593,-69.18620533408988,1.0,10,0.28132755733711506,-0.6340994035361645,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": false}",False,1.0,False
30496,324a3c95874ee216,29496,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_BALANCED,347,52,"{""age_min"":32,""confirmation"":""CANDLE"",""edge_fraction"":0.05,""geometry_id"":""C_BALANCED"",""hour_window"":""ALL_LIQUID"",""wick_min"":0.25,""width_atr_max"":6.0,""width_atr_min"":1.0}",127,-29.547206282273375,0.6672548504932901,-0.2326551675769557,38.3379289928262,10,4.26959600202836,2.174224207321214,0.42695960020283596,1.2521535876545602,18,-5.75259086382557,0.5848254855759255,-0.31958838132364276,7.784551435072263,40,-14.258792044150123,0.5260719537043754,-0.3564698011037531,14.258792044150118,59,-13.805419376326043,0.6650792919978914,-0.2339901589207804,18.39478813225753,-36.61121626922422,1.0,10,0.5260719537043754,-0.3564698011037531,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": false}",False,1.0,False
30497,318f3cd6360d1c4c,29497,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_BALANCED,2267,424,"{""age_min"":16,""confirmation"":""CANDLE"",""edge_fraction"":0.3,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON_NY"",""wick_min"":0.1,""width_atr_max"":6.0,""width_atr_min"":3.0}",535,-181.68791122914962,0.5523011241455993,-0.33960357239093386,186.11209292329397,49,-23.137048170573685,0.4379607803383382,-0.4721846565423201,24.39739758442652,98,-30.556271832241812,0.5839782194767379,-0.31179869216573275,32.117181876044135,171,-62.32184219158953,0.5204402518133443,-0.36445521749467563,65.25666649308577,217,-65.67274903474457,0.5927392636738543,-0.30263939647347726,72.1431797352661,-188.83360899847293,1.0,49,0.4379607803383382,-0.4721846565423201,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
30498,1164f16e590655d6,29498,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_EXTENDED,853,167,"{""age_min"":64,""confirmation"":""CANDLE"",""edge_fraction"":0.2,""geometry_id"":""C_EXTENDED"",""hour_window"":""NEW_YORK"",""wick_min"":0.1,""width_atr_max"":8.0,""width_atr_min"":2.0}",326,-79.3600294901062,0.683722539120292,-0.24343567328253435,82.34523724349697,55,-15.278778209473078,0.6665985529486171,-0.27779596744496504,15.278778209473078,93,-6.758589772567356,0.8950382630046172,-0.07267300830717587,12.480723069151669,107,-38.52933462773395,0.5493859164760968,-0.36008723951153226,41.13779136923247,71,-18.793326880331822,0.659522662387855,-0.26469474479340593,24.064180012792114,-89.00687935856396,1.0,55,0.5493859164760968,-0.36008723951153226,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
30499,2e312598c39834de,29499,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_SCALP,2295,425,"{""age_min"":32,""confirmation"":""EITHER"",""edge_fraction"":0.3,""geometry_id"":""C_SCALP"",""hour_window"":""LONDON_NY"",""wick_min"":0.25,""width_atr_max"":6.0,""width_atr_min"":1.0}",293,-93.38377841779678,0.5213755912941116,-0.31871596729623475,95.55497918854158,15,-2.8482393469231706,0.6752217683623045,-0.1898826231282114,5.019440117668016,52,-16.091221145193774,0.5366950278712644,-0.30944656048449565,16.09122114519377,78,-19.049472627018176,0.5990720528858609,-0.24422400803869457,23.689929037475576,148,-55.394845298661664,0.46783850153858486,-0.37428949526122746,55.39484529866166,-97.99440837842718,1.0,15,0.46783850153858486,-0.37428949526122746,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
30500,57c5063809466e1b,29500,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_BALANCED,1965,393,"{""age_min"":8,""confirmation"":""WICK"",""edge_fraction"":0.1,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON"",""wick_min"":0.1,""width_atr_max"":8.0,""width_atr_min"":3.0}",225,-87.21067810956873,0.5175765689357479,-0.3876030138203055,88.93956171666872,16,-13.194888166887573,0.2154635371753965,-0.8246805104304733,13.194888166887573,40,-22.88644558722534,0.36038728390731134,-0.5721611396806334,22.88644558722535,52,-24.498107356678652,0.4439907770940887,-0.47111744916689713,28.427008710451528,117,-26.631236998777176,0.6833955287710234,-0.22761741024595877,34.85103090198783,-94.26691828962717,1.0,16,0.2154635371753965,-0.8246805104304733,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
30501,aa76ae93fbf6e655,29501,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_BALANCED,1714,291,"{""age_min"":64,""confirmation"":""WICK"",""edge_fraction"":0.3,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON_NY"",""wick_min"":0.25,""width_atr_max"":8.0,""width_atr_min"":2.0}",429,-126.79363095637366,0.5990812876762142,-0.2955562493155563,136.93626255496997,51,-9.91744950631418,0.727067652693937,-0.1944597942414545,14.806559384089702,129,-54.492555945474905,0.4693472664012272,-0.42242291430600704,56.6275258242775,125,-23.86435338021586,0.7152229681959357,-0.19091482704172688,25.36739084530566,124,-38.51927212436872,0.5877259747706419,-0.3106392913255542,48.58566000061699,-133.92669673970806,1.0,51,0.4693472664012272,-0.42242291430600704,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
30502,3079a9e2bd44a876,29502,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_SCALP,347,52,"{""age_min"":32,""confirmation"":""CANDLE"",""edge_fraction"":0.05,""geometry_id"":""C_SCALP"",""hour_window"":""ALL_LIQUID"",""wick_min"":0.25,""width_atr_max"":6.0,""width_atr_min"":2.0}",80,-24.720133008224167,0.5310826221873668,-0.3090016626028021,27.995495744573407,4,-0.9603286836724985,0.6057775241223333,-0.24008217091812462,2.4360069311991817,9,-0.4909019588449808,0.8940509092489402,-0.05454466209388675,3.8209075029075246,16,-9.995924606224904,0.24372825230564485,-0.6247452878890565,11.620770589307385,51,-13.272977759481785,0.5907280605340712,-0.26025446587219186,17.209241275124352,-29.264642728771662,1.0,4,0.24372825230564485,-0.6247452878890565,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": false, ""minimum_trades_each_era"": false}",False,1.0,False
30503,0f61b54e1cd304fc,29503,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_SCALP,871,166,"{""age_min"":16,""confirmation"":""CANDLE"",""edge_fraction"":0.1,""geometry_id"":""C_SCALP"",""hour_window"":""LONDON_NY"",""wick_min"":0.25,""width_atr_max"":6.0,""width_atr_min"":3.0}",164,-50.85087202913755,0.5243948163836248,-0.3100662928605948,55.332985867184675,11,-2.290719153739645,0.6349530422968961,-0.2082471957945132,3.4463235131300944,21,-5.406396018802741,0.5792546484153909,-0.25744742946679716,11.202817142871528,40,-13.916842179378031,0.46999760122393036,-0.34792105448445076,15.839044342448666,92,-29.23691467721713,0.5248770276623547,-0.3177925508393166,32.33456443404551,-55.45150732113376,1.0,11,0.46999760122393036,-0.34792105448445076,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": false}",False,1.0,False
30504,61faea0fc68b33b7,29504,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_BALANCED,939,198,"{""age_min"":8,""confirmation"":""CANDLE"",""edge_fraction"":0.1,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON"",""wick_min"":0.4,""width_atr_max"":8.0,""width_atr_min"":3.0}",151,-54.94057046135244,0.5377075623082815,-0.36384483749240026,57.78636564670186,5,-1.503216069448131,0.6177294055450508,-0.30064321388962617,1.503216069448131,25,-12.384601917053512,0.4203211162673124,-0.49538407668214046,15.001130930200295,40,-17.67482336289898,0.46847425422492883,-0.4418705840724745,20.304364700080786,81,-23.37792911195182,0.6122666847347283,-0.2886164087895286,30.689377318386924,-61.97482445551816,1.0,5,0.4203211162673124,-0.49538407668214046,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": false}",False,1.0,False
30505,7f02ef1310bc1e4e,29505,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_EXTENDED,1712,343,"{""age_min"":16,""confirmation"":""EITHER"",""edge_fraction"":0.1,""geometry_id"":""C_EXTENDED"",""hour_window"":""LONDON_NY"",""wick_min"":0.25,""width_atr_max"":6.0,""width_atr_min"":3.0}",568,-191.167924115412,0.585616530915073,-0.3365632466820634,191.55453846486583,91,-23.21675419662617,0.6809900746412059,-0.255129166995892,26.988222785837888,105,-41.31709159175663,0.5206659813551849,-0.3934961103976822,43.029965254969966,201,-89.11429010569374,0.48146522853835505,-0.44335467714275495,91.23731506310303,171,-37.51978822133548,0.7124891274586983,-0.21941396620664025,53.44318345930233,-200.77239991115476,1.0,91,0.48146522853835505,-0.44335467714275495,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
