source_report,source_report_sha256,row_index,generated_at_utc,tag,from_date,to_date,tuning_attempted,symbol,variant,description,status,trades,win_rate_pct,parsed_net_usd,parsed_profit_factor,mt5_net_usd,mt5_profit_factor
FOREX_MT5_FREQUENCY_SCOUT_CURRENT_2024_2026_M30_MEANREV_DIRECTION_FREQ_FIRST.json,26308ca1bb0ff2601fe6aa204e765abcc37e6829a2527ffaf122bf1c2d01e80b,24,2026-07-03T21:53:50Z,CURRENT_2024_2026_M30_MEANREV_DIRECTION_FREQ_FIRST,2024.07.01,2026.07.02,True,GBPUSD,rsi_extreme_fade_m30_short_rr0p80,M5 RSI 30/70 extreme faded toward mean. Signal timeframe=M30. Direction=short. RiskReward=0.80.,FREQUENT_BUT_THIN_EDGE_WATCH,454,55.51,7.8,1.0213,4.03,1.01
FOREX_MT5_FREQUENCY_SCOUT_CURRENT_2024_2026_M30_MEANREV_DIRECTION_FREQ_FIRST.json,26308ca1bb0ff2601fe6aa204e765abcc37e6829a2527ffaf122bf1c2d01e80b,25,2026-07-03T21:53:50Z,CURRENT_2024_2026_M30_MEANREV_DIRECTION_FREQ_FIRST,2024.07.01,2026.07.02,True,EURUSD,rsi_extreme_fade_m30_short_rr0p80,M5 RSI 30/70 extreme faded toward mean. Signal timeframe=M30. Direction=short. RiskReward=0.80.,FREQUENT_BUT_NEGATIVE_SKIP_TUNING,419,52.98,-24.09,0.926,-22.67,0.93
FOREX_MT5_FREQUENCY_SCOUT_CURRENT_2024_2026_M30_MEANREV_DIRECTION_FREQ_FIRST.json,26308ca1bb0ff2601fe6aa204e765abcc37e6829a2527ffaf122bf1c2d01e80b,26,2026-07-03T21:53:50Z,CURRENT_2024_2026_M30_MEANREV_DIRECTION_FREQ_FIRST,2024.07.01,2026.07.02,True,GBPUSD,rsi_extreme_fade_m30_long_rr0p80,M5 RSI 30/70 extreme faded toward mean. Signal timeframe=M30. Direction=long. RiskReward=0.80.,FREQUENT_BUT_NEGATIVE_SKIP_TUNING,410,51.71,-29.47,0.9203,-32.64,0.91
FOREX_MT5_FREQUENCY_SCOUT_CURRENT_2024_2026_M30_MEANREV_DIRECTION_FREQ_FIRST.json,26308ca1bb0ff2601fe6aa204e765abcc37e6829a2527ffaf122bf1c2d01e80b,27,2026-07-03T21:53:50Z,CURRENT_2024_2026_M30_MEANREV_DIRECTION_FREQ_FIRST,2024.07.01,2026.07.02,True,EURUSD,rsi_extreme_fade_m30_long_rr0p80,M5 RSI 30/70 extreme faded toward mean. Signal timeframe=M30. Direction=long. RiskReward=0.80.,FREQUENT_RAW_EDGE_TUNING_CANDIDATE,366,60.11,52.14,1.224,46.86,1.20
FOREX_MT5_FREQUENCY_SCOUT_CURRENT_2024_2026_M30_MEANREV_DIRECTION_FREQ_FIRST.json,26308ca1bb0ff2601fe6aa204e765abcc37e6829a2527ffaf122bf1c2d01e80b,28,2026-07-03T21:53:50Z,CURRENT_2024_2026_M30_MEANREV_DIRECTION_FREQ_FIRST,2024.07.01,2026.07.02,True,USDJPY,bb_wick_reclaim_m30_both_rr0p80,"M5 Bollinger band wick breach then reclaim, RSI 35/65 confirmation. Signal timeframe=M30. Direction=both. RiskReward=0.80.",LOW_FREQUENCY_SKIP_TUNING,175,48.57,-27.0,0.8399,-28.77,0.83
FOREX_MT5_FREQUENCY_SCOUT_CURRENT_2024_2026_M30_MEANREV_DIRECTION_FREQ_FIRST.json,26308ca1bb0ff2601fe6aa204e765abcc37e6829a2527ffaf122bf1c2d01e80b,29,2026-07-03T21:53:50Z,CURRENT_2024_2026_M30_MEANREV_DIRECTION_FREQ_FIRST,2024.07.01,2026.07.02,True,EURUSD,bb_wick_reclaim_m30_both_rr0p80,"M5 Bollinger band wick breach then reclaim, RSI 35/65 confirmation. Signal timeframe=M30. Direction=both. RiskReward=0.80.",LOW_FREQUENCY_SKIP_TUNING,157,47.13,-36.75,0.7286,-38.11,0.72
FOREX_MT5_FREQUENCY_SCOUT_CURRENT_2024_2026_M30_MEANREV_DIRECTION_FREQ_FIRST.json,26308ca1bb0ff2601fe6aa204e765abcc37e6829a2527ffaf122bf1c2d01e80b,30,2026-07-03T21:53:50Z,CURRENT_2024_2026_M30_MEANREV_DIRECTION_FREQ_FIRST,2024.07.01,2026.07.02,True,GBPUSD,bb_wick_reclaim_m30_both_rr0p80,"M5 Bollinger band wick breach then reclaim, RSI 35/65 confirmation. Signal timeframe=M30. Direction=both. RiskReward=0.80.",LOW_FREQUENCY_SKIP_TUNING,156,58.33,23.7,1.1731,20.72,1.15
FOREX_MT5_FREQUENCY_SCOUT_CURRENT_2024_2026_M30_MEANREV_DIRECTION_FREQ_FIRST.json,26308ca1bb0ff2601fe6aa204e765abcc37e6829a2527ffaf122bf1c2d01e80b,31,2026-07-03T21:53:50Z,CURRENT_2024_2026_M30_MEANREV_DIRECTION_FREQ_FIRST,2024.07.01,2026.07.02,True,USDJPY,bb_wick_reclaim_m30_short_rr0p80,"M5 Bollinger band wick breach then reclaim, RSI 35/65 confirmation. Signal timeframe=M30. Direction=short. RiskReward=0.80.",LOW_FREQUENCY_SKIP_TUNING,90,42.22,-36.06,0.587,-38.19,0.57
FOREX_MT5_FREQUENCY_SCOUT_CURRENT_2024_2026_M30_MEANREV_DIRECTION_FREQ_FIRST.json,26308ca1bb0ff2601fe6aa204e765abcc37e6829a2527ffaf122bf1c2d01e80b,32,2026-07-03T21:53:50Z,CURRENT_2024_2026_M30_MEANREV_DIRECTION_FREQ_FIRST,2024.07.01,2026.07.02,True,GBPUSD,bb_wick_reclaim_m30_short_rr0p80,"M5 Bollinger band wick breach then reclaim, RSI 35/65 confirmation. Signal timeframe=M30. Direction=short. RiskReward=0.80.",LOW_FREQUENCY_SKIP_TUNING,88,59.09,8.48,1.1103,6.69,1.09
FOREX_MT5_FREQUENCY_SCOUT_CURRENT_2024_2026_M30_MEANREV_DIRECTION_FREQ_FIRST.json,26308ca1bb0ff2601fe6aa204e765abcc37e6829a2527ffaf122bf1c2d01e80b,33,2026-07-03T21:53:50Z,CURRENT_2024_2026_M30_MEANREV_DIRECTION_FREQ_FIRST,2024.07.01,2026.07.02,True,USDJPY,bb_wick_reclaim_m30_long_rr0p80,"M5 Bollinger band wick breach then reclaim, RSI 35/65 confirmation. Signal timeframe=M30. Direction=long. RiskReward=0.80.",LOW_FREQUENCY_SKIP_TUNING,85,55.29,9.06,1.1114,9.42,1.12
FOREX_MT5_FREQUENCY_SCOUT_CURRENT_2024_2026_M30_MEANREV_DIRECTION_FREQ_FIRST.json,26308ca1bb0ff2601fe6aa204e765abcc37e6829a2527ffaf122bf1c2d01e80b,34,2026-07-03T21:53:50Z,CURRENT_2024_2026_M30_MEANREV_DIRECTION_FREQ_FIRST,2024.07.01,2026.07.02,True,EURUSD,bb_wick_reclaim_m30_short_rr0p80,"M5 Bollinger band wick breach then reclaim, RSI 35/65 confirmation. Signal timeframe=M30. Direction=short. RiskReward=0.80.",LOW_FREQUENCY_SKIP_TUNING,82,43.9,-24.22,0.6759,-24.04,0.68
FOREX_MT5_FREQUENCY_SCOUT_CURRENT_2024_2026_M30_MEANREV_DIRECTION_FREQ_FIRST.json,26308ca1bb0ff2601fe6aa204e765abcc37e6829a2527ffaf122bf1c2d01e80b,35,2026-07-03T21:53:50Z,CURRENT_2024_2026_M30_MEANREV_DIRECTION_FREQ_FIRST,2024.07.01,2026.07.02,True,EURUSD,bb_wick_reclaim_m30_long_rr0p80,"M5 Bollinger band wick breach then reclaim, RSI 35/65 confirmation. Signal timeframe=M30. Direction=long. RiskReward=0.80.",LOW_FREQUENCY_SKIP_TUNING,75,50.67,-12.53,0.7934,-14.07,0.77
FOREX_MT5_FREQUENCY_SCOUT_CURRENT_2024_2026_M30_MEANREV_DIRECTION_FREQ_FIRST.json,26308ca1bb0ff2601fe6aa204e765abcc37e6829a2527ffaf122bf1c2d01e80b,36,2026-07-03T21:53:50Z,CURRENT_2024_2026_M30_MEANREV_DIRECTION_FREQ_FIRST,2024.07.01,2026.07.02,True,GBPUSD,bb_wick_reclaim_m30_long_rr0p80,"M5 Bollinger band wick breach then reclaim, RSI 35/65 confirmation. Signal timeframe=M30. Direction=long. RiskReward=0.80.",LOW_FREQUENCY_SKIP_TUNING,68,57.35,15.22,1.2535,14.03,1.23
FOREX_MT5_FREQUENCY_SCOUT_CURRENT_2024_2026_M5_MEAN_REVERSION.json,0dff997be7ec24d6bd0d040de81904780a723eb540747b7bdd850ad65a8d6822,1,2026-07-03T21:09:46Z,CURRENT_2024_2026_M5_MEAN_REVERSION,2024.07.01,2026.07.02,False,USDJPY,bb_close_fade,"M5 Bollinger close outside band faded, RSI filter off.",FREQUENT_BUT_NEGATIVE_SKIP_TUNING,8474,48.6,-533.0,0.8134,-540.10,0.81
FOREX_MT5_FREQUENCY_SCOUT_CURRENT_2024_2026_M5_MEAN_REVERSION.json,0dff997be7ec24d6bd0d040de81904780a723eb540747b7bdd850ad65a8d6822,2,2026-07-03T21:09:46Z,CURRENT_2024_2026_M5_MEAN_REVERSION,2024.07.01,2026.07.02,False,GBPUSD,bb_close_fade,"M5 Bollinger close outside band faded, RSI filter off.",FREQUENT_BUT_NEGATIVE_SKIP_TUNING,7108,47.64,-680.72,0.757,-685.27,0.76
FOREX_MT5_FREQUENCY_SCOUT_CURRENT_2024_2026_M5_MEAN_REVERSION.json,0dff997be7ec24d6bd0d040de81904780a723eb540747b7bdd850ad65a8d6822,3,2026-07-03T21:09:46Z,CURRENT_2024_2026_M5_MEAN_REVERSION,2024.07.01,2026.07.02,False,EURUSD,bb_close_fade,"M5 Bollinger close outside band faded, RSI filter off.",FREQUENT_BUT_NEGATIVE_SKIP_TUNING,6469,51.62,-198.36,0.9027,-203.46,0.90
FOREX_MT5_FREQUENCY_SCOUT_CURRENT_2024_2026_M5_MEAN_REVERSION.json,0dff997be7ec24d6bd0d040de81904780a723eb540747b7bdd850ad65a8d6822,4,2026-07-03T21:09:46Z,CURRENT_2024_2026_M5_MEAN_REVERSION,2024.07.01,2026.07.02,False,USDJPY,rsi_bb_close_fade,M5 Bollinger close outside band faded with RSI 35/65 confirmation.,FREQUENT_BUT_NEGATIVE_SKIP_TUNING,5641,49.34,-332.74,0.8293,-336.76,0.83
FOREX_MT5_FREQUENCY_SCOUT_CURRENT_2024_2026_M5_MEAN_REVERSION.json,0dff997be7ec24d6bd0d040de81904780a723eb540747b7bdd850ad65a8d6822,5,2026-07-03T21:09:46Z,CURRENT_2024_2026_M5_MEAN_REVERSION,2024.07.01,2026.07.02,False,USDJPY,rsi_extreme_fade,M5 RSI 30/70 extreme faded toward mean.,FREQUENT_BUT_NEGATIVE_SKIP_TUNING,4725,50.37,-266.76,0.8466,-269.66,0.85
FOREX_MT5_FREQUENCY_SCOUT_CURRENT_2024_2026_M5_MEAN_REVERSION.json,0dff997be7ec24d6bd0d040de81904780a723eb540747b7bdd850ad65a8d6822,6,2026-07-03T21:09:46Z,CURRENT_2024_2026_M5_MEAN_REVERSION,2024.07.01,2026.07.02,False,GBPUSD,rsi_bb_close_fade,M5 Bollinger close outside band faded with RSI 35/65 confirmation.,FREQUENT_BUT_NEGATIVE_SKIP_TUNING,4576,48.51,-384.94,0.7881,-387.30,0.79
FOREX_MT5_FREQUENCY_SCOUT_CURRENT_2024_2026_M5_MEAN_REVERSION.json,0dff997be7ec24d6bd0d040de81904780a723eb540747b7bdd850ad65a8d6822,7,2026-07-03T21:09:46Z,CURRENT_2024_2026_M5_MEAN_REVERSION,2024.07.01,2026.07.02,False,EURUSD,rsi_bb_close_fade,M5 Bollinger close outside band faded with RSI 35/65 confirmation.,FREQUENT_BUT_NEGATIVE_SKIP_TUNING,4250,53.06,-54.51,0.9595,-57.46,0.96
FOREX_MT5_FREQUENCY_SCOUT_CURRENT_2024_2026_M5_MEAN_REVERSION.json,0dff997be7ec24d6bd0d040de81904780a723eb540747b7bdd850ad65a8d6822,8,2026-07-03T21:09:46Z,CURRENT_2024_2026_M5_MEAN_REVERSION,2024.07.01,2026.07.02,False,GBPUSD,rsi_extreme_fade,M5 RSI 30/70 extreme faded toward mean.,FREQUENT_BUT_NEGATIVE_SKIP_TUNING,3882,48.66,-336.93,0.7912,-338.74,0.79
FOREX_MT5_FREQUENCY_SCOUT_CURRENT_2024_2026_M5_MEAN_REVERSION.json,0dff997be7ec24d6bd0d040de81904780a723eb540747b7bdd850ad65a8d6822,9,2026-07-03T21:09:46Z,CURRENT_2024_2026_M5_MEAN_REVERSION,2024.07.01,2026.07.02,False,EURUSD,rsi_extreme_fade,M5 RSI 30/70 extreme faded toward mean.,FREQUENT_BUT_NEGATIVE_SKIP_TUNING,3543,53.54,-23.37,0.9801,-24.83,0.98
FOREX_MT5_FREQUENCY_SCOUT_CURRENT_2024_2026_M5_MEAN_REVERSION.json,0dff997be7ec24d6bd0d040de81904780a723eb540747b7bdd850ad65a8d6822,10,2026-07-03T21:09:46Z,CURRENT_2024_2026_M5_MEAN_REVERSION,2024.07.01,2026.07.02,False,USDJPY,bb_wick_reclaim,"M5 Bollinger band wick breach then reclaim, RSI 35/65 confirmation.",FREQUENT_BUT_NEGATIVE_SKIP_TUNING,854,47.78,-96.9,0.732,-96.78,0.73
FOREX_MT5_FREQUENCY_SCOUT_CURRENT_2024_2026_M5_MEAN_REVERSION.json,0dff997be7ec24d6bd0d040de81904780a723eb540747b7bdd850ad65a8d6822,11,2026-07-03T21:09:46Z,CURRENT_2024_2026_M5_MEAN_REVERSION,2024.07.01,2026.07.02,False,EURUSD,bb_wick_reclaim,"M5 Bollinger band wick breach then reclaim, RSI 35/65 confirmation.",FREQUENT_BUT_NEGATIVE_SKIP_TUNING,710,52.96,-15.06,0.9435,-15.75,0.94
FOREX_MT5_FREQUENCY_SCOUT_CURRENT_2024_2026_M5_MEAN_REVERSION.json,0dff997be7ec24d6bd0d040de81904780a723eb540747b7bdd850ad65a8d6822,12,2026-07-03T21:09:46Z,CURRENT_2024_2026_M5_MEAN_REVERSION,2024.07.01,2026.07.02,False,GBPUSD,bb_wick_reclaim,"M5 Bollinger band wick breach then reclaim, RSI 35/65 confirmation.",FREQUENT_BUT_NEGATIVE_SKIP_TUNING,696,50.14,-66.51,0.7844,-66.93,0.78
FOREX_MT5_FREQUENCY_SCOUT_CURRENT_2024_2026_M5_MEANREV_EURUSD_DIRECTION_SPLIT.json,3956a7cf3b0b76b487ffb63e30eec3837cca2b4da94ff6f7ec9f8213754c082e,1,2026-07-03T21:10:50Z,CURRENT_2024_2026_M5_MEANREV_EURUSD_DIRECTION_SPLIT,2024.07.01,2026.07.02,False,EURUSD,rsi_bb_close_fade_short,M5 Bollinger close outside band faded with RSI 35/65 confirmation. Direction=short.,FREQUENT_BUT_NEGATIVE_SKIP_TUNING,2131,53.78,-3.26,0.9951,-2.91,1.00
FOREX_MT5_FREQUENCY_SCOUT_CURRENT_2024_2026_M5_MEANREV_EURUSD_DIRECTION_SPLIT.json,3956a7cf3b0b76b487ffb63e30eec3837cca2b4da94ff6f7ec9f8213754c082e,2,2026-07-03T21:10:50Z,CURRENT_2024_2026_M5_MEANREV_EURUSD_DIRECTION_SPLIT,2024.07.01,2026.07.02,False,EURUSD,rsi_bb_close_fade_long,M5 Bollinger close outside band faded with RSI 35/65 confirmation. Direction=long.,FREQUENT_BUT_NEGATIVE_SKIP_TUNING,2130,52.35,-51.11,0.9249,-54.41,0.92
FOREX_MT5_FREQUENCY_SCOUT_CURRENT_2024_2026_M5_MEANREV_EURUSD_DIRECTION_SPLIT.json,3956a7cf3b0b76b487ffb63e30eec3837cca2b4da94ff6f7ec9f8213754c082e,3,2026-07-03T21:10:50Z,CURRENT_2024_2026_M5_MEANREV_EURUSD_DIRECTION_SPLIT,2024.07.01,2026.07.02,False,EURUSD,rsi_extreme_fade_short,M5 RSI 30/70 extreme faded toward mean. Direction=short.,FREQUENT_BUT_NEGATIVE_SKIP_TUNING,1824,53.62,-16.19,0.9737,-15.89,0.97
FOREX_MT5_FREQUENCY_SCOUT_CURRENT_2024_2026_M5_MEANREV_EURUSD_DIRECTION_SPLIT.json,3956a7cf3b0b76b487ffb63e30eec3837cca2b4da94ff6f7ec9f8213754c082e,4,2026-07-03T21:10:50Z,CURRENT_2024_2026_M5_MEANREV_EURUSD_DIRECTION_SPLIT,2024.07.01,2026.07.02,False,EURUSD,rsi_extreme_fade_long,M5 RSI 30/70 extreme faded toward mean. Direction=long.,FREQUENT_BUT_NEGATIVE_SKIP_TUNING,1731,53.44,-7.37,0.9869,-9.13,0.98
FOREX_MT5_FREQUENCY_SCOUT_FULL_2020_2026_GBPUSD_BB_WICK_RECLAIM_M30_RAW_EDGE.json,072b50efea7f018de43afa4d63cf5d0c14f2c88d73aebf5e0197b6437ce19f7a,1,2026-07-03T23:53:24Z,FULL_2020_2026_GBPUSD_BB_WICK_RECLAIM_M30_RAW_EDGE,2020.01.01,2026.07.02,True,GBPUSD,bb_wick_reclaim_m30_rr0p80,"M5 Bollinger band wick breach then reclaim, RSI 35/65 confirmation. Signal timeframe=M30. RiskReward=0.80.",FREQUENT_BUT_THIN_EDGE_WATCH,498,55.82,35.05,1.0717,27.67,1.06
FOREX_MT5_FREQUENCY_SCOUT_FULL_2020_2026_USDCAD_M30_RSI_EXTREME_SHORT_RAW_EXTENSION.json,deea50a3aff1aa54e4026ff85a41748f59aca6a367ce3917a54c8e4d8529483d,1,2026-07-04T02:34:47Z,FULL_2020_2026_USDCAD_M30_RSI_EXTREME_SHORT_RAW_EXTENSION,2020.01.01,2026.07.03,True,USDCAD,rsi_extreme_fade_m30_short_rr0p80,M5 RSI 30/70 extreme faded toward mean. Signal timeframe=M30. Direction=short. RiskReward=0.80.,FREQUENT_BUT_THIN_EDGE_WATCH,1357,53.94,0.3,1.0004,-20.48,0.97
FOREX_MT5_FREQUENCY_SCOUT_FULL_2022_2026_M15_RSI_EXTREME_LONG_RR0P8.json,531399a32be18529d98f8b9ebf2f655df6f3540b1398587144ee277c311f2454,1,2026-07-03T21:21:19Z,FULL_2022_2026_M15_RSI_EXTREME_LONG_RR0P8,2022.07.01,2026.07.02,False,EURUSD,rsi_extreme_fade_m15_long_rr0p80,M5 RSI 30/70 extreme faded toward mean. Signal timeframe=M15. Direction=long. RiskReward=0.80.,FREQUENT_RAW_EDGE_TUNING_CANDIDATE,1524,57.28,97.94,1.1336,85.84,1.12
FOREX_MT5_FREQUENCY_SCOUT_FULL_2022_2026_M30_MEANREV_EURUSD_LONG_RAW_EDGE.json,494cdde44863c7c5f3ac2214246430a1b61872cbc413c4734176fd6662b3561a,1,2026-07-03T21:56:19Z,FULL_2022_2026_M30_MEANREV_EURUSD_LONG_RAW_EDGE,2022.07.01,2026.07.02,True,EURUSD,rsi_bb_close_fade_m30_long_rr0p80,M5 Bollinger close outside band faded with RSI 35/65 confirmation. Signal timeframe=M30. Direction=long. RiskReward=0.80.,FREQUENT_RAW_EDGE_TUNING_CANDIDATE,1145,57.55,90.57,1.1301,77.26,1.11
FOREX_MT5_FREQUENCY_SCOUT_FULL_2022_2026_M30_MEANREV_EURUSD_LONG_RAW_EDGE.json,494cdde44863c7c5f3ac2214246430a1b61872cbc413c4734176fd6662b3561a,2,2026-07-03T21:56:19Z,FULL_2022_2026_M30_MEANREV_EURUSD_LONG_RAW_EDGE,2022.07.01,2026.07.02,True,EURUSD,rsi_extreme_fade_m30_long_rr0p80,M5 RSI 30/70 extreme faded toward mean. Signal timeframe=M30. Direction=long. RiskReward=0.80.,FREQUENT_BUT_THIN_EDGE_WATCH,807,57.37,38.74,1.0692,25.76,1.05
FOREX_MT5_FREQUENCY_SCOUT_OOS_2022_2024_M15_MEANREV_EURUSD_LONG.json,06ff0c47fd48736b7f22149191a8bdb3751ecae0081cc2427fb341bab18fbc31,1,2026-07-03T21:16:35Z,OOS_2022_2024_M15_MEANREV_EURUSD_LONG,2022.07.01,2024.06.30,False,EURUSD,rsi_bb_close_fade_m15_long,M5 Bollinger close outside band faded with RSI 35/65 confirmation. Signal timeframe=M15. Direction=long.,FREQUENT_BUT_THIN_EDGE_WATCH,1050,55.9,24.02,1.0477,17.42,1.03
FOREX_MT5_FREQUENCY_SCOUT_OOS_2022_2024_M15_MEANREV_EURUSD_LONG.json,06ff0c47fd48736b7f22149191a8bdb3751ecae0081cc2427fb341bab18fbc31,2,2026-07-03T21:16:35Z,OOS_2022_2024_M15_MEANREV_EURUSD_LONG,2022.07.01,2024.06.30,False,EURUSD,rsi_extreme_fade_m15_long,M5 RSI 30/70 extreme faded toward mean. Signal timeframe=M15. Direction=long.,FREQUENT_RAW_EDGE_TUNING_CANDIDATE,785,57.83,33.28,1.0839,26.46,1.07
FOREX_MT5_FREQUENCY_SCOUT_OOS_2022_2024_M15_RSI_EXTREME_LONG_RR.json,5af908a9193a5ec2f680cc23454db4d6fb0527e57a1bf93381411813f443ecb2,1,2026-07-03T21:18:52Z,OOS_2022_2024_M15_RSI_EXTREME_LONG_RR,2022.07.01,2024.06.30,False,EURUSD,rsi_extreme_fade_m15_long_rr0p6,M5 RSI 30/70 extreme faded toward mean. Signal timeframe=M15. Direction=long. RiskReward=0.6.,FREQUENT_BUT_THIN_EDGE_WATCH,797,64.62,22.72,1.0638,17.99,1.05
FOREX_MT5_FREQUENCY_SCOUT_OOS_2022_2024_M15_RSI_EXTREME_LONG_RR.json,5af908a9193a5ec2f680cc23454db4d6fb0527e57a1bf93381411813f443ecb2,2,2026-07-03T21:18:52Z,OOS_2022_2024_M15_RSI_EXTREME_LONG_RR,2022.07.01,2024.06.30,False,EURUSD,rsi_extreme_fade_m15_long_rr0p8,M5 RSI 30/70 extreme faded toward mean. Signal timeframe=M15. Direction=long. RiskReward=0.8.,FREQUENT_RAW_EDGE_TUNING_CANDIDATE,785,57.83,33.28,1.0839,26.46,1.07
FOREX_MT5_FREQUENCY_SCOUT_OOS_2022_2024_M15_RSI_EXTREME_LONG_RR.json,5af908a9193a5ec2f680cc23454db4d6fb0527e57a1bf93381411813f443ecb2,3,2026-07-03T21:18:52Z,OOS_2022_2024_M15_RSI_EXTREME_LONG_RR,2022.07.01,2024.06.30,False,EURUSD,rsi_extreme_fade_m15_long_rr1,M5 RSI 30/70 extreme faded toward mean. Signal timeframe=M15. Direction=long. RiskReward=1.,FREQUENT_BUT_THIN_EDGE_WATCH,760,51.84,28.07,1.0647,19.60,1.04
FOREX_MT5_FREQUENCY_SCOUT_OOS_2022_2024_M15_RSI_EXTREME_LONG_RR.json,5af908a9193a5ec2f680cc23454db4d6fb0527e57a1bf93381411813f443ecb2,4,2026-07-03T21:18:52Z,OOS_2022_2024_M15_RSI_EXTREME_LONG_RR,2022.07.01,2024.06.30,False,EURUSD,rsi_extreme_fade_m15_long_rr1p2,M5 RSI 30/70 extreme faded toward mean. Signal timeframe=M15. Direction=long. RiskReward=1.2.,FREQUENT_BUT_THIN_EDGE_WATCH,739,46.68,22.42,1.0484,12.63,1.03
FOREX_MT5_FREQUENCY_SCOUT_OOS_2022_2024_M15_RSI_EXTREME_LONG_RR.json,5af908a9193a5ec2f680cc23454db4d6fb0527e57a1bf93381411813f443ecb2,5,2026-07-03T21:18:52Z,OOS_2022_2024_M15_RSI_EXTREME_LONG_RR,2022.07.01,2024.06.30,False,EURUSD,rsi_extreme_fade_m15_long_rr1p5,M5 RSI 30/70 extreme faded toward mean. Signal timeframe=M15. Direction=long. RiskReward=1.5.,FREQUENT_BUT_THIN_EDGE_WATCH,725,39.72,8.11,1.0159,-4.54,0.99
FOREX_MT5_FREQUENCY_SCOUT_OOS_2022_2024_M30_MEANREV_EURUSD_LONG_RAW_EDGE.json,1292f5f7e33522b354fc0c2da356c89c749ffe15f623ca156810264dc3e4f954,1,2026-07-03T21:55:33Z,OOS_2022_2024_M30_MEANREV_EURUSD_LONG_RAW_EDGE,2022.07.01,2024.06.30,True,EURUSD,rsi_bb_close_fade_m30_long_rr0p80,M5 Bollinger close outside band faded with RSI 35/65 confirmation. Signal timeframe=M30. Direction=long. RiskReward=0.80.,FREQUENT_RAW_EDGE_TUNING_CANDIDATE,585,57.26,30.29,1.0804,22.70,1.06
FOREX_MT5_FREQUENCY_SCOUT_OOS_2022_2024_M30_MEANREV_EURUSD_LONG_RAW_EDGE.json,1292f5f7e33522b354fc0c2da356c89c749ffe15f623ca156810264dc3e4f954,2,2026-07-03T21:55:33Z,OOS_2022_2024_M30_MEANREV_EURUSD_LONG_RAW_EDGE,2022.07.01,2024.06.30,True,EURUSD,rsi_extreme_fade_m30_long_rr0p80,M5 RSI 30/70 extreme faded toward mean. Signal timeframe=M30. Direction=long. RiskReward=0.80.,FREQUENT_BUT_NEGATIVE_SKIP_TUNING,441,55.1,-13.4,0.9591,-21.10,0.94
FOREX_MT5_FREQUENCY_SCOUT_PORTABILITY_CURRENT_2024_2026_M15_RSI_EXTREME_LONG_BLOCKH1_7_21_RR0P8.json,0878c619cee0407594d88e49395c42b903a85ec888ade07bcfcbf4e48c81d1e7,1,2026-07-03T21:43:22Z,PORTABILITY_CURRENT_2024_2026_M15_RSI_EXTREME_LONG_BLOCKH1_7_21_RR0P8,2024.07.01,2026.07.02,True,USDJPY,rsi_extreme_fade_m15_long_blockh1_7_21_rr0p80,"M5 RSI 30/70 extreme faded toward mean. Signal timeframe=M15. Direction=long. BlockedEntryHours=1,7,21. RiskReward=0.80.",FREQUENT_BUT_NEGATIVE_SKIP_TUNING,758,50.26,-102.23,0.8128,-100.57,0.82
FOREX_MT5_FREQUENCY_SCOUT_PORTABILITY_CURRENT_2024_2026_M15_RSI_EXTREME_LONG_BLOCKH1_7_21_RR0P8.json,0878c619cee0407594d88e49395c42b903a85ec888ade07bcfcbf4e48c81d1e7,2,2026-07-03T21:43:22Z,PORTABILITY_CURRENT_2024_2026_M15_RSI_EXTREME_LONG_BLOCKH1_7_21_RR0P8,2024.07.01,2026.07.02,True,GBPUSD,rsi_extreme_fade_m15_long_blockh1_7_21_rr0p80,"M5 RSI 30/70 extreme faded toward mean. Signal timeframe=M15. Direction=long. BlockedEntryHours=1,7,21. RiskReward=0.80.",FREQUENT_BUT_NEGATIVE_SKIP_TUNING,704,52.41,-48.15,0.8959,-50.35,0.89
FOREX_MT5_FREQUENCY_SCOUT_PORTABILITY_CURRENT_2024_2026_M30_RSI_BB_LONG_BLOCKH6_7_10_13_RR0P8.json,7ee34d1b8eec0267f99f68b286bb8307e79b25e0b4d5cacf33748fc1622dcbae,1,2026-07-03T22:02:19Z,PORTABILITY_CURRENT_2024_2026_M30_RSI_BB_LONG_BLOCKH6_7_10_13_RR0P8,2024.07.01,2026.07.02,True,USDJPY,rsi_bb_close_fade_m30_long_blockh6_7_10_13_rr0p80,"M5 Bollinger close outside band faded with RSI 35/65 confirmation. Signal timeframe=M30. Direction=long. BlockedEntryHours=6,7,10,13. RiskReward=0.80.",FREQUENT_BUT_NEGATIVE_SKIP_TUNING,474,49.58,-78.5,0.8128,-76.62,0.82
FOREX_MT5_FREQUENCY_SCOUT_PORTABILITY_CURRENT_2024_2026_M30_RSI_BB_LONG_BLOCKH6_7_10_13_RR0P8.json,7ee34d1b8eec0267f99f68b286bb8307e79b25e0b4d5cacf33748fc1622dcbae,2,2026-07-03T22:02:19Z,PORTABILITY_CURRENT_2024_2026_M30_RSI_BB_LONG_BLOCKH6_7_10_13_RR0P8,2024.07.01,2026.07.02,True,GBPUSD,rsi_bb_close_fade_m30_long_blockh6_7_10_13_rr0p80,"M5 Bollinger close outside band faded with RSI 35/65 confirmation. Signal timeframe=M30. Direction=long. BlockedEntryHours=6,7,10,13. RiskReward=0.80.",FREQUENT_BUT_NEGATIVE_SKIP_TUNING,413,51.09,-52.84,0.8537,-55.30,0.85
