candidate_index,signal_time_utc,entry_time_utc,side,status,prior_position_exit_utc
196,2024-09-19 08:30:00+00:00,2024-09-19 08:45:00+00:00,LONG,CLOSED,2024-09-19 12:45:00+00:00
197,2024-11-04 11:00:00+00:00,2024-11-04 11:15:00+00:00,LONG,CLOSED,2024-11-04 16:20:00+00:00
198,2024-11-04 11:30:00+00:00,2024-11-04 11:45:00+00:00,LONG,CASH_PRIOR_POSITION_OPEN,2024-11-04 16:20:00+00:00
199,2024-11-12 11:45:00+00:00,2024-11-12 12:00:00+00:00,SHORT,CLOSED,2024-11-13 00:00:00+00:00
200,2024-11-19 10:45:00+00:00,2024-11-19 11:00:00+00:00,SHORT,CLOSED,2024-11-19 13:40:00+00:00
201,2024-11-19 11:00:00+00:00,2024-11-19 11:15:00+00:00,SHORT,CASH_PRIOR_POSITION_OPEN,2024-11-19 13:40:00+00:00
202,2024-11-19 11:15:00+00:00,2024-11-19 11:30:00+00:00,SHORT,CASH_PRIOR_POSITION_OPEN,2024-11-19 13:40:00+00:00
203,2024-11-27 11:30:00+00:00,2024-11-27 11:45:00+00:00,LONG,CLOSED,2024-11-27 23:45:00+00:00
204,2025-01-20 11:00:00+00:00,2025-01-20 11:15:00+00:00,LONG,CLOSED,2025-01-20 13:30:00+00:00
205,2025-01-24 08:00:00+00:00,2025-01-24 08:15:00+00:00,LONG,CLOSED,2025-01-24 20:15:00+00:00
206,2025-01-24 08:30:00+00:00,2025-01-24 08:45:00+00:00,LONG,CASH_PRIOR_POSITION_OPEN,2025-01-24 20:15:00+00:00
207,2025-02-14 09:45:00+00:00,2025-02-14 10:00:00+00:00,LONG,CASH_INCOMPLETE_MAXIMUM_HOLD_PATH,
208,2025-03-03 08:15:00+00:00,2025-03-03 08:30:00+00:00,SHORT,CLOSED,2025-03-03 09:10:00+00:00
209,2025-03-03 11:00:00+00:00,2025-03-03 11:15:00+00:00,LONG,CLOSED,2025-03-03 23:15:00+00:00
210,2025-03-03 11:30:00+00:00,2025-03-03 11:45:00+00:00,LONG,CASH_PRIOR_POSITION_OPEN,2025-03-03 23:15:00+00:00
211,2025-04-16 08:30:00+00:00,2025-04-16 08:45:00+00:00,SHORT,CLOSED,2025-04-16 19:00:00+00:00
212,2025-04-16 10:45:00+00:00,2025-04-16 11:00:00+00:00,SHORT,CASH_PRIOR_POSITION_OPEN,2025-04-16 19:00:00+00:00
213,2025-04-23 08:45:00+00:00,2025-04-23 09:00:00+00:00,LONG,CLOSED,2025-04-23 13:45:00+00:00
214,2025-04-23 09:00:00+00:00,2025-04-23 09:15:00+00:00,LONG,CASH_PRIOR_POSITION_OPEN,2025-04-23 13:45:00+00:00
215,2025-05-01 08:00:00+00:00,2025-05-01 08:15:00+00:00,LONG,CLOSED,2025-05-01 14:15:00+00:00
216,2025-05-01 08:15:00+00:00,2025-05-01 08:30:00+00:00,LONG,CASH_PRIOR_POSITION_OPEN,2025-05-01 14:15:00+00:00
217,2025-05-01 10:00:00+00:00,2025-05-01 10:15:00+00:00,LONG,CASH_PRIOR_POSITION_OPEN,2025-05-01 14:15:00+00:00
218,2025-05-01 10:30:00+00:00,2025-05-01 10:45:00+00:00,LONG,CASH_PRIOR_POSITION_OPEN,2025-05-01 14:15:00+00:00
219,2025-05-20 10:00:00+00:00,2025-05-20 10:15:00+00:00,SHORT,CLOSED,2025-05-20 17:50:00+00:00
220,2025-05-20 10:45:00+00:00,2025-05-20 11:00:00+00:00,SHORT,CASH_PRIOR_POSITION_OPEN,2025-05-20 17:50:00+00:00
221,2025-06-23 08:30:00+00:00,2025-06-23 08:45:00+00:00,SHORT,CLOSED,2025-06-23 14:10:00+00:00
222,2025-06-23 08:45:00+00:00,2025-06-23 09:00:00+00:00,SHORT,CASH_PRIOR_POSITION_OPEN,2025-06-23 14:10:00+00:00
223,2025-06-23 09:00:00+00:00,2025-06-23 09:15:00+00:00,SHORT,CASH_PRIOR_POSITION_OPEN,2025-06-23 14:10:00+00:00
224,2025-06-23 09:15:00+00:00,2025-06-23 09:30:00+00:00,SHORT,CASH_PRIOR_POSITION_OPEN,2025-06-23 14:10:00+00:00
225,2025-06-23 10:45:00+00:00,2025-06-23 11:00:00+00:00,SHORT,CASH_PRIOR_POSITION_OPEN,2025-06-23 14:10:00+00:00
226,2025-06-23 11:15:00+00:00,2025-06-23 11:30:00+00:00,SHORT,CASH_PRIOR_POSITION_OPEN,2025-06-23 14:10:00+00:00
227,2025-07-21 11:45:00+00:00,2025-07-21 12:00:00+00:00,LONG,CLOSED,2025-07-22 00:00:00+00:00
228,2025-09-01 08:45:00+00:00,2025-09-01 09:00:00+00:00,LONG,CLOSED,2025-09-01 11:55:00+00:00
229,2025-09-05 08:45:00+00:00,2025-09-05 09:00:00+00:00,LONG,CASH_INCOMPLETE_MAXIMUM_HOLD_PATH,
230,2025-09-05 09:00:00+00:00,2025-09-05 09:15:00+00:00,LONG,CASH_INCOMPLETE_MAXIMUM_HOLD_PATH,
231,2025-09-05 09:45:00+00:00,2025-09-05 10:00:00+00:00,LONG,CASH_INCOMPLETE_MAXIMUM_HOLD_PATH,
232,2025-09-05 10:15:00+00:00,2025-09-05 10:30:00+00:00,LONG,CASH_INCOMPLETE_MAXIMUM_HOLD_PATH,
233,2025-09-05 11:45:00+00:00,2025-09-05 12:00:00+00:00,LONG,CASH_INCOMPLETE_MAXIMUM_HOLD_PATH,
234,2025-09-24 09:15:00+00:00,2025-09-24 09:30:00+00:00,SHORT,CLOSED,2025-09-24 21:30:00+00:00
235,2025-09-24 09:30:00+00:00,2025-09-24 09:45:00+00:00,SHORT,CASH_PRIOR_POSITION_OPEN,2025-09-24 21:30:00+00:00
236,2025-09-24 10:00:00+00:00,2025-09-24 10:15:00+00:00,SHORT,CASH_PRIOR_POSITION_OPEN,2025-09-24 21:30:00+00:00
237,2025-09-24 10:30:00+00:00,2025-09-24 10:45:00+00:00,SHORT,CASH_PRIOR_POSITION_OPEN,2025-09-24 21:30:00+00:00
238,2025-09-30 09:30:00+00:00,2025-09-30 09:45:00+00:00,LONG,CLOSED,2025-09-30 13:05:00+00:00
239,2025-10-21 10:00:00+00:00,2025-10-21 10:15:00+00:00,SHORT,CLOSED,2025-10-21 22:15:00+00:00
240,2025-10-21 10:30:00+00:00,2025-10-21 10:45:00+00:00,SHORT,CASH_PRIOR_POSITION_OPEN,2025-10-21 22:15:00+00:00
241,2025-10-21 11:30:00+00:00,2025-10-21 11:45:00+00:00,SHORT,CASH_PRIOR_POSITION_OPEN,2025-10-21 22:15:00+00:00
242,2025-10-29 10:45:00+00:00,2025-10-29 11:00:00+00:00,LONG,CLOSED,2025-10-29 18:35:00+00:00
243,2025-10-29 11:30:00+00:00,2025-10-29 11:45:00+00:00,LONG,CASH_PRIOR_POSITION_OPEN,2025-10-29 18:35:00+00:00
244,2025-11-21 11:45:00+00:00,2025-11-21 12:00:00+00:00,SHORT,CASH_INCOMPLETE_MAXIMUM_HOLD_PATH,
245,2025-11-24 11:45:00+00:00,2025-11-24 12:00:00+00:00,LONG,CLOSED,2025-11-25 00:00:00+00:00
246,2025-12-03 10:00:00+00:00,2025-12-03 10:15:00+00:00,LONG,CLOSED,2025-12-03 22:15:00+00:00
247,2025-12-03 10:30:00+00:00,2025-12-03 10:45:00+00:00,LONG,CASH_PRIOR_POSITION_OPEN,2025-12-03 22:15:00+00:00
248,2025-12-03 11:15:00+00:00,2025-12-03 11:30:00+00:00,LONG,CASH_PRIOR_POSITION_OPEN,2025-12-03 22:15:00+00:00
249,2025-12-03 11:45:00+00:00,2025-12-03 12:00:00+00:00,LONG,CASH_PRIOR_POSITION_OPEN,2025-12-03 22:15:00+00:00
250,2025-12-11 09:45:00+00:00,2025-12-11 10:00:00+00:00,LONG,CLOSED,2025-12-11 13:45:00+00:00
251,2025-12-11 10:00:00+00:00,2025-12-11 10:15:00+00:00,LONG,CASH_PRIOR_POSITION_OPEN,2025-12-11 13:45:00+00:00
252,2025-12-23 08:00:00+00:00,2025-12-23 08:15:00+00:00,LONG,CLOSED,2025-12-23 14:55:00+00:00
253,2025-12-23 08:45:00+00:00,2025-12-23 09:00:00+00:00,LONG,CASH_PRIOR_POSITION_OPEN,2025-12-23 14:55:00+00:00
254,2025-12-23 09:00:00+00:00,2025-12-23 09:15:00+00:00,LONG,CASH_PRIOR_POSITION_OPEN,2025-12-23 14:55:00+00:00
255,2025-12-23 09:30:00+00:00,2025-12-23 09:45:00+00:00,LONG,CASH_PRIOR_POSITION_OPEN,2025-12-23 14:55:00+00:00
256,2025-12-23 09:45:00+00:00,2025-12-23 10:00:00+00:00,LONG,CASH_PRIOR_POSITION_OPEN,2025-12-23 14:55:00+00:00
257,2025-12-23 10:15:00+00:00,2025-12-23 10:30:00+00:00,LONG,CASH_PRIOR_POSITION_OPEN,2025-12-23 14:55:00+00:00
258,2025-12-31 08:15:00+00:00,2025-12-31 08:30:00+00:00,SHORT,CLOSED,2025-12-31 10:45:00+00:00
259,2026-01-29 09:45:00+00:00,2026-01-29 10:00:00+00:00,SHORT,CLOSED,2026-01-29 22:00:00+00:00
260,2026-02-23 08:30:00+00:00,2026-02-23 08:45:00+00:00,SHORT,CLOSED,2026-02-23 12:20:00+00:00
261,2026-02-26 11:15:00+00:00,2026-02-26 11:30:00+00:00,SHORT,CLOSED,2026-02-26 23:30:00+00:00
262,2026-02-26 11:45:00+00:00,2026-02-26 12:00:00+00:00,SHORT,CASH_PRIOR_POSITION_OPEN,2026-02-26 23:30:00+00:00
263,2026-03-25 08:00:00+00:00,2026-03-25 08:15:00+00:00,LONG,CLOSED,2026-03-25 12:45:00+00:00
264,2026-03-25 08:15:00+00:00,2026-03-25 08:30:00+00:00,LONG,CASH_PRIOR_POSITION_OPEN,2026-03-25 12:45:00+00:00
265,2026-04-02 10:45:00+00:00,2026-04-02 11:00:00+00:00,SHORT,CLOSED,2026-04-02 14:35:00+00:00
266,2026-05-04 11:45:00+00:00,2026-05-04 12:00:00+00:00,SHORT,CLOSED,2026-05-05 00:00:00+00:00
267,2026-06-18 08:30:00+00:00,2026-06-18 08:45:00+00:00,SHORT,CLOSED,2026-06-18 20:45:00+00:00
268,2026-06-18 10:45:00+00:00,2026-06-18 11:00:00+00:00,SHORT,CASH_PRIOR_POSITION_OPEN,2026-06-18 20:45:00+00:00
269,2026-06-18 11:30:00+00:00,2026-06-18 11:45:00+00:00,SHORT,CASH_PRIOR_POSITION_OPEN,2026-06-18 20:45:00+00:00
270,2026-06-26 10:45:00+00:00,2026-06-26 11:00:00+00:00,LONG,CASH_INCOMPLETE_MAXIMUM_HOLD_PATH,
271,2026-06-26 11:15:00+00:00,2026-06-26 11:30:00+00:00,LONG,CASH_INCOMPLETE_MAXIMUM_HOLD_PATH,
