trade_index,trade_entry_time_utc,trade_side,oracle_entry_time_utc,oracle_trade_number,absolute_difference_minutes,walk_forward_window
83,2025-03-19 00:00:00+00:00,LONG,2025-03-19 00:10:00+00:00,2,10.0,pseudo_oos_2025
84,2025-03-19 00:05:00+00:00,LONG,2025-03-19 00:15:00+00:00,3,10.0,pseudo_oos_2025
88,2025-03-24 00:00:00+00:00,SHORT,2025-03-24 00:10:00+00:00,1,10.0,pseudo_oos_2025
89,2025-03-24 00:05:00+00:00,SHORT,2025-03-24 00:15:00+00:00,2,10.0,pseudo_oos_2025
90,2025-03-24 00:10:00+00:00,SHORT,2025-03-24 00:20:00+00:00,3,10.0,pseudo_oos_2025
91,2025-03-24 00:15:00+00:00,SHORT,2025-03-24 00:25:00+00:00,4,10.0,pseudo_oos_2025
97,2025-04-02 00:05:00+00:00,LONG,2025-04-02 00:15:00+00:00,2,10.0,pseudo_oos_2025
105,2025-04-11 00:00:00+00:00,SHORT,2025-04-11 00:15:00+00:00,1,15.0,pseudo_oos_2025
107,2025-04-11 00:10:00+00:00,SHORT,2025-04-11 00:25:00+00:00,3,15.0,pseudo_oos_2025
109,2025-04-16 00:15:00+00:00,SHORT,2025-04-16 00:20:00+00:00,4,5.0,pseudo_oos_2025
115,2025-05-01 00:05:00+00:00,SHORT,2025-05-01 00:10:00+00:00,2,5.0,pseudo_oos_2025
116,2025-05-01 00:10:00+00:00,SHORT,2025-05-01 00:15:00+00:00,3,5.0,pseudo_oos_2025
117,2025-05-01 00:30:00+00:00,SHORT,2025-05-01 00:20:00+00:00,4,10.0,pseudo_oos_2025
125,2025-05-08 00:00:00+00:00,LONG,2025-05-08 00:00:00+00:00,1,0.0,pseudo_oos_2025
137,2025-05-30 00:10:00+00:00,SHORT,2025-05-30 00:25:00+00:00,4,15.0,pseudo_oos_2025
138,2025-05-30 00:15:00+00:00,LONG,2025-05-30 00:15:00+00:00,3,0.0,pseudo_oos_2025
140,2025-06-09 00:05:00+00:00,SHORT,2025-06-09 00:05:00+00:00,2,0.0,pseudo_oos_2025
146,2025-06-10 00:10:00+00:00,SHORT,2025-06-10 00:25:00+00:00,4,15.0,pseudo_oos_2025
151,2025-06-12 00:00:00+00:00,SHORT,2025-06-12 00:00:00+00:00,1,0.0,pseudo_oos_2025
162,2025-06-19 00:05:00+00:00,LONG,2025-06-19 00:05:00+00:00,2,0.0,pseudo_oos_2025
163,2025-06-19 00:10:00+00:00,LONG,2025-06-19 00:10:00+00:00,3,0.0,pseudo_oos_2025
171,2025-07-03 00:00:00+00:00,LONG,2025-07-03 00:00:00+00:00,1,0.0,pseudo_oos_2025
173,2025-07-03 00:10:00+00:00,LONG,2025-07-03 00:10:00+00:00,2,0.0,pseudo_oos_2025
175,2025-07-04 00:00:00+00:00,SHORT,2025-07-04 00:00:00+00:00,1,0.0,pseudo_oos_2025
176,2025-07-04 00:05:00+00:00,SHORT,2025-07-04 00:05:00+00:00,2,0.0,pseudo_oos_2025
177,2025-07-04 00:10:00+00:00,SHORT,2025-07-04 00:10:00+00:00,3,0.0,pseudo_oos_2025
178,2025-07-04 00:15:00+00:00,SHORT,2025-07-04 00:20:00+00:00,4,5.0,pseudo_oos_2025
189,2025-07-29 00:00:00+00:00,SHORT,2025-07-29 00:00:00+00:00,1,0.0,pseudo_oos_2025
190,2025-07-29 00:05:00+00:00,SHORT,2025-07-29 00:05:00+00:00,2,0.0,pseudo_oos_2025
191,2025-07-29 00:10:00+00:00,SHORT,2025-07-29 00:10:00+00:00,3,0.0,pseudo_oos_2025
192,2025-07-29 00:20:00+00:00,SHORT,2025-07-29 00:15:00+00:00,4,5.0,pseudo_oos_2025
194,2025-07-31 00:10:00+00:00,SHORT,2025-07-31 00:25:00+00:00,2,15.0,pseudo_oos_2025
195,2025-07-31 00:15:00+00:00,SHORT,2025-07-31 00:30:00+00:00,3,15.0,pseudo_oos_2025
196,2025-07-31 00:20:00+00:00,SHORT,2025-07-31 00:35:00+00:00,4,15.0,pseudo_oos_2025
197,2025-08-04 00:00:00+00:00,SHORT,2025-08-04 00:00:00+00:00,1,0.0,pseudo_oos_2025
198,2025-08-04 00:05:00+00:00,SHORT,2025-08-04 00:05:00+00:00,2,0.0,pseudo_oos_2025
205,2025-08-12 00:20:00+00:00,LONG,2025-08-12 00:20:00+00:00,1,0.0,pseudo_oos_2025
206,2025-08-13 00:05:00+00:00,SHORT,2025-08-13 00:05:00+00:00,2,0.0,pseudo_oos_2025
207,2025-08-13 00:10:00+00:00,LONG,2025-08-13 00:10:00+00:00,3,0.0,pseudo_oos_2025
208,2025-08-13 00:15:00+00:00,LONG,2025-08-13 00:15:00+00:00,4,0.0,pseudo_oos_2025
213,2025-08-15 00:05:00+00:00,LONG,2025-08-15 00:05:00+00:00,1,0.0,pseudo_oos_2025
216,2025-08-18 00:05:00+00:00,LONG,2025-08-18 00:10:00+00:00,1,5.0,pseudo_oos_2025
219,2025-08-18 00:20:00+00:00,SHORT,2025-08-18 00:20:00+00:00,2,0.0,pseudo_oos_2025
226,2025-08-28 00:10:00+00:00,LONG,2025-08-28 00:10:00+00:00,1,0.0,pseudo_oos_2025
227,2025-08-28 00:15:00+00:00,LONG,2025-08-28 00:15:00+00:00,2,0.0,pseudo_oos_2025
231,2025-09-01 00:20:00+00:00,SHORT,2025-09-01 00:35:00+00:00,2,15.0,pseudo_oos_2025
232,2025-09-19 00:00:00+00:00,SHORT,2025-09-19 00:00:00+00:00,1,0.0,pseudo_oos_2025
233,2025-09-19 00:05:00+00:00,SHORT,2025-09-19 00:05:00+00:00,2,0.0,pseudo_oos_2025
234,2025-09-19 00:10:00+00:00,LONG,2025-09-19 00:15:00+00:00,3,5.0,pseudo_oos_2025
235,2025-09-19 00:15:00+00:00,LONG,2025-09-19 00:20:00+00:00,4,5.0,pseudo_oos_2025
246,2025-10-03 00:05:00+00:00,LONG,2025-10-03 00:05:00+00:00,1,0.0,pseudo_oos_2025
248,2025-10-03 00:40:00+00:00,LONG,2025-10-03 00:40:00+00:00,3,0.0,pseudo_oos_2025
267,2025-10-23 00:10:00+00:00,LONG,2025-10-23 00:25:00+00:00,3,15.0,pseudo_oos_2025
270,2025-10-24 00:05:00+00:00,SHORT,2025-10-24 00:05:00+00:00,1,0.0,pseudo_oos_2025
271,2025-10-24 00:10:00+00:00,SHORT,2025-10-24 00:10:00+00:00,2,0.0,pseudo_oos_2025
272,2025-10-24 00:15:00+00:00,SHORT,2025-10-24 00:15:00+00:00,3,0.0,pseudo_oos_2025
278,2025-11-10 00:10:00+00:00,LONG,2025-11-10 00:10:00+00:00,3,0.0,pseudo_oos_2025
290,2025-11-25 00:05:00+00:00,LONG,2025-11-25 00:05:00+00:00,2,0.0,pseudo_oos_2025
295,2025-11-26 00:20:00+00:00,LONG,2025-11-26 00:20:00+00:00,2,0.0,pseudo_oos_2025
296,2025-11-26 00:25:00+00:00,SHORT,2025-11-26 00:30:00+00:00,3,5.0,pseudo_oos_2025
298,2025-12-01 00:05:00+00:00,LONG,2025-12-01 00:05:00+00:00,1,0.0,pseudo_oos_2025
304,2025-12-02 00:10:00+00:00,LONG,2025-12-02 00:20:00+00:00,1,10.0,pseudo_oos_2025
305,2025-12-02 00:20:00+00:00,LONG,2025-12-02 00:25:00+00:00,2,5.0,pseudo_oos_2025
320,2025-12-09 00:55:00+00:00,LONG,2025-12-09 00:55:00+00:00,1,0.0,pseudo_oos_2025
321,2025-12-09 01:00:00+00:00,LONG,2025-12-09 01:00:00+00:00,2,0.0,pseudo_oos_2025
327,2025-12-11 00:30:00+00:00,LONG,2025-12-11 00:30:00+00:00,1,0.0,pseudo_oos_2025
328,2025-12-12 00:00:00+00:00,SHORT,2025-12-12 00:15:00+00:00,1,15.0,pseudo_oos_2025
329,2025-12-12 00:05:00+00:00,SHORT,2025-12-12 00:20:00+00:00,2,15.0,pseudo_oos_2025
330,2025-12-12 00:10:00+00:00,SHORT,2025-12-12 00:25:00+00:00,3,15.0,pseudo_oos_2025
340,2025-12-18 00:30:00+00:00,SHORT,2025-12-18 00:30:00+00:00,1,0.0,pseudo_oos_2025
346,2025-12-24 00:05:00+00:00,SHORT,2025-12-24 00:05:00+00:00,1,0.0,pseudo_oos_2025
347,2025-12-24 00:15:00+00:00,SHORT,2025-12-24 00:10:00+00:00,2,5.0,pseudo_oos_2025
348,2025-12-24 00:25:00+00:00,LONG,2025-12-24 00:25:00+00:00,3,0.0,pseudo_oos_2025
349,2025-12-24 00:35:00+00:00,LONG,2025-12-24 00:35:00+00:00,4,0.0,pseudo_oos_2025
7,2026-01-08 00:55:00+00:00,LONG,2026-01-08 01:00:00+00:00,1,5.0,pseudo_oos_2026h1
12,2026-01-12 00:05:00+00:00,LONG,2026-01-12 00:05:00+00:00,2,0.0,pseudo_oos_2026h1
16,2026-01-14 00:05:00+00:00,LONG,2026-01-14 00:15:00+00:00,1,10.0,pseudo_oos_2026h1
19,2026-01-14 00:40:00+00:00,SHORT,2026-01-14 00:40:00+00:00,2,0.0,pseudo_oos_2026h1
26,2026-01-21 00:20:00+00:00,LONG,2026-01-21 00:25:00+00:00,4,5.0,pseudo_oos_2026h1
29,2026-01-22 00:00:00+00:00,LONG,2026-01-22 00:00:00+00:00,1,0.0,pseudo_oos_2026h1
30,2026-01-22 00:05:00+00:00,LONG,2026-01-22 00:05:00+00:00,2,0.0,pseudo_oos_2026h1
41,2026-01-29 00:00:00+00:00,SHORT,2026-01-29 00:00:00+00:00,1,0.0,pseudo_oos_2026h1
43,2026-01-29 00:10:00+00:00,LONG,2026-01-29 00:10:00+00:00,3,0.0,pseudo_oos_2026h1
44,2026-01-29 00:15:00+00:00,SHORT,2026-01-29 00:30:00+00:00,4,15.0,pseudo_oos_2026h1
49,2026-02-02 00:00:00+00:00,LONG,2026-02-02 00:00:00+00:00,1,0.0,pseudo_oos_2026h1
50,2026-02-02 00:05:00+00:00,SHORT,2026-02-02 00:15:00+00:00,3,10.0,pseudo_oos_2026h1
51,2026-02-02 00:10:00+00:00,SHORT,2026-02-02 00:20:00+00:00,4,10.0,pseudo_oos_2026h1
55,2026-02-06 00:05:00+00:00,SHORT,2026-02-06 00:05:00+00:00,2,0.0,pseudo_oos_2026h1
62,2026-02-09 00:00:00+00:00,SHORT,2026-02-09 00:10:00+00:00,1,10.0,pseudo_oos_2026h1
63,2026-02-09 00:05:00+00:00,SHORT,2026-02-09 00:15:00+00:00,2,10.0,pseudo_oos_2026h1
66,2026-02-18 00:05:00+00:00,SHORT,2026-02-18 00:05:00+00:00,2,0.0,pseudo_oos_2026h1
69,2026-02-19 00:20:00+00:00,LONG,2026-02-19 00:20:00+00:00,4,0.0,pseudo_oos_2026h1
80,2026-02-23 00:00:00+00:00,SHORT,2026-02-23 00:00:00+00:00,1,0.0,pseudo_oos_2026h1
81,2026-02-23 00:05:00+00:00,SHORT,2026-02-23 00:05:00+00:00,2,0.0,pseudo_oos_2026h1
82,2026-02-23 00:10:00+00:00,SHORT,2026-02-23 00:10:00+00:00,3,0.0,pseudo_oos_2026h1
87,2026-02-26 00:10:00+00:00,LONG,2026-02-26 00:10:00+00:00,2,0.0,pseudo_oos_2026h1
89,2026-02-27 00:00:00+00:00,SHORT,2026-02-27 00:00:00+00:00,1,0.0,pseudo_oos_2026h1
90,2026-02-27 00:05:00+00:00,SHORT,2026-02-27 00:05:00+00:00,2,0.0,pseudo_oos_2026h1
92,2026-02-27 00:15:00+00:00,SHORT,2026-02-27 00:20:00+00:00,3,5.0,pseudo_oos_2026h1
107,2026-03-31 00:05:00+00:00,SHORT,2026-03-31 00:05:00+00:00,2,0.0,pseudo_oos_2026h1
108,2026-03-31 00:10:00+00:00,LONG,2026-03-31 00:25:00+00:00,4,15.0,pseudo_oos_2026h1
112,2026-04-01 00:05:00+00:00,SHORT,2026-04-01 00:20:00+00:00,1,15.0,pseudo_oos_2026h1
113,2026-04-01 00:10:00+00:00,SHORT,2026-04-01 00:25:00+00:00,2,15.0,pseudo_oos_2026h1
114,2026-04-01 00:15:00+00:00,SHORT,2026-04-01 00:30:00+00:00,3,15.0,pseudo_oos_2026h1
122,2026-04-14 00:20:00+00:00,SHORT,2026-04-14 00:20:00+00:00,2,0.0,pseudo_oos_2026h1
125,2026-04-28 00:05:00+00:00,SHORT,2026-04-28 00:05:00+00:00,1,0.0,pseudo_oos_2026h1
126,2026-04-28 00:10:00+00:00,SHORT,2026-04-28 00:10:00+00:00,2,0.0,pseudo_oos_2026h1
127,2026-04-28 00:15:00+00:00,SHORT,2026-04-28 00:15:00+00:00,3,0.0,pseudo_oos_2026h1
128,2026-04-28 00:20:00+00:00,SHORT,2026-04-28 00:20:00+00:00,4,0.0,pseudo_oos_2026h1
129,2026-05-01 00:00:00+00:00,LONG,2026-05-01 00:15:00+00:00,1,15.0,pseudo_oos_2026h1
130,2026-05-01 00:05:00+00:00,LONG,2026-05-01 00:20:00+00:00,2,15.0,pseudo_oos_2026h1
131,2026-05-01 00:10:00+00:00,LONG,2026-05-01 00:25:00+00:00,3,15.0,pseudo_oos_2026h1
132,2026-05-01 00:15:00+00:00,LONG,2026-05-01 00:30:00+00:00,4,15.0,pseudo_oos_2026h1
147,2026-05-28 00:10:00+00:00,SHORT,2026-05-28 00:10:00+00:00,1,0.0,pseudo_oos_2026h1
149,2026-05-29 00:00:00+00:00,SHORT,2026-05-29 00:05:00+00:00,1,5.0,pseudo_oos_2026h1
150,2026-05-29 00:05:00+00:00,SHORT,2026-05-29 00:20:00+00:00,2,15.0,pseudo_oos_2026h1
151,2026-05-29 00:10:00+00:00,SHORT,2026-05-29 00:25:00+00:00,3,15.0,pseudo_oos_2026h1
152,2026-05-29 00:20:00+00:00,SHORT,2026-05-29 00:30:00+00:00,4,10.0,pseudo_oos_2026h1
155,2026-06-02 00:05:00+00:00,SHORT,2026-06-02 00:00:00+00:00,1,5.0,pseudo_oos_2026h1
156,2026-06-02 00:10:00+00:00,LONG,2026-06-02 00:10:00+00:00,2,0.0,pseudo_oos_2026h1
157,2026-06-02 00:55:00+00:00,LONG,2026-06-02 00:55:00+00:00,3,0.0,pseudo_oos_2026h1
159,2026-06-03 00:05:00+00:00,LONG,2026-06-03 00:05:00+00:00,2,0.0,pseudo_oos_2026h1
163,2026-06-05 00:00:00+00:00,LONG,2026-06-05 00:00:00+00:00,1,0.0,pseudo_oos_2026h1
166,2026-06-05 00:15:00+00:00,LONG,2026-06-05 00:15:00+00:00,2,0.0,pseudo_oos_2026h1
169,2026-06-12 00:00:00+00:00,SHORT,2026-06-12 00:00:00+00:00,1,0.0,pseudo_oos_2026h1
178,2026-06-22 00:00:00+00:00,SHORT,2026-06-22 00:10:00+00:00,1,10.0,pseudo_oos_2026h1
181,2026-06-22 00:45:00+00:00,LONG,2026-06-22 00:45:00+00:00,3,0.0,pseudo_oos_2026h1
185,2026-06-26 00:00:00+00:00,LONG,2026-06-26 00:00:00+00:00,1,0.0,pseudo_oos_2026h1
186,2026-06-26 00:05:00+00:00,LONG,2026-06-26 00:05:00+00:00,2,0.0,pseudo_oos_2026h1
