guard_event_id,guard_session_id,baseline_lifecycle_event_id,paper_shadow_event_id,source_cluster_id,family_event_id,decision_bar_time,broker_day,symbol,direction,input_paper_shadow_action,baseline_lifecycle_stage,baseline_synthetic_open_state,baseline_synthetic_close_reason,baseline_synthetic_net_r,proxy_cost_r,guard_decision,guard_block_reason,guarded_synthetic_net_r,guarded_running_equity_r,guarded_running_peak_r,guarded_running_drawdown_r,guarded_daily_realized_r,daily_lock_active_after_event,portfolio_lock_active_after_event,demo_authorized,blocker_override_mode,mt5_runtime_touched,broker_action_code_allowed,guard_notes
PH3GUARD00049,phase3-lifecycle-guard-side-experiment-v0,PH3LIFE00049,PH3SHADOW00049,WS049,FAM00025,2026.05.26 14:30:00,2026.05.26,XAUUSD,LONG,NO_EXPOSURE_DUPLICATE_IGNORED,NO_EXPOSURE_REVIEW_ONLY,NO_SYNTHETIC_OPEN,observer_duplicate,0.0000,0.1938,NO_EXPOSURE_REVIEW_ONLY,baseline_no_exposure,0.0000,-3.5803,0.0000,-3.5803,-1.1436,false,false,false,side_experiment_only,false,false,No synthetic exposure was available from the paper-shadow layer.
PH3GUARD00050,phase3-lifecycle-guard-side-experiment-v0,PH3LIFE00050,PH3SHADOW00050,WS050,FAM00026,2026.05.26 15:00:00,2026.05.26,XAUUSD,SHORT,WOULD_PAPER_SHADOW_OPEN,OPENED_THEN_CLOSED,SYNTHETIC_OPENED,synthetic_target_hit,1.2548,0.2452,BLOCKED_DAILY_BUDGET,daily_worst_case_loss_budget_would_breach,0.0000,-3.5803,0.0000,-3.5803,-1.1436,false,false,false,side_experiment_only,false,false,Guard blocked synthetic exposure: daily_worst_case_loss_budget_would_breach.
PH3GUARD00051,phase3-lifecycle-guard-side-experiment-v0,PH3LIFE00051,PH3SHADOW00051,WS051,FAM00026,2026.05.26 15:00:00,2026.05.26,XAUUSD,SHORT,NO_EXPOSURE_DUPLICATE_IGNORED,NO_EXPOSURE_REVIEW_ONLY,NO_SYNTHETIC_OPEN,observer_duplicate,0.0000,0.2452,NO_EXPOSURE_REVIEW_ONLY,baseline_no_exposure,0.0000,-3.5803,0.0000,-3.5803,-1.1436,false,false,false,side_experiment_only,false,false,No synthetic exposure was available from the paper-shadow layer.
PH3GUARD00052,phase3-lifecycle-guard-side-experiment-v0,PH3LIFE00052,PH3SHADOW00052,WS052,FAM00027,2026.05.26 15:05:00,2026.05.26,XAUUSD,SHORT,WOULD_PAPER_SHADOW_OPEN,OPENED_THEN_CLOSED,SYNTHETIC_OPENED,synthetic_break_even,-0.2636,0.2636,BLOCKED_DAILY_BUDGET,daily_worst_case_loss_budget_would_breach,0.0000,-3.5803,0.0000,-3.5803,-1.1436,false,false,false,side_experiment_only,false,false,Guard blocked synthetic exposure: daily_worst_case_loss_budget_would_breach.
PH3GUARD00053,phase3-lifecycle-guard-side-experiment-v0,PH3LIFE00053,PH3SHADOW00053,WS053,FAM00027,2026.05.26 15:05:00,2026.05.26,XAUUSD,SHORT,NO_EXPOSURE_DUPLICATE_IGNORED,NO_EXPOSURE_REVIEW_ONLY,NO_SYNTHETIC_OPEN,observer_duplicate,0.0000,0.2636,NO_EXPOSURE_REVIEW_ONLY,baseline_no_exposure,0.0000,-3.5803,0.0000,-3.5803,-1.1436,false,false,false,side_experiment_only,false,false,No synthetic exposure was available from the paper-shadow layer.
PH3GUARD00054,phase3-lifecycle-guard-side-experiment-v0,PH3LIFE00054,PH3SHADOW00054,WS054,FAM00028,2026.05.26 15:35:00,2026.05.26,XAUUSD,SHORT,WOULD_PAPER_SHADOW_OPEN,OPENED_THEN_CLOSED,SYNTHETIC_OPENED,synthetic_time_stop_small_loss,-0.5260,0.2760,BLOCKED_DAILY_BUDGET,daily_worst_case_loss_budget_would_breach,0.0000,-3.5803,0.0000,-3.5803,-1.1436,false,false,false,side_experiment_only,false,false,Guard blocked synthetic exposure: daily_worst_case_loss_budget_would_breach.
PH3GUARD00055,phase3-lifecycle-guard-side-experiment-v0,PH3LIFE00055,PH3SHADOW00055,WS055,FAM00028,2026.05.26 15:35:00,2026.05.26,XAUUSD,SHORT,NO_EXPOSURE_DUPLICATE_IGNORED,NO_EXPOSURE_REVIEW_ONLY,NO_SYNTHETIC_OPEN,observer_duplicate,0.0000,0.2760,NO_EXPOSURE_REVIEW_ONLY,baseline_no_exposure,0.0000,-3.5803,0.0000,-3.5803,-1.1436,false,false,false,side_experiment_only,false,false,No synthetic exposure was available from the paper-shadow layer.
PH3GUARD00056,phase3-lifecycle-guard-side-experiment-v0,PH3LIFE00056,PH3SHADOW00056,WS056,FAM00029,2026.05.26 16:05:00,2026.05.26,XAUUSD,SHORT,WOULD_PAPER_SHADOW_OPEN,OPENED_THEN_CLOSED,SYNTHETIC_OPENED,synthetic_stop_hit,-1.2754,0.2754,BLOCKED_DAILY_BUDGET,daily_worst_case_loss_budget_would_breach,0.0000,-3.5803,0.0000,-3.5803,-1.1436,false,false,false,side_experiment_only,false,false,Guard blocked synthetic exposure: daily_worst_case_loss_budget_would_breach.
PH3GUARD00057,phase3-lifecycle-guard-side-experiment-v0,PH3LIFE00057,PH3SHADOW00057,WS057,FAM00029,2026.05.26 16:05:00,2026.05.26,XAUUSD,SHORT,NO_EXPOSURE_DUPLICATE_IGNORED,NO_EXPOSURE_REVIEW_ONLY,NO_SYNTHETIC_OPEN,observer_duplicate,0.0000,0.2754,NO_EXPOSURE_REVIEW_ONLY,baseline_no_exposure,0.0000,-3.5803,0.0000,-3.5803,-1.1436,false,false,false,side_experiment_only,false,false,No synthetic exposure was available from the paper-shadow layer.
PH3GUARD00058,phase3-lifecycle-guard-side-experiment-v0,PH3LIFE00058,PH3SHADOW00058,WS058,FAM00030,2026.05.26 16:10:00,2026.05.26,XAUUSD,SHORT,WOULD_PAPER_SHADOW_OPEN,OPENED_THEN_COST_DRIFT_CLOSED,SYNTHETIC_OPENED,cost_drift_exit,-0.0582,0.3082,BLOCKED_COST_R,proxy_cost_r_at_or_above_0_30,0.0000,-3.5803,0.0000,-3.5803,-1.1436,false,false,false,side_experiment_only,false,false,Guard blocked synthetic exposure: proxy_cost_r_at_or_above_0_30.
PH3GUARD00059,phase3-lifecycle-guard-side-experiment-v0,PH3LIFE00059,PH3SHADOW00059,WS059,FAM00030,2026.05.26 16:10:00,2026.05.26,XAUUSD,SHORT,NO_EXPOSURE_DUPLICATE_IGNORED,NO_EXPOSURE_REVIEW_ONLY,NO_SYNTHETIC_OPEN,observer_duplicate,0.0000,0.3082,NO_EXPOSURE_REVIEW_ONLY,baseline_no_exposure,0.0000,-3.5803,0.0000,-3.5803,-1.1436,false,false,false,side_experiment_only,false,false,No synthetic exposure was available from the paper-shadow layer.
PH3GUARD00060,phase3-lifecycle-guard-side-experiment-v0,PH3LIFE00060,PH3SHADOW00060,WS060,FAM00031,2026.05.26 16:50:00,2026.05.26,XAUUSD,SHORT,WOULD_PAPER_SHADOW_OPEN_REVIEW,OPENED_THEN_REVIEW_CLOSED,SYNTHETIC_OPENED_REVIEW_ONLY,cost_watch_review_exit,-0.3525,0.3525,BLOCKED_COST_WATCH,cost_watch_requires_review_before_exposure,0.0000,-3.5803,0.0000,-3.5803,-1.1436,false,false,false,side_experiment_only,false,false,Guard blocked synthetic exposure: cost_watch_requires_review_before_exposure.
PH3GUARD00061,phase3-lifecycle-guard-side-experiment-v0,PH3LIFE00061,PH3SHADOW00061,WS061,FAM00031,2026.05.26 16:50:00,2026.05.26,XAUUSD,SHORT,NO_EXPOSURE_DUPLICATE_IGNORED,NO_EXPOSURE_REVIEW_ONLY,NO_SYNTHETIC_OPEN,observer_duplicate,0.0000,0.3525,NO_EXPOSURE_REVIEW_ONLY,baseline_no_exposure,0.0000,-3.5803,0.0000,-3.5803,-1.1436,false,false,false,side_experiment_only,false,false,No synthetic exposure was available from the paper-shadow layer.
PH3GUARD00062,phase3-lifecycle-guard-side-experiment-v0,PH3LIFE00062,PH3SHADOW00062,WS064,FAM00032,2026.05.26 22:20:00,2026.05.26,XAUUSD,LONG,WOULD_PAPER_SHADOW_OPEN,OPENED_THEN_CLOSED,SYNTHETIC_OPENED,synthetic_break_even,-0.1592,0.1592,BLOCKED_DAILY_BUDGET,daily_worst_case_loss_budget_would_breach,0.0000,-3.5803,0.0000,-3.5803,-1.1436,false,false,false,side_experiment_only,false,false,Guard blocked synthetic exposure: daily_worst_case_loss_budget_would_breach.
PH3GUARD00063,phase3-lifecycle-guard-side-experiment-v0,PH3LIFE00063,PH3SHADOW00063,WS065,FAM00032,2026.05.26 22:20:00,2026.05.26,XAUUSD,LONG,NO_EXPOSURE_DUPLICATE_IGNORED,NO_EXPOSURE_REVIEW_ONLY,NO_SYNTHETIC_OPEN,observer_duplicate,0.0000,0.1592,NO_EXPOSURE_REVIEW_ONLY,baseline_no_exposure,0.0000,-3.5803,0.0000,-3.5803,-1.1436,false,false,false,side_experiment_only,false,false,No synthetic exposure was available from the paper-shadow layer.
PH3GUARD00064,phase3-lifecycle-guard-side-experiment-v0,PH3LIFE00064,PH3SHADOW00064,WS066,FAM00033,2026.05.27 01:15:00,2026.05.27,XAUUSD,LONG,WOULD_PAPER_SHADOW_OPEN,OPENED_THEN_COST_DRIFT_CLOSED,SYNTHETIC_OPENED,cost_drift_exit,-0.0527,0.3027,BLOCKED_COST_R,proxy_cost_r_at_or_above_0_30,0.0000,-3.5803,0.0000,-3.5803,0.0000,false,false,false,side_experiment_only,false,false,Guard blocked synthetic exposure: proxy_cost_r_at_or_above_0_30.
PH3GUARD00065,phase3-lifecycle-guard-side-experiment-v0,PH3LIFE00065,PH3SHADOW00065,WS067,FAM00033,2026.05.27 01:15:00,2026.05.27,XAUUSD,LONG,NO_EXPOSURE_DUPLICATE_IGNORED,NO_EXPOSURE_REVIEW_ONLY,NO_SYNTHETIC_OPEN,observer_duplicate,0.0000,0.3027,NO_EXPOSURE_REVIEW_ONLY,baseline_no_exposure,0.0000,-3.5803,0.0000,-3.5803,0.0000,false,false,false,side_experiment_only,false,false,No synthetic exposure was available from the paper-shadow layer.
PH3GUARD00066,phase3-lifecycle-guard-side-experiment-v0,PH3LIFE00066,PH3SHADOW00066,WS068,FAM00034,2026.05.27 06:05:00,2026.05.27,XAUUSD,SHORT,BLOCKED_SUSPEND_FAMILY,NO_EXPOSURE_REVIEW_ONLY,NO_SYNTHETIC_OPEN,net_expectancy_below_minimum_after_proxy_cost,0.0000,0.3867,NO_EXPOSURE_REVIEW_ONLY,baseline_no_exposure,0.0000,-3.5803,0.0000,-3.5803,0.0000,false,false,false,side_experiment_only,false,false,No synthetic exposure was available from the paper-shadow layer.
PH3GUARD00067,phase3-lifecycle-guard-side-experiment-v0,PH3LIFE00067,PH3SHADOW00067,WS069,FAM00034,2026.05.27 06:05:00,2026.05.27,XAUUSD,SHORT,NO_EXPOSURE_DUPLICATE_IGNORED,NO_EXPOSURE_REVIEW_ONLY,NO_SYNTHETIC_OPEN,observer_duplicate,0.0000,0.3867,NO_EXPOSURE_REVIEW_ONLY,baseline_no_exposure,0.0000,-3.5803,0.0000,-3.5803,0.0000,false,false,false,side_experiment_only,false,false,No synthetic exposure was available from the paper-shadow layer.
PH3GUARD00068,phase3-lifecycle-guard-side-experiment-v0,PH3LIFE00068,PH3SHADOW00068,WS070,FAM00035,2026.05.27 07:55:00,2026.05.27,XAUUSD,SHORT,WOULD_PAPER_SHADOW_OPEN,OPENED_THEN_CLOSED,SYNTHETIC_OPENED,synthetic_time_stop_small_win,0.1073,0.2427,BLOCKED_PORTFOLIO_BUDGET,portfolio_worst_case_loss_budget_would_breach,0.0000,-3.5803,0.0000,-3.5803,0.0000,false,false,false,side_experiment_only,false,false,Guard blocked synthetic exposure: portfolio_worst_case_loss_budget_would_breach.
PH3GUARD00069,phase3-lifecycle-guard-side-experiment-v0,PH3LIFE00069,PH3SHADOW00069,WS071,FAM00036,2026.05.27 08:45:00,2026.05.27,XAUUSD,LONG,WOULD_PAPER_SHADOW_OPEN,OPENED_THEN_CLOSED,SYNTHETIC_OPENED,synthetic_time_stop_small_loss,-0.4752,0.2252,BLOCKED_PORTFOLIO_BUDGET,portfolio_worst_case_loss_budget_would_breach,0.0000,-3.5803,0.0000,-3.5803,0.0000,false,false,false,side_experiment_only,false,false,Guard blocked synthetic exposure: portfolio_worst_case_loss_budget_would_breach.
PH3GUARD00070,phase3-lifecycle-guard-side-experiment-v0,PH3LIFE00070,PH3SHADOW00070,WS072,FAM00036,2026.05.27 08:45:00,2026.05.27,XAUUSD,LONG,NO_EXPOSURE_DUPLICATE_IGNORED,NO_EXPOSURE_REVIEW_ONLY,NO_SYNTHETIC_OPEN,observer_duplicate,0.0000,0.2252,NO_EXPOSURE_REVIEW_ONLY,baseline_no_exposure,0.0000,-3.5803,0.0000,-3.5803,0.0000,false,false,false,side_experiment_only,false,false,No synthetic exposure was available from the paper-shadow layer.
PH3GUARD00071,phase3-lifecycle-guard-side-experiment-v0,PH3LIFE00071,PH3SHADOW00071,WS073,FAM00037,2026.05.27 09:15:00,2026.05.27,XAUUSD,LONG,WOULD_PAPER_SHADOW_OPEN,OPENED_THEN_CLOSED,SYNTHETIC_OPENED,synthetic_stop_hit,-1.2591,0.2591,BLOCKED_PORTFOLIO_BUDGET,portfolio_worst_case_loss_budget_would_breach,0.0000,-3.5803,0.0000,-3.5803,0.0000,false,false,false,side_experiment_only,false,false,Guard blocked synthetic exposure: portfolio_worst_case_loss_budget_would_breach.
PH3GUARD00072,phase3-lifecycle-guard-side-experiment-v0,PH3LIFE00072,PH3SHADOW00072,WS074,FAM00037,2026.05.27 09:15:00,2026.05.27,XAUUSD,LONG,NO_EXPOSURE_DUPLICATE_IGNORED,NO_EXPOSURE_REVIEW_ONLY,NO_SYNTHETIC_OPEN,observer_duplicate,0.0000,0.2591,NO_EXPOSURE_REVIEW_ONLY,baseline_no_exposure,0.0000,-3.5803,0.0000,-3.5803,0.0000,false,false,false,side_experiment_only,false,false,No synthetic exposure was available from the paper-shadow layer.
PH3GUARD00073,phase3-lifecycle-guard-side-experiment-v0,PH3LIFE00073,PH3SHADOW00073,WS075,FAM00038,2026.05.27 09:40:00,2026.05.27,XAUUSD,LONG,WOULD_PAPER_SHADOW_OPEN,OPENED_THEN_CLOSED,SYNTHETIC_OPENED,synthetic_time_stop_small_win,0.0946,0.2554,BLOCKED_PORTFOLIO_BUDGET,portfolio_worst_case_loss_budget_would_breach,0.0000,-3.5803,0.0000,-3.5803,0.0000,false,false,false,side_experiment_only,false,false,Guard blocked synthetic exposure: portfolio_worst_case_loss_budget_would_breach.
PH3GUARD00074,phase3-lifecycle-guard-side-experiment-v0,PH3LIFE00074,PH3SHADOW00074,WS076,FAM00038,2026.05.27 09:40:00,2026.05.27,XAUUSD,LONG,NO_EXPOSURE_DUPLICATE_IGNORED,NO_EXPOSURE_REVIEW_ONLY,NO_SYNTHETIC_OPEN,observer_duplicate,0.0000,0.2554,NO_EXPOSURE_REVIEW_ONLY,baseline_no_exposure,0.0000,-3.5803,0.0000,-3.5803,0.0000,false,false,false,side_experiment_only,false,false,No synthetic exposure was available from the paper-shadow layer.
PH3GUARD00075,phase3-lifecycle-guard-side-experiment-v0,PH3LIFE00075,PH3SHADOW00075,WS077,FAM00039,2026.05.27 09:55:00,2026.05.27,XAUUSD,LONG,BLOCKED_SUSPEND_FAMILY,NO_EXPOSURE_REVIEW_ONLY,NO_SYNTHETIC_OPEN,net_expectancy_below_minimum_after_proxy_cost,0.0000,0.5197,NO_EXPOSURE_REVIEW_ONLY,baseline_no_exposure,0.0000,-3.5803,0.0000,-3.5803,0.0000,false,false,false,side_experiment_only,false,false,No synthetic exposure was available from the paper-shadow layer.
PH3GUARD00076,phase3-lifecycle-guard-side-experiment-v0,PH3LIFE00076,PH3SHADOW00076,WS078,FAM00039,2026.05.27 09:55:00,2026.05.27,XAUUSD,LONG,NO_EXPOSURE_DUPLICATE_IGNORED,NO_EXPOSURE_REVIEW_ONLY,NO_SYNTHETIC_OPEN,observer_duplicate,0.0000,0.5197,NO_EXPOSURE_REVIEW_ONLY,baseline_no_exposure,0.0000,-3.5803,0.0000,-3.5803,0.0000,false,false,false,side_experiment_only,false,false,No synthetic exposure was available from the paper-shadow layer.
PH3GUARD00077,phase3-lifecycle-guard-side-experiment-v0,PH3LIFE00077,PH3SHADOW00077,WS079,FAM00040,2026.05.27 11:55:00,2026.05.27,XAUUSD,SHORT,WOULD_PAPER_SHADOW_OPEN,OPENED_THEN_CLOSED,SYNTHETIC_OPENED,synthetic_break_even,-0.1661,0.1661,BLOCKED_PORTFOLIO_BUDGET,portfolio_worst_case_loss_budget_would_breach,0.0000,-3.5803,0.0000,-3.5803,0.0000,false,false,false,side_experiment_only,false,false,Guard blocked synthetic exposure: portfolio_worst_case_loss_budget_would_breach.
PH3GUARD00078,phase3-lifecycle-guard-side-experiment-v0,PH3LIFE00078,PH3SHADOW00078,WS080,FAM00040,2026.05.27 11:55:00,2026.05.27,XAUUSD,SHORT,NO_EXPOSURE_DUPLICATE_IGNORED,NO_EXPOSURE_REVIEW_ONLY,NO_SYNTHETIC_OPEN,observer_duplicate,0.0000,0.1661,NO_EXPOSURE_REVIEW_ONLY,baseline_no_exposure,0.0000,-3.5803,0.0000,-3.5803,0.0000,false,false,false,side_experiment_only,false,false,No synthetic exposure was available from the paper-shadow layer.
PH3GUARD00079,phase3-lifecycle-guard-side-experiment-v0,PH3LIFE00079,PH3SHADOW00079,WS081,FAM00041,2026.05.27 12:45:00,2026.05.27,XAUUSD,SHORT,WOULD_PAPER_SHADOW_OPEN,OPENED_THEN_CLOSED,SYNTHETIC_OPENED,synthetic_time_stop_small_loss,-0.3624,0.1124,BLOCKED_PORTFOLIO_BUDGET,portfolio_worst_case_loss_budget_would_breach,0.0000,-3.5803,0.0000,-3.5803,0.0000,false,false,false,side_experiment_only,false,false,Guard blocked synthetic exposure: portfolio_worst_case_loss_budget_would_breach.
PH3GUARD00080,phase3-lifecycle-guard-side-experiment-v0,PH3LIFE00080,PH3SHADOW00080,WS082,FAM00042,2026.05.27 15:50:00,2026.05.27,XAUUSD,SHORT,WOULD_PAPER_SHADOW_OPEN,OPENED_THEN_CLOSED,SYNTHETIC_OPENED,synthetic_target_hit,1.3183,0.1817,BLOCKED_PORTFOLIO_BUDGET,portfolio_worst_case_loss_budget_would_breach,0.0000,-3.5803,0.0000,-3.5803,0.0000,false,false,false,side_experiment_only,false,false,Guard blocked synthetic exposure: portfolio_worst_case_loss_budget_would_breach.
PH3GUARD00081,phase3-lifecycle-guard-side-experiment-v0,PH3LIFE00081,PH3SHADOW00081,WS083,FAM00042,2026.05.27 15:50:00,2026.05.27,XAUUSD,SHORT,NO_EXPOSURE_DUPLICATE_IGNORED,NO_EXPOSURE_REVIEW_ONLY,NO_SYNTHETIC_OPEN,observer_duplicate,0.0000,0.1817,NO_EXPOSURE_REVIEW_ONLY,baseline_no_exposure,0.0000,-3.5803,0.0000,-3.5803,0.0000,false,false,false,side_experiment_only,false,false,No synthetic exposure was available from the paper-shadow layer.
PH3GUARD00082,phase3-lifecycle-guard-side-experiment-v0,PH3LIFE00082,PH3SHADOW00082,WS084,FAM00043,2026.05.27 17:20:00,2026.05.27,XAUUSD,LONG,WOULD_PAPER_SHADOW_OPEN,OPENED_THEN_CLOSED,SYNTHETIC_OPENED,synthetic_break_even,-0.2343,0.2343,BLOCKED_PORTFOLIO_BUDGET,portfolio_worst_case_loss_budget_would_breach,0.0000,-3.5803,0.0000,-3.5803,0.0000,false,false,false,side_experiment_only,false,false,Guard blocked synthetic exposure: portfolio_worst_case_loss_budget_would_breach.
PH3GUARD00083,phase3-lifecycle-guard-side-experiment-v0,PH3LIFE00083,PH3SHADOW00083,WS085,FAM00043,2026.05.27 17:20:00,2026.05.27,XAUUSD,LONG,NO_EXPOSURE_DUPLICATE_IGNORED,NO_EXPOSURE_REVIEW_ONLY,NO_SYNTHETIC_OPEN,observer_duplicate,0.0000,0.2343,NO_EXPOSURE_REVIEW_ONLY,baseline_no_exposure,0.0000,-3.5803,0.0000,-3.5803,0.0000,false,false,false,side_experiment_only,false,false,No synthetic exposure was available from the paper-shadow layer.
PH3GUARD00084,phase3-lifecycle-guard-side-experiment-v0,PH3LIFE00084,PH3SHADOW00084,WS086,FAM00044,2026.05.27 17:40:00,2026.05.27,XAUUSD,SHORT,WOULD_PAPER_SHADOW_OPEN,OPENED_THEN_CLOSED,SYNTHETIC_OPENED,synthetic_time_stop_small_loss,-0.5402,0.2902,BLOCKED_PORTFOLIO_BUDGET,portfolio_worst_case_loss_budget_would_breach,0.0000,-3.5803,0.0000,-3.5803,0.0000,false,false,false,side_experiment_only,false,false,Guard blocked synthetic exposure: portfolio_worst_case_loss_budget_would_breach.
PH3GUARD00085,phase3-lifecycle-guard-side-experiment-v0,PH3LIFE00085,PH3SHADOW00085,WS087,FAM00045,2026.05.27 17:45:00,2026.05.27,XAUUSD,SHORT,WOULD_PAPER_SHADOW_OPEN,OPENED_THEN_CLOSED,SYNTHETIC_OPENED,synthetic_target_hit,1.2087,0.2913,BLOCKED_PORTFOLIO_BUDGET,portfolio_worst_case_loss_budget_would_breach,0.0000,-3.5803,0.0000,-3.5803,0.0000,false,false,false,side_experiment_only,false,false,Guard blocked synthetic exposure: portfolio_worst_case_loss_budget_would_breach.
PH3GUARD00086,phase3-lifecycle-guard-side-experiment-v0,PH3LIFE00086,PH3SHADOW00086,WS088,FAM00046,2026.05.27 18:00:00,2026.05.27,XAUUSD,SHORT,BLOCKED_SUSPEND_FAMILY,NO_EXPOSURE_REVIEW_ONLY,NO_SYNTHETIC_OPEN,net_expectancy_below_minimum_after_proxy_cost,0.0000,0.4639,NO_EXPOSURE_REVIEW_ONLY,baseline_no_exposure,0.0000,-3.5803,0.0000,-3.5803,0.0000,false,false,false,side_experiment_only,false,false,No synthetic exposure was available from the paper-shadow layer.
PH3GUARD00087,phase3-lifecycle-guard-side-experiment-v0,PH3LIFE00087,PH3SHADOW00087,WS089,FAM00047,2026.05.27 18:05:00,2026.05.27,XAUUSD,SHORT,WOULD_PAPER_SHADOW_OPEN,OPENED_THEN_CLOSED,SYNTHETIC_OPENED,synthetic_break_even,-0.2689,0.2689,BLOCKED_PORTFOLIO_BUDGET,portfolio_worst_case_loss_budget_would_breach,0.0000,-3.5803,0.0000,-3.5803,0.0000,false,false,false,side_experiment_only,false,false,Guard blocked synthetic exposure: portfolio_worst_case_loss_budget_would_breach.
PH3GUARD00088,phase3-lifecycle-guard-side-experiment-v0,PH3LIFE00088,PH3SHADOW00088,WS090,FAM00048,2026.05.27 19:30:00,2026.05.27,XAUUSD,SHORT,WOULD_PAPER_SHADOW_OPEN_REVIEW,OPENED_THEN_REVIEW_CLOSED,SYNTHETIC_OPENED_REVIEW_ONLY,cost_watch_review_exit,-0.3610,0.3610,BLOCKED_COST_WATCH,cost_watch_requires_review_before_exposure,0.0000,-3.5803,0.0000,-3.5803,0.0000,false,false,false,side_experiment_only,false,false,Guard blocked synthetic exposure: cost_watch_requires_review_before_exposure.
PH3GUARD00089,phase3-lifecycle-guard-side-experiment-v0,PH3LIFE00089,PH3SHADOW00089,WS091,FAM00049,2026.05.27 19:55:00,2026.05.27,XAUUSD,SHORT,BLOCKED_SUSPEND_FAMILY,NO_EXPOSURE_REVIEW_ONLY,NO_SYNTHETIC_OPEN,net_expectancy_below_minimum_after_proxy_cost,0.0000,0.5228,NO_EXPOSURE_REVIEW_ONLY,baseline_no_exposure,0.0000,-3.5803,0.0000,-3.5803,0.0000,false,false,false,side_experiment_only,false,false,No synthetic exposure was available from the paper-shadow layer.
PH3GUARD00090,phase3-lifecycle-guard-side-experiment-v0,PH3LIFE00090,PH3SHADOW00090,WS092,FAM00050,2026.05.27 23:50:00,2026.05.27,XAUUSD,SHORT,WOULD_PAPER_SHADOW_OPEN,OPENED_THEN_COST_DRIFT_CLOSED,SYNTHETIC_OPENED,cost_drift_exit,-0.0690,0.3190,BLOCKED_COST_R,proxy_cost_r_at_or_above_0_30,0.0000,-3.5803,0.0000,-3.5803,0.0000,false,false,false,side_experiment_only,false,false,Guard blocked synthetic exposure: proxy_cost_r_at_or_above_0_30.
PH3GUARD00091,phase3-lifecycle-guard-side-experiment-v0,PH3LIFE00091,PH3SHADOW00091,WS093,FAM00051,2026.05.28 00:25:00,2026.05.28,XAUUSD,SHORT,WOULD_PAPER_SHADOW_OPEN,OPENED_THEN_CLOSED,SYNTHETIC_OPENED,synthetic_stop_hit,-1.1051,0.1051,BLOCKED_PORTFOLIO_BUDGET,portfolio_worst_case_loss_budget_would_breach,0.0000,-3.5803,0.0000,-3.5803,0.0000,false,false,false,side_experiment_only,false,false,Guard blocked synthetic exposure: portfolio_worst_case_loss_budget_would_breach.
PH3GUARD00092,phase3-lifecycle-guard-side-experiment-v0,PH3LIFE00092,PH3SHADOW00092,WS094,FAM00052,2026.05.28 01:10:00,2026.05.28,XAUUSD,SHORT,WOULD_PAPER_SHADOW_OPEN,OPENED_THEN_CLOSED,SYNTHETIC_OPENED,synthetic_break_even,-0.0803,0.0803,BLOCKED_PORTFOLIO_BUDGET,portfolio_worst_case_loss_budget_would_breach,0.0000,-3.5803,0.0000,-3.5803,0.0000,false,false,false,side_experiment_only,false,false,Guard blocked synthetic exposure: portfolio_worst_case_loss_budget_would_breach.
PH3GUARD00093,phase3-lifecycle-guard-side-experiment-v0,PH3LIFE00093,PH3SHADOW00093,WS095,FAM00052,2026.05.28 01:10:00,2026.05.28,XAUUSD,SHORT,NO_EXPOSURE_DUPLICATE_IGNORED,NO_EXPOSURE_REVIEW_ONLY,NO_SYNTHETIC_OPEN,observer_duplicate,0.0000,0.0803,NO_EXPOSURE_REVIEW_ONLY,baseline_no_exposure,0.0000,-3.5803,0.0000,-3.5803,0.0000,false,false,false,side_experiment_only,false,false,No synthetic exposure was available from the paper-shadow layer.
PH3GUARD00094,phase3-lifecycle-guard-side-experiment-v0,PH3LIFE00094,PH3SHADOW00094,WS096,FAM00053,2026.05.28 03:20:00,2026.05.28,XAUUSD,SHORT,WOULD_PAPER_SHADOW_OPEN,OPENED_THEN_CLOSED,SYNTHETIC_OPENED,synthetic_time_stop_small_loss,-0.4233,0.1733,BLOCKED_PORTFOLIO_BUDGET,portfolio_worst_case_loss_budget_would_breach,0.0000,-3.5803,0.0000,-3.5803,0.0000,false,false,false,side_experiment_only,false,false,Guard blocked synthetic exposure: portfolio_worst_case_loss_budget_would_breach.
PH3GUARD00095,phase3-lifecycle-guard-side-experiment-v0,PH3LIFE00095,PH3SHADOW00095,WS097,FAM00053,2026.05.28 03:20:00,2026.05.28,XAUUSD,SHORT,NO_EXPOSURE_DUPLICATE_IGNORED,NO_EXPOSURE_REVIEW_ONLY,NO_SYNTHETIC_OPEN,observer_duplicate,0.0000,0.1733,NO_EXPOSURE_REVIEW_ONLY,baseline_no_exposure,0.0000,-3.5803,0.0000,-3.5803,0.0000,false,false,false,side_experiment_only,false,false,No synthetic exposure was available from the paper-shadow layer.
PH3GUARD00096,phase3-lifecycle-guard-side-experiment-v0,PH3LIFE00096,PH3SHADOW00096,WS098,FAM00054,2026.05.28 05:40:00,2026.05.28,XAUUSD,LONG,WOULD_PAPER_SHADOW_OPEN,OPENED_THEN_CLOSED,SYNTHETIC_OPENED,synthetic_stop_hit,-1.0837,0.0837,BLOCKED_PORTFOLIO_BUDGET,portfolio_worst_case_loss_budget_would_breach,0.0000,-3.5803,0.0000,-3.5803,0.0000,false,false,false,side_experiment_only,false,false,Guard blocked synthetic exposure: portfolio_worst_case_loss_budget_would_breach.
