vote_eurgbp,vote_eurjpy,vote_gbpusd,vote_usdjpy,vote_score,direction_code,signal_time,entry_time,utc_date,direction
-1,1,-1,-1,-2,-1,2017-05-19 06:55:00+00:00,2017-05-19 07:00:00+00:00,2017-05-19,SHORT
1,1,1,-1,2,1,2017-05-22 05:55:00+00:00,2017-05-22 06:00:00+00:00,2017-05-22,LONG
-1,-1,-1,-1,-4,-1,2017-05-23 07:55:00+00:00,2017-05-23 08:00:00+00:00,2017-05-23,SHORT
-1,1,-1,-1,-2,-1,2017-05-24 06:55:00+00:00,2017-05-24 07:00:00+00:00,2017-05-24,SHORT
1,1,1,1,4,1,2017-05-25 05:55:00+00:00,2017-05-25 06:00:00+00:00,2017-05-25,LONG
-1,-1,-1,1,-2,-1,2017-05-26 05:55:00+00:00,2017-05-26 06:00:00+00:00,2017-05-26,SHORT
-1,-1,1,-1,-2,-1,2017-05-29 05:55:00+00:00,2017-05-29 06:00:00+00:00,2017-05-29,SHORT
-1,-1,-1,1,-2,-1,2017-05-30 05:55:00+00:00,2017-05-30 06:00:00+00:00,2017-05-30,SHORT
-1,-1,1,-1,-2,-1,2017-05-31 07:55:00+00:00,2017-05-31 08:00:00+00:00,2017-05-31,SHORT
1,-1,1,1,2,1,2017-06-01 06:55:00+00:00,2017-06-01 07:00:00+00:00,2017-06-01,LONG
-1,-1,-1,1,-2,-1,2017-06-02 05:55:00+00:00,2017-06-02 06:00:00+00:00,2017-06-02,SHORT
-1,1,1,1,2,1,2017-06-05 05:55:00+00:00,2017-06-05 06:00:00+00:00,2017-06-05,LONG
-1,-1,-1,-1,-4,-1,2017-06-06 11:55:00+00:00,2017-06-06 12:00:00+00:00,2017-06-06,SHORT
-1,-1,-1,-1,-4,-1,2017-06-07 06:55:00+00:00,2017-06-07 07:00:00+00:00,2017-06-07,SHORT
1,-1,1,1,2,1,2017-06-08 05:55:00+00:00,2017-06-08 06:00:00+00:00,2017-06-08,LONG
1,-1,-1,-1,-2,-1,2017-06-09 05:55:00+00:00,2017-06-09 06:00:00+00:00,2017-06-09,SHORT
-1,1,1,1,2,1,2017-06-12 05:55:00+00:00,2017-06-12 06:00:00+00:00,2017-06-12,LONG
-1,-1,1,-1,-2,-1,2017-06-13 05:55:00+00:00,2017-06-13 06:00:00+00:00,2017-06-13,SHORT
1,-1,-1,-1,-2,-1,2017-06-14 07:55:00+00:00,2017-06-14 08:00:00+00:00,2017-06-14,SHORT
1,-1,-1,-1,-2,-1,2017-06-15 06:55:00+00:00,2017-06-15 07:00:00+00:00,2017-06-15,SHORT
1,-1,-1,-1,-2,-1,2017-06-16 09:55:00+00:00,2017-06-16 10:00:00+00:00,2017-06-16,SHORT
-1,1,1,1,2,1,2017-06-19 10:55:00+00:00,2017-06-19 11:00:00+00:00,2017-06-19,LONG
-1,-1,-1,-1,-4,-1,2017-06-20 06:55:00+00:00,2017-06-20 07:00:00+00:00,2017-06-20,SHORT
-1,-1,-1,-1,-4,-1,2017-06-21 06:55:00+00:00,2017-06-21 07:00:00+00:00,2017-06-21,SHORT
1,-1,1,1,2,1,2017-06-22 05:55:00+00:00,2017-06-22 06:00:00+00:00,2017-06-22,LONG
1,1,1,-1,2,1,2017-06-23 07:55:00+00:00,2017-06-23 08:00:00+00:00,2017-06-23,LONG
1,1,-1,1,2,1,2017-06-26 06:55:00+00:00,2017-06-26 07:00:00+00:00,2017-06-26,LONG
-1,-1,-1,-1,-4,-1,2017-06-27 09:55:00+00:00,2017-06-27 10:00:00+00:00,2017-06-27,SHORT
-1,-1,-1,1,-2,-1,2017-06-28 06:55:00+00:00,2017-06-28 07:00:00+00:00,2017-06-28,SHORT
1,1,1,1,4,1,2017-06-29 05:55:00+00:00,2017-06-29 06:00:00+00:00,2017-06-29,LONG
-1,-1,-1,-1,-4,-1,2017-06-30 05:55:00+00:00,2017-06-30 06:00:00+00:00,2017-06-30,SHORT
-1,-1,-1,-1,-4,-1,2017-07-03 05:55:00+00:00,2017-07-03 06:00:00+00:00,2017-07-03,SHORT
1,1,1,1,4,1,2017-07-04 06:55:00+00:00,2017-07-04 07:00:00+00:00,2017-07-04,LONG
1,-1,1,1,2,1,2017-07-05 05:55:00+00:00,2017-07-05 06:00:00+00:00,2017-07-05,LONG
1,0,1,1,3,1,2017-07-06 06:55:00+00:00,2017-07-06 07:00:00+00:00,2017-07-06,LONG
1,1,1,-1,2,1,2017-07-07 08:55:00+00:00,2017-07-07 09:00:00+00:00,2017-07-07,LONG
1,1,1,-1,2,1,2017-07-10 05:55:00+00:00,2017-07-10 06:00:00+00:00,2017-07-10,LONG
1,1,1,-1,2,1,2017-07-11 06:55:00+00:00,2017-07-11 07:00:00+00:00,2017-07-11,LONG
-1,-1,-1,-1,-4,-1,2017-07-12 05:55:00+00:00,2017-07-12 06:00:00+00:00,2017-07-12,SHORT
-1,-1,-1,-1,-4,-1,2017-07-13 07:55:00+00:00,2017-07-13 08:00:00+00:00,2017-07-13,SHORT
1,1,1,-1,2,1,2017-07-14 06:55:00+00:00,2017-07-14 07:00:00+00:00,2017-07-14,LONG
1,1,1,-1,2,1,2017-07-17 05:55:00+00:00,2017-07-17 06:00:00+00:00,2017-07-17,LONG
-1,-1,-1,-1,-4,-1,2017-07-18 05:55:00+00:00,2017-07-18 06:00:00+00:00,2017-07-18,SHORT
-1,-1,-1,1,-2,-1,2017-07-19 06:55:00+00:00,2017-07-19 07:00:00+00:00,2017-07-19,SHORT
1,1,1,-1,2,1,2017-07-20 05:55:00+00:00,2017-07-20 06:00:00+00:00,2017-07-20,LONG
1,1,1,1,4,1,2017-07-21 05:55:00+00:00,2017-07-21 06:00:00+00:00,2017-07-21,LONG
-1,-1,-1,1,-2,-1,2017-07-24 06:55:00+00:00,2017-07-24 07:00:00+00:00,2017-07-24,SHORT
-1,1,1,1,2,1,2017-07-25 05:55:00+00:00,2017-07-25 06:00:00+00:00,2017-07-25,LONG
1,-1,1,1,2,1,2017-07-26 06:55:00+00:00,2017-07-26 07:00:00+00:00,2017-07-26,LONG
-1,-1,1,-1,-2,-1,2017-07-27 06:55:00+00:00,2017-07-27 07:00:00+00:00,2017-07-27,SHORT
1,1,1,1,4,1,2017-07-28 06:55:00+00:00,2017-07-28 07:00:00+00:00,2017-07-28,LONG
1,1,1,1,4,1,2017-07-31 05:55:00+00:00,2017-07-31 06:00:00+00:00,2017-07-31,LONG
-1,-1,-1,-1,-4,-1,2017-08-01 06:55:00+00:00,2017-08-01 07:00:00+00:00,2017-08-01,SHORT
-1,-1,-1,1,-2,-1,2017-08-02 05:55:00+00:00,2017-08-02 06:00:00+00:00,2017-08-02,SHORT
-1,-1,1,-1,-2,-1,2017-08-03 05:55:00+00:00,2017-08-03 06:00:00+00:00,2017-08-03,SHORT
1,1,1,1,4,1,2017-08-04 05:55:00+00:00,2017-08-04 06:00:00+00:00,2017-08-04,LONG
-1,1,-1,-1,-2,-1,2017-08-07 06:55:00+00:00,2017-08-07 07:00:00+00:00,2017-08-07,SHORT
-1,-1,-1,1,-2,-1,2017-08-08 05:55:00+00:00,2017-08-08 06:00:00+00:00,2017-08-08,SHORT
1,1,-1,1,2,1,2017-08-09 06:55:00+00:00,2017-08-09 07:00:00+00:00,2017-08-09,LONG
1,1,-1,1,2,1,2017-08-10 05:55:00+00:00,2017-08-10 06:00:00+00:00,2017-08-10,LONG
-1,-1,-1,-1,-4,-1,2017-08-11 07:55:00+00:00,2017-08-11 08:00:00+00:00,2017-08-11,SHORT
1,1,1,1,4,1,2017-08-14 05:55:00+00:00,2017-08-14 06:00:00+00:00,2017-08-14,LONG
-1,-1,1,-1,-2,-1,2017-08-15 05:55:00+00:00,2017-08-15 06:00:00+00:00,2017-08-15,SHORT
1,1,1,1,4,1,2017-08-16 05:55:00+00:00,2017-08-16 06:00:00+00:00,2017-08-16,LONG
-1,-1,1,-1,-2,-1,2017-08-17 05:55:00+00:00,2017-08-17 06:00:00+00:00,2017-08-17,SHORT
-1,-1,1,-1,-2,-1,2017-08-18 07:55:00+00:00,2017-08-18 08:00:00+00:00,2017-08-18,SHORT
-1,-1,-1,-1,-4,-1,2017-08-21 05:55:00+00:00,2017-08-21 06:00:00+00:00,2017-08-21,SHORT
-1,1,1,1,2,1,2017-08-22 05:55:00+00:00,2017-08-22 06:00:00+00:00,2017-08-22,LONG
1,1,1,1,4,1,2017-08-23 07:55:00+00:00,2017-08-23 08:00:00+00:00,2017-08-23,LONG
-1,1,-1,-1,-2,-1,2017-08-24 06:55:00+00:00,2017-08-24 07:00:00+00:00,2017-08-24,SHORT
-1,-1,1,-1,-2,-1,2017-08-25 07:55:00+00:00,2017-08-25 08:00:00+00:00,2017-08-25,SHORT
-1,-1,1,-1,-2,-1,2017-08-28 08:55:00+00:00,2017-08-28 09:00:00+00:00,2017-08-28,SHORT
1,1,1,1,4,1,2017-08-29 05:55:00+00:00,2017-08-29 06:00:00+00:00,2017-08-29,LONG
-1,-1,0,-1,-3,-1,2017-08-30 05:55:00+00:00,2017-08-30 06:00:00+00:00,2017-08-30,SHORT
1,1,1,1,4,1,2017-08-31 06:55:00+00:00,2017-08-31 07:00:00+00:00,2017-08-31,LONG
1,1,1,1,4,1,2017-09-01 05:55:00+00:00,2017-09-01 06:00:00+00:00,2017-09-01,LONG
-1,-1,-1,1,-2,-1,2017-09-04 05:55:00+00:00,2017-09-04 06:00:00+00:00,2017-09-04,SHORT
-1,-1,-1,1,-2,-1,2017-09-05 05:55:00+00:00,2017-09-05 06:00:00+00:00,2017-09-05,SHORT
-1,1,-1,-1,-2,-1,2017-09-06 09:55:00+00:00,2017-09-06 10:00:00+00:00,2017-09-06,SHORT
-1,-1,-1,1,-2,-1,2017-09-07 05:55:00+00:00,2017-09-07 06:00:00+00:00,2017-09-07,SHORT
-1,1,-1,-1,-2,-1,2017-09-08 05:55:00+00:00,2017-09-08 06:00:00+00:00,2017-09-08,SHORT
1,1,-1,1,2,1,2017-09-11 05:55:00+00:00,2017-09-11 06:00:00+00:00,2017-09-11,LONG
1,1,1,-1,2,1,2017-09-12 05:55:00+00:00,2017-09-12 06:00:00+00:00,2017-09-12,LONG
-1,-1,-1,-1,-4,-1,2017-09-13 06:55:00+00:00,2017-09-13 07:00:00+00:00,2017-09-13,SHORT
1,1,1,-1,2,1,2017-09-14 05:55:00+00:00,2017-09-14 06:00:00+00:00,2017-09-14,LONG
1,1,1,-1,2,1,2017-09-15 05:55:00+00:00,2017-09-15 06:00:00+00:00,2017-09-15,LONG
1,1,1,-1,2,1,2017-09-18 09:55:00+00:00,2017-09-18 10:00:00+00:00,2017-09-18,LONG
-1,-1,-1,-1,-4,-1,2017-09-19 05:55:00+00:00,2017-09-19 06:00:00+00:00,2017-09-19,SHORT
-1,-1,-1,1,-2,-1,2017-09-20 05:55:00+00:00,2017-09-20 06:00:00+00:00,2017-09-20,SHORT
1,1,-1,1,2,1,2017-09-21 07:55:00+00:00,2017-09-21 08:00:00+00:00,2017-09-21,LONG
1,1,1,-1,2,1,2017-09-22 05:55:00+00:00,2017-09-22 06:00:00+00:00,2017-09-22,LONG
1,1,-1,1,2,1,2017-09-25 07:55:00+00:00,2017-09-25 08:00:00+00:00,2017-09-25,LONG
-1,-1,-1,-1,-4,-1,2017-09-26 07:55:00+00:00,2017-09-26 08:00:00+00:00,2017-09-26,SHORT
1,-1,-1,-1,-2,-1,2017-09-27 06:55:00+00:00,2017-09-27 07:00:00+00:00,2017-09-27,SHORT
1,1,1,1,4,1,2017-09-28 08:55:00+00:00,2017-09-28 09:00:00+00:00,2017-09-28,LONG
-1,1,-1,-1,-2,-1,2017-09-29 05:55:00+00:00,2017-09-29 06:00:00+00:00,2017-09-29,SHORT
-1,1,1,1,2,1,2017-10-02 06:55:00+00:00,2017-10-02 07:00:00+00:00,2017-10-02,LONG
1,1,1,1,4,1,2017-10-03 07:55:00+00:00,2017-10-03 08:00:00+00:00,2017-10-03,LONG
-1,1,1,1,2,1,2017-10-04 05:55:00+00:00,2017-10-04 06:00:00+00:00,2017-10-04,LONG
1,1,1,1,4,1,2017-10-05 06:55:00+00:00,2017-10-05 07:00:00+00:00,2017-10-05,LONG
-1,1,1,1,2,1,2017-10-06 05:55:00+00:00,2017-10-06 06:00:00+00:00,2017-10-06,LONG
1,1,1,1,4,1,2017-10-09 05:55:00+00:00,2017-10-09 06:00:00+00:00,2017-10-09,LONG
1,-1,-1,-1,-2,-1,2017-10-10 06:55:00+00:00,2017-10-10 07:00:00+00:00,2017-10-10,SHORT
1,-1,-1,-1,-2,-1,2017-10-11 06:55:00+00:00,2017-10-11 07:00:00+00:00,2017-10-11,SHORT
1,1,1,1,4,1,2017-10-12 05:55:00+00:00,2017-10-12 06:00:00+00:00,2017-10-12,LONG
1,-1,-1,-1,-2,-1,2017-10-13 09:55:00+00:00,2017-10-13 10:00:00+00:00,2017-10-13,SHORT
-1,-1,-1,-1,-4,-1,2017-10-16 05:55:00+00:00,2017-10-16 06:00:00+00:00,2017-10-16,SHORT
-1,-1,1,-1,-2,-1,2017-10-17 06:55:00+00:00,2017-10-17 07:00:00+00:00,2017-10-17,SHORT
1,1,1,-1,2,1,2017-10-18 05:55:00+00:00,2017-10-18 06:00:00+00:00,2017-10-18,LONG
1,1,-1,1,2,1,2017-10-19 06:55:00+00:00,2017-10-19 07:00:00+00:00,2017-10-19,LONG
-1,-1,-1,-1,-4,-1,2017-10-20 12:55:00+00:00,2017-10-20 13:00:00+00:00,2017-10-20,SHORT
-1,-1,1,-1,-2,-1,2017-10-23 06:55:00+00:00,2017-10-23 07:00:00+00:00,2017-10-23,SHORT
-1,-1,1,-1,-2,-1,2017-10-24 06:55:00+00:00,2017-10-24 07:00:00+00:00,2017-10-24,SHORT
1,1,1,-1,2,1,2017-10-25 05:55:00+00:00,2017-10-25 06:00:00+00:00,2017-10-25,LONG
-1,1,-1,-1,-2,-1,2017-10-26 05:55:00+00:00,2017-10-26 06:00:00+00:00,2017-10-26,SHORT
-1,1,1,1,2,1,2017-10-27 05:55:00+00:00,2017-10-27 06:00:00+00:00,2017-10-27,LONG
1,-1,1,1,2,1,2017-10-30 05:55:00+00:00,2017-10-30 06:00:00+00:00,2017-10-30,LONG
1,-1,1,1,2,1,2017-10-31 06:55:00+00:00,2017-10-31 07:00:00+00:00,2017-10-31,LONG
1,-1,-1,-1,-2,-1,2017-11-01 06:55:00+00:00,2017-11-01 07:00:00+00:00,2017-11-01,SHORT
1,1,1,1,4,1,2017-11-02 06:55:00+00:00,2017-11-02 07:00:00+00:00,2017-11-02,LONG
1,1,1,-1,2,1,2017-11-03 05:55:00+00:00,2017-11-03 06:00:00+00:00,2017-11-03,LONG
1,-1,1,1,2,1,2017-11-06 10:55:00+00:00,2017-11-06 11:00:00+00:00,2017-11-06,LONG
-1,-1,-1,-1,-4,-1,2017-11-07 09:55:00+00:00,2017-11-07 10:00:00+00:00,2017-11-07,SHORT
1,-1,1,1,2,1,2017-11-08 06:55:00+00:00,2017-11-08 07:00:00+00:00,2017-11-08,LONG
1,1,1,-1,2,1,2017-11-09 06:55:00+00:00,2017-11-09 07:00:00+00:00,2017-11-09,LONG
1,-1,1,1,2,1,2017-11-10 06:55:00+00:00,2017-11-10 07:00:00+00:00,2017-11-10,LONG
1,-1,-1,-1,-2,-1,2017-11-13 07:55:00+00:00,2017-11-13 08:00:00+00:00,2017-11-13,SHORT
-1,-1,1,-1,-2,-1,2017-11-14 06:55:00+00:00,2017-11-14 07:00:00+00:00,2017-11-14,SHORT
-1,1,1,1,2,1,2017-11-15 08:55:00+00:00,2017-11-15 09:00:00+00:00,2017-11-15,LONG
1,1,1,1,4,1,2017-11-16 06:55:00+00:00,2017-11-16 07:00:00+00:00,2017-11-16,LONG
-1,1,-1,-1,-2,-1,2017-11-17 05:55:00+00:00,2017-11-17 06:00:00+00:00,2017-11-17,SHORT
-1,-1,1,-1,-2,-1,2017-11-20 09:55:00+00:00,2017-11-20 10:00:00+00:00,2017-11-20,SHORT
1,1,-1,1,2,1,2017-11-21 05:55:00+00:00,2017-11-21 06:00:00+00:00,2017-11-21,LONG
-1,-1,-1,-1,-4,-1,2017-11-22 06:55:00+00:00,2017-11-22 07:00:00+00:00,2017-11-22,SHORT
-1,-1,-1,-1,-4,-1,2017-11-23 06:55:00+00:00,2017-11-23 07:00:00+00:00,2017-11-23,SHORT
1,-1,1,1,2,1,2017-11-24 05:55:00+00:00,2017-11-24 06:00:00+00:00,2017-11-24,LONG
1,-1,1,1,2,1,2017-11-27 05:55:00+00:00,2017-11-27 06:00:00+00:00,2017-11-27,LONG
-1,-1,-1,1,-2,-1,2017-11-28 05:55:00+00:00,2017-11-28 06:00:00+00:00,2017-11-28,SHORT
-1,-1,-1,-1,-4,-1,2017-11-29 10:55:00+00:00,2017-11-29 11:00:00+00:00,2017-11-29,SHORT
-1,1,1,1,2,1,2017-11-30 05:55:00+00:00,2017-11-30 06:00:00+00:00,2017-11-30,LONG
1,1,1,1,4,1,2017-12-01 05:55:00+00:00,2017-12-01 06:00:00+00:00,2017-12-01,LONG
1,-1,-1,-1,-2,-1,2017-12-04 09:55:00+00:00,2017-12-04 10:00:00+00:00,2017-12-04,SHORT
1,1,-1,1,2,1,2017-12-05 06:55:00+00:00,2017-12-05 07:00:00+00:00,2017-12-05,LONG
1,-1,1,1,2,1,2017-12-06 05:55:00+00:00,2017-12-06 06:00:00+00:00,2017-12-06,LONG
-1,1,-1,-1,-2,-1,2017-12-07 05:55:00+00:00,2017-12-07 06:00:00+00:00,2017-12-07,SHORT
1,1,1,-1,2,1,2017-12-08 05:55:00+00:00,2017-12-08 06:00:00+00:00,2017-12-08,LONG
-1,-1,-1,1,-2,-1,2017-12-11 06:55:00+00:00,2017-12-11 07:00:00+00:00,2017-12-11,SHORT
-1,-1,-1,-1,-4,-1,2017-12-12 07:55:00+00:00,2017-12-12 08:00:00+00:00,2017-12-12,SHORT
-1,-1,-1,-1,-4,-1,2017-12-13 06:55:00+00:00,2017-12-13 07:00:00+00:00,2017-12-13,SHORT
-1,-1,-1,1,-2,-1,2017-12-14 05:55:00+00:00,2017-12-14 06:00:00+00:00,2017-12-14,SHORT
-1,-1,-1,-1,-4,-1,2017-12-15 08:55:00+00:00,2017-12-15 09:00:00+00:00,2017-12-15,SHORT
-1,-1,-1,-1,-4,-1,2017-12-18 05:55:00+00:00,2017-12-18 06:00:00+00:00,2017-12-18,SHORT
1,1,1,1,4,1,2017-12-19 07:55:00+00:00,2017-12-19 08:00:00+00:00,2017-12-19,LONG
-1,-1,-1,-1,-4,-1,2017-12-20 06:55:00+00:00,2017-12-20 07:00:00+00:00,2017-12-20,SHORT
-1,1,1,1,2,1,2017-12-21 05:55:00+00:00,2017-12-21 06:00:00+00:00,2017-12-21,LONG
-1,-1,-1,1,-2,-1,2017-12-22 07:55:00+00:00,2017-12-22 08:00:00+00:00,2017-12-22,SHORT
-1,-1,-1,-1,-4,-1,2017-12-26 06:55:00+00:00,2017-12-26 07:00:00+00:00,2017-12-26,SHORT
-1,-1,-1,-1,-4,-1,2017-12-27 05:55:00+00:00,2017-12-27 06:00:00+00:00,2017-12-27,SHORT
-1,1,1,1,2,1,2017-12-28 06:55:00+00:00,2017-12-28 07:00:00+00:00,2017-12-28,LONG
1,-1,1,1,2,1,2017-12-29 05:55:00+00:00,2017-12-29 06:00:00+00:00,2017-12-29,LONG
-1,1,1,1,2,1,2018-01-02 05:55:00+00:00,2018-01-02 06:00:00+00:00,2018-01-02,LONG
0,-1,-1,-1,-3,-1,2018-01-03 06:55:00+00:00,2018-01-03 07:00:00+00:00,2018-01-03,SHORT
1,-1,-1,-1,-2,-1,2018-01-04 05:55:00+00:00,2018-01-04 06:00:00+00:00,2018-01-04,SHORT
-1,-1,-1,1,-2,-1,2018-01-05 08:55:00+00:00,2018-01-05 09:00:00+00:00,2018-01-05,SHORT
1,1,1,1,4,1,2018-01-08 05:55:00+00:00,2018-01-08 06:00:00+00:00,2018-01-08,LONG
-1,-1,-1,-1,-4,-1,2018-01-09 07:55:00+00:00,2018-01-09 08:00:00+00:00,2018-01-09,SHORT
1,-1,-1,-1,-2,-1,2018-01-10 05:55:00+00:00,2018-01-10 06:00:00+00:00,2018-01-10,SHORT
1,-1,-1,-1,-2,-1,2018-01-11 06:55:00+00:00,2018-01-11 07:00:00+00:00,2018-01-11,SHORT
-1,-1,1,-1,-2,-1,2018-01-12 08:55:00+00:00,2018-01-12 09:00:00+00:00,2018-01-12,SHORT
-1,1,-1,-1,-2,-1,2018-01-15 06:55:00+00:00,2018-01-15 07:00:00+00:00,2018-01-15,SHORT
-1,-1,-1,1,-2,-1,2018-01-16 05:55:00+00:00,2018-01-16 06:00:00+00:00,2018-01-16,SHORT
-1,-1,-1,-1,-4,-1,2018-01-17 06:55:00+00:00,2018-01-17 07:00:00+00:00,2018-01-17,SHORT
-1,1,1,1,2,1,2018-01-18 06:55:00+00:00,2018-01-18 07:00:00+00:00,2018-01-18,LONG
1,1,1,1,4,1,2018-01-19 08:55:00+00:00,2018-01-19 09:00:00+00:00,2018-01-19,LONG
1,1,1,1,4,1,2018-01-22 05:55:00+00:00,2018-01-22 06:00:00+00:00,2018-01-22,LONG
-1,-1,-1,1,-2,-1,2018-01-23 06:55:00+00:00,2018-01-23 07:00:00+00:00,2018-01-23,SHORT
1,1,1,1,4,1,2018-01-24 05:55:00+00:00,2018-01-24 06:00:00+00:00,2018-01-24,LONG
1,1,1,1,4,1,2018-01-25 05:55:00+00:00,2018-01-25 06:00:00+00:00,2018-01-25,LONG
1,0,1,1,3,1,2018-01-26 05:55:00+00:00,2018-01-26 06:00:00+00:00,2018-01-26,LONG
1,-1,1,1,2,1,2018-01-29 06:55:00+00:00,2018-01-29 07:00:00+00:00,2018-01-29,LONG
-1,-1,-1,1,-2,-1,2018-01-30 05:55:00+00:00,2018-01-30 06:00:00+00:00,2018-01-30,SHORT
-1,1,1,1,2,1,2018-01-31 05:55:00+00:00,2018-01-31 06:00:00+00:00,2018-01-31,LONG
-1,-1,-1,-1,-4,-1,2018-02-01 05:55:00+00:00,2018-02-01 06:00:00+00:00,2018-02-01,SHORT
1,1,1,-1,2,1,2018-02-02 06:55:00+00:00,2018-02-02 07:00:00+00:00,2018-02-02,LONG
1,-1,-1,-1,-2,-1,2018-02-05 06:55:00+00:00,2018-02-05 07:00:00+00:00,2018-02-05,SHORT
1,-1,1,1,2,1,2018-02-06 05:55:00+00:00,2018-02-06 06:00:00+00:00,2018-02-06,LONG
1,1,1,1,4,1,2018-02-07 06:55:00+00:00,2018-02-07 07:00:00+00:00,2018-02-07,LONG
1,1,1,1,4,1,2018-02-08 05:55:00+00:00,2018-02-08 06:00:00+00:00,2018-02-08,LONG
-1,-1,1,-1,-2,-1,2018-02-09 05:55:00+00:00,2018-02-09 06:00:00+00:00,2018-02-09,SHORT
1,1,1,1,4,1,2018-02-12 06:55:00+00:00,2018-02-12 07:00:00+00:00,2018-02-12,LONG
1,1,1,1,4,1,2018-02-13 05:55:00+00:00,2018-02-13 06:00:00+00:00,2018-02-13,LONG
1,1,1,1,4,1,2018-02-14 07:55:00+00:00,2018-02-14 08:00:00+00:00,2018-02-14,LONG
1,1,1,-1,2,1,2018-02-15 05:55:00+00:00,2018-02-15 06:00:00+00:00,2018-02-15,LONG
1,1,1,1,4,1,2018-02-16 08:55:00+00:00,2018-02-16 09:00:00+00:00,2018-02-16,LONG
1,1,1,-1,2,1,2018-02-19 05:55:00+00:00,2018-02-19 06:00:00+00:00,2018-02-19,LONG
-1,-1,-1,-1,-4,-1,2018-02-20 06:55:00+00:00,2018-02-20 07:00:00+00:00,2018-02-20,SHORT
1,1,1,-1,2,1,2018-02-21 05:55:00+00:00,2018-02-21 06:00:00+00:00,2018-02-21,LONG
-1,1,-1,-1,-2,-1,2018-02-22 06:55:00+00:00,2018-02-22 07:00:00+00:00,2018-02-22,SHORT
-1,-1,-1,-1,-4,-1,2018-02-23 06:55:00+00:00,2018-02-23 07:00:00+00:00,2018-02-23,SHORT
1,-1,1,1,2,1,2018-02-26 05:55:00+00:00,2018-02-26 06:00:00+00:00,2018-02-26,LONG
1,1,1,-1,2,1,2018-02-27 07:55:00+00:00,2018-02-27 08:00:00+00:00,2018-02-27,LONG
1,-1,1,1,2,1,2018-02-28 05:55:00+00:00,2018-02-28 06:00:00+00:00,2018-02-28,LONG
-1,1,-1,-1,-2,-1,2018-03-01 05:55:00+00:00,2018-03-01 06:00:00+00:00,2018-03-01,SHORT
-1,-1,1,-1,-2,-1,2018-03-02 06:55:00+00:00,2018-03-02 07:00:00+00:00,2018-03-02,SHORT
-1,-1,-1,-1,-4,-1,2018-03-05 06:55:00+00:00,2018-03-05 07:00:00+00:00,2018-03-05,SHORT
-1,1,-1,-1,-2,-1,2018-03-06 06:55:00+00:00,2018-03-06 07:00:00+00:00,2018-03-06,SHORT
-1,1,-1,-1,-2,-1,2018-03-07 05:55:00+00:00,2018-03-07 06:00:00+00:00,2018-03-07,SHORT
-1,1,-1,-1,-2,-1,2018-03-08 05:55:00+00:00,2018-03-08 06:00:00+00:00,2018-03-08,SHORT
-1,1,1,1,2,1,2018-03-09 07:55:00+00:00,2018-03-09 08:00:00+00:00,2018-03-09,LONG
1,1,1,1,4,1,2018-03-12 05:55:00+00:00,2018-03-12 06:00:00+00:00,2018-03-12,LONG
1,1,1,-1,2,1,2018-03-13 08:55:00+00:00,2018-03-13 09:00:00+00:00,2018-03-13,LONG
1,-1,-1,-1,-2,-1,2018-03-14 05:55:00+00:00,2018-03-14 06:00:00+00:00,2018-03-14,SHORT
-1,-1,-1,-1,-4,-1,2018-03-15 06:55:00+00:00,2018-03-15 07:00:00+00:00,2018-03-15,SHORT
-1,-1,-1,-1,-4,-1,2018-03-16 09:55:00+00:00,2018-03-16 10:00:00+00:00,2018-03-16,SHORT
1,-1,1,1,2,1,2018-03-19 06:55:00+00:00,2018-03-19 07:00:00+00:00,2018-03-19,LONG
-1,-1,-1,-1,-4,-1,2018-03-20 05:55:00+00:00,2018-03-20 06:00:00+00:00,2018-03-20,SHORT
1,1,1,-1,2,1,2018-03-21 06:55:00+00:00,2018-03-21 07:00:00+00:00,2018-03-21,LONG
-1,-1,-1,1,-2,-1,2018-03-22 06:55:00+00:00,2018-03-22 07:00:00+00:00,2018-03-22,SHORT
-1,-1,-1,-1,-4,-1,2018-03-23 05:55:00+00:00,2018-03-23 06:00:00+00:00,2018-03-23,SHORT
-1,-1,-1,1,-2,-1,2018-03-26 05:55:00+00:00,2018-03-26 06:00:00+00:00,2018-03-26,SHORT
1,-1,1,1,2,1,2018-03-27 05:55:00+00:00,2018-03-27 06:00:00+00:00,2018-03-27,LONG
1,1,1,1,4,1,2018-03-28 06:55:00+00:00,2018-03-28 07:00:00+00:00,2018-03-28,LONG
1,1,-1,1,2,1,2018-03-29 05:55:00+00:00,2018-03-29 06:00:00+00:00,2018-03-29,LONG
1,-1,-1,-1,-2,-1,2018-03-30 09:55:00+00:00,2018-03-30 10:00:00+00:00,2018-03-30,SHORT
1,1,1,1,4,1,2018-04-02 06:55:00+00:00,2018-04-02 07:00:00+00:00,2018-04-02,LONG
-1,-1,-1,1,-2,-1,2018-04-03 07:55:00+00:00,2018-04-03 08:00:00+00:00,2018-04-03,SHORT
1,1,1,1,4,1,2018-04-04 05:55:00+00:00,2018-04-04 06:00:00+00:00,2018-04-04,LONG
1,1,-1,1,2,1,2018-04-05 06:55:00+00:00,2018-04-05 07:00:00+00:00,2018-04-05,LONG
-1,1,1,1,2,1,2018-04-06 07:55:00+00:00,2018-04-06 08:00:00+00:00,2018-04-06,LONG
1,1,-1,1,2,1,2018-04-09 05:55:00+00:00,2018-04-09 06:00:00+00:00,2018-04-09,LONG
