vote_eurgbp,vote_eurjpy,vote_gbpusd,vote_usdjpy,vote_score,direction_code,signal_time,entry_time,utc_date,direction
1,-1,-1,-1,-2,-1,2019-01-28 11:55:00+00:00,2019-01-28 12:00:00+00:00,2019-01-28,SHORT
1,1,1,1,4,1,2019-01-29 05:55:00+00:00,2019-01-29 06:00:00+00:00,2019-01-29,LONG
1,-1,1,1,2,1,2019-01-30 05:55:00+00:00,2019-01-30 06:00:00+00:00,2019-01-30,LONG
-1,-1,-1,-1,-4,-1,2019-01-31 05:55:00+00:00,2019-01-31 06:00:00+00:00,2019-01-31,SHORT
-1,1,1,1,2,1,2019-02-01 06:55:00+00:00,2019-02-01 07:00:00+00:00,2019-02-01,LONG
-1,1,1,1,2,1,2019-02-04 06:55:00+00:00,2019-02-04 07:00:00+00:00,2019-02-04,LONG
1,-1,1,1,2,1,2019-02-05 05:55:00+00:00,2019-02-05 06:00:00+00:00,2019-02-05,LONG
-1,-1,-1,1,-2,-1,2019-02-06 05:55:00+00:00,2019-02-06 06:00:00+00:00,2019-02-06,SHORT
-1,1,-1,-1,-2,-1,2019-02-07 05:55:00+00:00,2019-02-07 06:00:00+00:00,2019-02-07,SHORT
1,1,1,1,4,1,2019-02-08 08:55:00+00:00,2019-02-08 09:00:00+00:00,2019-02-08,LONG
1,1,1,-1,2,1,2019-02-11 05:55:00+00:00,2019-02-11 06:00:00+00:00,2019-02-11,LONG
1,-1,-1,-1,-2,-1,2019-02-12 06:55:00+00:00,2019-02-12 07:00:00+00:00,2019-02-12,SHORT
1,1,-1,1,2,1,2019-02-13 06:55:00+00:00,2019-02-13 07:00:00+00:00,2019-02-13,LONG
-1,1,1,1,2,1,2019-02-14 06:55:00+00:00,2019-02-14 07:00:00+00:00,2019-02-14,LONG
-1,1,1,1,2,1,2019-02-15 05:55:00+00:00,2019-02-15 06:00:00+00:00,2019-02-15,LONG
-1,-1,1,-1,-2,-1,2019-02-18 05:55:00+00:00,2019-02-18 06:00:00+00:00,2019-02-18,SHORT
1,1,1,-1,2,1,2019-02-19 06:55:00+00:00,2019-02-19 07:00:00+00:00,2019-02-19,LONG
-1,-1,-1,-1,-4,-1,2019-02-20 05:55:00+00:00,2019-02-20 06:00:00+00:00,2019-02-20,SHORT
-1,-1,-1,1,-2,-1,2019-02-21 05:55:00+00:00,2019-02-21 06:00:00+00:00,2019-02-21,SHORT
1,1,1,1,4,1,2019-02-22 05:55:00+00:00,2019-02-22 06:00:00+00:00,2019-02-22,LONG
1,1,1,1,4,1,2019-02-25 05:55:00+00:00,2019-02-25 06:00:00+00:00,2019-02-25,LONG
-1,-1,-1,1,-2,-1,2019-02-26 06:55:00+00:00,2019-02-26 07:00:00+00:00,2019-02-26,SHORT
-1,1,-1,-1,-2,-1,2019-02-27 10:55:00+00:00,2019-02-27 11:00:00+00:00,2019-02-27,SHORT
-1,-1,-1,1,-2,-1,2019-02-28 06:55:00+00:00,2019-02-28 07:00:00+00:00,2019-02-28,SHORT
1,-1,-1,-1,-2,-1,2019-03-01 05:55:00+00:00,2019-03-01 06:00:00+00:00,2019-03-01,SHORT
-1,-1,1,-1,-2,-1,2019-03-04 05:55:00+00:00,2019-03-04 06:00:00+00:00,2019-03-04,SHORT
-1,-1,-1,-1,-4,-1,2019-03-05 06:55:00+00:00,2019-03-05 07:00:00+00:00,2019-03-05,SHORT
-1,-1,-1,-1,-4,-1,2019-03-06 11:55:00+00:00,2019-03-06 12:00:00+00:00,2019-03-06,SHORT
1,1,1,-1,2,1,2019-03-07 05:55:00+00:00,2019-03-07 06:00:00+00:00,2019-03-07,LONG
1,-1,1,1,2,1,2019-03-08 05:55:00+00:00,2019-03-08 06:00:00+00:00,2019-03-08,LONG
-1,-1,1,-1,-2,-1,2019-03-11 05:55:00+00:00,2019-03-11 06:00:00+00:00,2019-03-11,SHORT
1,1,-1,1,2,1,2019-03-12 07:55:00+00:00,2019-03-12 08:00:00+00:00,2019-03-12,LONG
-1,-1,1,-1,-2,-1,2019-03-13 07:55:00+00:00,2019-03-13 08:00:00+00:00,2019-03-13,SHORT
1,-1,-1,-1,-2,-1,2019-03-14 06:55:00+00:00,2019-03-14 07:00:00+00:00,2019-03-14,SHORT
1,-1,-1,-1,-2,-1,2019-03-15 10:55:00+00:00,2019-03-15 11:00:00+00:00,2019-03-15,SHORT
1,1,-1,1,2,1,2019-03-18 06:55:00+00:00,2019-03-18 07:00:00+00:00,2019-03-18,LONG
1,-1,-1,-1,-2,-1,2019-03-19 05:55:00+00:00,2019-03-19 06:00:00+00:00,2019-03-19,SHORT
-1,1,1,1,2,1,2019-03-20 07:55:00+00:00,2019-03-20 08:00:00+00:00,2019-03-20,LONG
1,-1,-1,-1,-2,-1,2019-03-21 05:55:00+00:00,2019-03-21 06:00:00+00:00,2019-03-21,SHORT
-1,-1,1,-1,-2,-1,2019-03-22 09:55:00+00:00,2019-03-22 10:00:00+00:00,2019-03-22,SHORT
1,1,-1,1,2,1,2019-03-25 09:55:00+00:00,2019-03-25 10:00:00+00:00,2019-03-25,LONG
1,-1,-1,-1,-2,-1,2019-03-26 05:55:00+00:00,2019-03-26 06:00:00+00:00,2019-03-26,SHORT
1,1,-1,1,2,1,2019-03-27 06:55:00+00:00,2019-03-27 07:00:00+00:00,2019-03-27,LONG
-1,-1,-1,-1,-4,-1,2019-03-28 06:55:00+00:00,2019-03-28 07:00:00+00:00,2019-03-28,SHORT
1,1,-1,1,2,1,2019-03-29 08:55:00+00:00,2019-03-29 09:00:00+00:00,2019-03-29,LONG
-1,-1,1,-1,-2,-1,2019-04-01 11:55:00+00:00,2019-04-01 12:00:00+00:00,2019-04-01,SHORT
-1,1,1,1,2,1,2019-04-02 07:55:00+00:00,2019-04-02 08:00:00+00:00,2019-04-02,LONG
-1,1,1,1,2,1,2019-04-03 05:55:00+00:00,2019-04-03 06:00:00+00:00,2019-04-03,LONG
-1,1,1,1,2,1,2019-04-04 09:55:00+00:00,2019-04-04 10:00:00+00:00,2019-04-04,LONG
1,-1,-1,-1,-2,-1,2019-04-05 05:55:00+00:00,2019-04-05 06:00:00+00:00,2019-04-05,SHORT
-1,-1,-1,-1,-4,-1,2019-04-08 06:55:00+00:00,2019-04-08 07:00:00+00:00,2019-04-08,SHORT
1,1,-1,1,2,1,2019-04-09 08:55:00+00:00,2019-04-09 09:00:00+00:00,2019-04-09,LONG
-1,1,1,1,2,1,2019-04-10 06:55:00+00:00,2019-04-10 07:00:00+00:00,2019-04-10,LONG
1,1,1,1,4,1,2019-04-11 11:55:00+00:00,2019-04-11 12:00:00+00:00,2019-04-11,LONG
-1,1,-1,-1,-2,-1,2019-04-12 06:55:00+00:00,2019-04-12 07:00:00+00:00,2019-04-12,SHORT
1,1,-1,1,2,1,2019-04-15 06:55:00+00:00,2019-04-15 07:00:00+00:00,2019-04-15,LONG
1,1,1,1,4,1,2019-04-16 09:55:00+00:00,2019-04-16 10:00:00+00:00,2019-04-16,LONG
1,1,1,-1,2,1,2019-04-17 05:55:00+00:00,2019-04-17 06:00:00+00:00,2019-04-17,LONG
-1,-1,-1,-1,-4,-1,2019-04-18 05:55:00+00:00,2019-04-18 06:00:00+00:00,2019-04-18,SHORT
-1,-1,1,-1,-2,-1,2019-04-19 06:55:00+00:00,2019-04-19 07:00:00+00:00,2019-04-19,SHORT
1,1,-1,1,2,1,2019-04-22 05:55:00+00:00,2019-04-22 06:00:00+00:00,2019-04-22,LONG
1,1,-1,1,2,1,2019-04-23 06:55:00+00:00,2019-04-23 07:00:00+00:00,2019-04-23,LONG
-1,-1,-1,-1,-4,-1,2019-04-24 06:55:00+00:00,2019-04-24 07:00:00+00:00,2019-04-24,SHORT
1,1,-1,1,2,1,2019-04-25 08:55:00+00:00,2019-04-25 09:00:00+00:00,2019-04-25,LONG
1,1,1,1,4,1,2019-04-26 05:55:00+00:00,2019-04-26 06:00:00+00:00,2019-04-26,LONG
1,-1,-1,-1,-2,-1,2019-04-29 05:55:00+00:00,2019-04-29 06:00:00+00:00,2019-04-29,SHORT
-1,-1,-1,-1,-4,-1,2019-04-30 05:55:00+00:00,2019-04-30 06:00:00+00:00,2019-04-30,SHORT
1,-1,-1,-1,-2,-1,2019-05-01 07:55:00+00:00,2019-05-01 08:00:00+00:00,2019-05-01,SHORT
1,-1,-1,-1,-2,-1,2019-05-02 05:55:00+00:00,2019-05-02 06:00:00+00:00,2019-05-02,SHORT
-1,-1,-1,-1,-4,-1,2019-05-03 05:55:00+00:00,2019-05-03 06:00:00+00:00,2019-05-03,SHORT
1,1,1,1,4,1,2019-05-06 05:55:00+00:00,2019-05-06 06:00:00+00:00,2019-05-06,LONG
1,1,1,-1,2,1,2019-05-07 05:55:00+00:00,2019-05-07 06:00:00+00:00,2019-05-07,LONG
1,-1,-1,-1,-2,-1,2019-05-08 06:55:00+00:00,2019-05-08 07:00:00+00:00,2019-05-08,SHORT
-1,-1,-1,1,-2,-1,2019-05-09 07:55:00+00:00,2019-05-09 08:00:00+00:00,2019-05-09,SHORT
1,-1,-1,-1,-2,-1,2019-05-10 05:55:00+00:00,2019-05-10 06:00:00+00:00,2019-05-10,SHORT
1,1,0,1,3,1,2019-05-13 05:55:00+00:00,2019-05-13 06:00:00+00:00,2019-05-13,LONG
-1,1,1,1,2,1,2019-05-14 07:55:00+00:00,2019-05-14 08:00:00+00:00,2019-05-14,LONG
-1,-1,-1,-1,-4,-1,2019-05-15 06:55:00+00:00,2019-05-15 07:00:00+00:00,2019-05-15,SHORT
-1,-1,-1,-1,-4,-1,2019-05-16 06:55:00+00:00,2019-05-16 07:00:00+00:00,2019-05-16,SHORT
1,1,-1,1,2,1,2019-05-17 11:55:00+00:00,2019-05-17 12:00:00+00:00,2019-05-17,LONG
1,1,-1,1,2,1,2019-05-20 05:55:00+00:00,2019-05-20 06:00:00+00:00,2019-05-20,LONG
-1,-1,1,-1,-2,-1,2019-05-21 05:55:00+00:00,2019-05-21 06:00:00+00:00,2019-05-21,SHORT
1,-1,-1,-1,-2,-1,2019-05-22 05:55:00+00:00,2019-05-22 06:00:00+00:00,2019-05-22,SHORT
1,-1,-1,-1,-2,-1,2019-05-23 06:55:00+00:00,2019-05-23 07:00:00+00:00,2019-05-23,SHORT
-1,1,-1,-1,-2,-1,2019-05-24 05:55:00+00:00,2019-05-24 06:00:00+00:00,2019-05-24,SHORT
1,1,1,-1,2,1,2019-05-27 13:55:00+00:00,2019-05-27 14:00:00+00:00,2019-05-27,LONG
1,1,-1,1,2,1,2019-05-28 07:55:00+00:00,2019-05-28 08:00:00+00:00,2019-05-28,LONG
1,-1,-1,-1,-2,-1,2019-05-29 06:55:00+00:00,2019-05-29 07:00:00+00:00,2019-05-29,SHORT
-1,-1,-1,1,-2,-1,2019-05-30 12:55:00+00:00,2019-05-30 13:00:00+00:00,2019-05-30,SHORT
-1,-1,-1,-1,-4,-1,2019-05-31 05:55:00+00:00,2019-05-31 06:00:00+00:00,2019-05-31,SHORT
1,1,1,-1,2,1,2019-06-03 09:55:00+00:00,2019-06-03 10:00:00+00:00,2019-06-03,LONG
1,1,1,-1,2,1,2019-06-04 06:55:00+00:00,2019-06-04 07:00:00+00:00,2019-06-04,LONG
-1,1,-1,-1,-2,-1,2019-06-05 06:55:00+00:00,2019-06-05 07:00:00+00:00,2019-06-05,SHORT
1,1,1,1,4,1,2019-06-06 11:55:00+00:00,2019-06-06 12:00:00+00:00,2019-06-06,LONG
1,-1,-1,-1,-2,-1,2019-06-07 07:55:00+00:00,2019-06-07 08:00:00+00:00,2019-06-07,SHORT
1,1,1,1,4,1,2019-06-10 05:55:00+00:00,2019-06-10 06:00:00+00:00,2019-06-10,LONG
1,1,1,-1,2,1,2019-06-11 05:55:00+00:00,2019-06-11 06:00:00+00:00,2019-06-11,LONG
1,-1,1,1,2,1,2019-06-12 05:55:00+00:00,2019-06-12 06:00:00+00:00,2019-06-12,LONG
-1,-1,-1,1,-2,-1,2019-06-13 06:55:00+00:00,2019-06-13 07:00:00+00:00,2019-06-13,SHORT
1,1,1,-1,2,1,2019-06-14 07:55:00+00:00,2019-06-14 08:00:00+00:00,2019-06-14,LONG
-1,-1,1,-1,-2,-1,2019-06-17 09:55:00+00:00,2019-06-17 10:00:00+00:00,2019-06-17,SHORT
1,1,1,-1,2,1,2019-06-18 05:55:00+00:00,2019-06-18 06:00:00+00:00,2019-06-18,LONG
1,1,-1,1,2,1,2019-06-19 06:55:00+00:00,2019-06-19 07:00:00+00:00,2019-06-19,LONG
1,1,1,-1,2,1,2019-06-20 07:55:00+00:00,2019-06-20 08:00:00+00:00,2019-06-20,LONG
-1,1,1,1,2,1,2019-06-21 06:55:00+00:00,2019-06-21 07:00:00+00:00,2019-06-21,LONG
1,1,1,-1,2,1,2019-06-24 05:55:00+00:00,2019-06-24 06:00:00+00:00,2019-06-24,LONG
-1,1,-1,-1,-2,-1,2019-06-25 05:55:00+00:00,2019-06-25 06:00:00+00:00,2019-06-25,SHORT
1,1,1,-1,2,1,2019-06-26 05:55:00+00:00,2019-06-26 06:00:00+00:00,2019-06-26,LONG
-1,-1,-1,-1,-4,-1,2019-06-27 11:55:00+00:00,2019-06-27 12:00:00+00:00,2019-06-27,SHORT
1,1,1,-1,2,1,2019-06-28 05:55:00+00:00,2019-06-28 06:00:00+00:00,2019-06-28,LONG
1,1,1,-1,2,1,2019-07-01 05:55:00+00:00,2019-07-01 06:00:00+00:00,2019-07-01,LONG
-1,-1,-1,1,-2,-1,2019-07-02 07:55:00+00:00,2019-07-02 08:00:00+00:00,2019-07-02,SHORT
1,1,1,1,4,1,2019-07-03 05:55:00+00:00,2019-07-03 06:00:00+00:00,2019-07-03,LONG
-1,-1,-1,-1,-4,-1,2019-07-04 08:55:00+00:00,2019-07-04 09:00:00+00:00,2019-07-04,SHORT
-1,-1,-1,-1,-4,-1,2019-07-05 05:55:00+00:00,2019-07-05 06:00:00+00:00,2019-07-05,SHORT
1,1,1,1,4,1,2019-07-08 07:55:00+00:00,2019-07-08 08:00:00+00:00,2019-07-08,LONG
-1,1,-1,-1,-2,-1,2019-07-09 06:55:00+00:00,2019-07-09 07:00:00+00:00,2019-07-09,SHORT
1,1,-1,1,2,1,2019-07-10 05:55:00+00:00,2019-07-10 06:00:00+00:00,2019-07-10,LONG
-1,-1,-1,-1,-4,-1,2019-07-11 05:55:00+00:00,2019-07-11 06:00:00+00:00,2019-07-11,SHORT
-1,1,1,1,2,1,2019-07-12 06:55:00+00:00,2019-07-12 07:00:00+00:00,2019-07-12,LONG
1,-1,-1,-1,-2,-1,2019-07-15 07:55:00+00:00,2019-07-15 08:00:00+00:00,2019-07-15,SHORT
1,1,-1,1,2,1,2019-07-16 06:55:00+00:00,2019-07-16 07:00:00+00:00,2019-07-16,LONG
1,1,-1,1,2,1,2019-07-17 05:55:00+00:00,2019-07-17 06:00:00+00:00,2019-07-17,LONG
1,0,1,1,3,1,2019-07-18 05:55:00+00:00,2019-07-18 06:00:00+00:00,2019-07-18,LONG
1,-1,1,1,2,1,2019-07-19 05:55:00+00:00,2019-07-19 06:00:00+00:00,2019-07-19,LONG
-1,1,1,1,2,1,2019-07-22 06:55:00+00:00,2019-07-22 07:00:00+00:00,2019-07-22,LONG
-1,-1,-1,-1,-4,-1,2019-07-23 05:55:00+00:00,2019-07-23 06:00:00+00:00,2019-07-23,SHORT
1,1,-1,1,2,1,2019-07-24 05:55:00+00:00,2019-07-24 06:00:00+00:00,2019-07-24,LONG
-1,-1,1,-1,-2,-1,2019-07-25 06:55:00+00:00,2019-07-25 07:00:00+00:00,2019-07-25,SHORT
1,-1,1,1,2,1,2019-07-26 05:55:00+00:00,2019-07-26 06:00:00+00:00,2019-07-26,LONG
1,1,1,-1,2,1,2019-07-29 05:55:00+00:00,2019-07-29 06:00:00+00:00,2019-07-29,LONG
-1,-1,1,-1,-2,-1,2019-07-30 05:55:00+00:00,2019-07-30 06:00:00+00:00,2019-07-30,SHORT
-1,-1,-1,-1,-4,-1,2019-07-31 06:55:00+00:00,2019-07-31 07:00:00+00:00,2019-07-31,SHORT
1,1,1,1,4,1,2019-08-01 05:55:00+00:00,2019-08-01 06:00:00+00:00,2019-08-01,LONG
1,1,1,-1,2,1,2019-08-02 07:55:00+00:00,2019-08-02 08:00:00+00:00,2019-08-02,LONG
1,1,1,-1,2,1,2019-08-05 07:55:00+00:00,2019-08-05 08:00:00+00:00,2019-08-05,LONG
1,-1,1,1,2,1,2019-08-06 07:55:00+00:00,2019-08-06 08:00:00+00:00,2019-08-06,LONG
-1,-1,1,-1,-2,-1,2019-08-07 06:55:00+00:00,2019-08-07 07:00:00+00:00,2019-08-07,SHORT
1,1,-1,1,2,1,2019-08-08 05:55:00+00:00,2019-08-08 06:00:00+00:00,2019-08-08,LONG
-1,1,1,1,2,1,2019-08-09 09:55:00+00:00,2019-08-09 10:00:00+00:00,2019-08-09,LONG
-1,-1,-1,1,-2,-1,2019-08-12 07:55:00+00:00,2019-08-12 08:00:00+00:00,2019-08-12,SHORT
1,1,-1,1,2,1,2019-08-13 14:55:00+00:00,2019-08-13 15:00:00+00:00,2019-08-13,LONG
-1,-1,-1,1,-2,-1,2019-08-14 05:55:00+00:00,2019-08-14 06:00:00+00:00,2019-08-14,SHORT
1,-1,1,1,2,1,2019-08-15 08:55:00+00:00,2019-08-15 09:00:00+00:00,2019-08-15,LONG
1,1,1,-1,2,1,2019-08-16 09:55:00+00:00,2019-08-16 10:00:00+00:00,2019-08-16,LONG
1,1,1,-1,2,1,2019-08-19 10:55:00+00:00,2019-08-19 11:00:00+00:00,2019-08-19,LONG
-1,-1,1,-1,-2,-1,2019-08-20 07:55:00+00:00,2019-08-20 08:00:00+00:00,2019-08-20,SHORT
-1,1,-1,-1,-2,-1,2019-08-21 06:55:00+00:00,2019-08-21 07:00:00+00:00,2019-08-21,SHORT
-1,1,1,1,2,1,2019-08-22 06:55:00+00:00,2019-08-22 07:00:00+00:00,2019-08-22,LONG
1,-1,-1,-1,-2,-1,2019-08-23 07:55:00+00:00,2019-08-23 08:00:00+00:00,2019-08-23,SHORT
1,-1,-1,-1,-2,-1,2019-08-26 05:55:00+00:00,2019-08-26 06:00:00+00:00,2019-08-26,SHORT
-1,1,1,1,2,1,2019-08-27 08:55:00+00:00,2019-08-27 09:00:00+00:00,2019-08-27,LONG
1,-1,-1,-1,-2,-1,2019-08-28 09:55:00+00:00,2019-08-28 10:00:00+00:00,2019-08-28,SHORT
1,1,1,-1,2,1,2019-08-29 07:55:00+00:00,2019-08-29 08:00:00+00:00,2019-08-29,LONG
1,1,1,-1,2,1,2019-08-30 05:55:00+00:00,2019-08-30 06:00:00+00:00,2019-08-30,LONG
-1,-1,-1,1,-2,-1,2019-09-02 06:55:00+00:00,2019-09-02 07:00:00+00:00,2019-09-02,SHORT
1,1,-1,1,2,1,2019-09-03 05:55:00+00:00,2019-09-03 06:00:00+00:00,2019-09-03,LONG
-1,-1,1,-1,-2,-1,2019-09-04 06:55:00+00:00,2019-09-04 07:00:00+00:00,2019-09-04,SHORT
-1,-1,1,-1,-2,-1,2019-09-05 07:55:00+00:00,2019-09-05 08:00:00+00:00,2019-09-05,SHORT
-1,-1,1,-1,-2,-1,2019-09-06 08:55:00+00:00,2019-09-06 09:00:00+00:00,2019-09-06,SHORT
1,-1,-1,-1,-2,-1,2019-09-09 05:55:00+00:00,2019-09-09 06:00:00+00:00,2019-09-09,SHORT
-1,1,1,1,2,1,2019-09-10 13:55:00+00:00,2019-09-10 14:00:00+00:00,2019-09-10,LONG
1,1,1,1,4,1,2019-09-11 05:55:00+00:00,2019-09-11 06:00:00+00:00,2019-09-11,LONG
1,1,1,1,4,1,2019-09-12 06:55:00+00:00,2019-09-12 07:00:00+00:00,2019-09-12,LONG
-1,1,1,1,2,1,2019-09-13 06:55:00+00:00,2019-09-13 07:00:00+00:00,2019-09-13,LONG
-1,-1,1,-1,-2,-1,2019-09-16 07:55:00+00:00,2019-09-16 08:00:00+00:00,2019-09-16,SHORT
1,1,-1,1,2,1,2019-09-17 07:55:00+00:00,2019-09-17 08:00:00+00:00,2019-09-17,LONG
-1,-1,-1,-1,-4,-1,2019-09-18 06:55:00+00:00,2019-09-18 07:00:00+00:00,2019-09-18,SHORT
-1,-1,1,-1,-2,-1,2019-09-19 06:55:00+00:00,2019-09-19 07:00:00+00:00,2019-09-19,SHORT
-1,-1,-1,1,-2,-1,2019-09-20 05:55:00+00:00,2019-09-20 06:00:00+00:00,2019-09-20,SHORT
-1,1,1,1,2,1,2019-09-23 05:55:00+00:00,2019-09-23 06:00:00+00:00,2019-09-23,LONG
1,1,1,-1,2,1,2019-09-24 06:55:00+00:00,2019-09-24 07:00:00+00:00,2019-09-24,LONG
1,-1,-1,-1,-2,-1,2019-09-25 07:55:00+00:00,2019-09-25 08:00:00+00:00,2019-09-25,SHORT
1,1,1,1,4,1,2019-09-26 10:55:00+00:00,2019-09-26 11:00:00+00:00,2019-09-26,LONG
1,1,1,-1,2,1,2019-09-27 09:55:00+00:00,2019-09-27 10:00:00+00:00,2019-09-27,LONG
-1,-1,-1,1,-2,-1,2019-09-30 05:55:00+00:00,2019-09-30 06:00:00+00:00,2019-09-30,SHORT
-1,-1,-1,1,-2,-1,2019-10-01 06:55:00+00:00,2019-10-01 07:00:00+00:00,2019-10-01,SHORT
1,-1,-1,-1,-2,-1,2019-10-02 07:55:00+00:00,2019-10-02 08:00:00+00:00,2019-10-02,SHORT
-1,1,-1,-1,-2,-1,2019-10-03 06:55:00+00:00,2019-10-03 07:00:00+00:00,2019-10-03,SHORT
-1,-1,-1,-1,-4,-1,2019-10-04 06:55:00+00:00,2019-10-04 07:00:00+00:00,2019-10-04,SHORT
1,1,1,1,4,1,2019-10-07 11:55:00+00:00,2019-10-07 12:00:00+00:00,2019-10-07,LONG
-1,-1,-1,-1,-4,-1,2019-10-08 05:55:00+00:00,2019-10-08 06:00:00+00:00,2019-10-08,SHORT
1,-1,-1,-1,-2,-1,2019-10-09 08:55:00+00:00,2019-10-09 09:00:00+00:00,2019-10-09,SHORT
1,1,-1,1,2,1,2019-10-10 05:55:00+00:00,2019-10-10 06:00:00+00:00,2019-10-10,LONG
-1,-1,1,-1,-2,-1,2019-10-11 05:55:00+00:00,2019-10-11 06:00:00+00:00,2019-10-11,SHORT
-1,-1,-1,-1,-4,-1,2019-10-14 06:55:00+00:00,2019-10-14 07:00:00+00:00,2019-10-14,SHORT
1,-1,-1,-1,-2,-1,2019-10-15 06:55:00+00:00,2019-10-15 07:00:00+00:00,2019-10-15,SHORT
-1,1,1,1,2,1,2019-10-16 05:55:00+00:00,2019-10-16 06:00:00+00:00,2019-10-16,LONG
-1,-1,1,-1,-2,-1,2019-10-17 06:55:00+00:00,2019-10-17 07:00:00+00:00,2019-10-17,SHORT
-1,-1,1,-1,-2,-1,2019-10-18 06:55:00+00:00,2019-10-18 07:00:00+00:00,2019-10-18,SHORT
-1,-1,-1,-1,-4,-1,2019-10-21 05:55:00+00:00,2019-10-21 06:00:00+00:00,2019-10-21,SHORT
1,1,-1,1,2,1,2019-10-22 11:55:00+00:00,2019-10-22 12:00:00+00:00,2019-10-22,LONG
1,1,1,1,4,1,2019-10-23 05:55:00+00:00,2019-10-23 06:00:00+00:00,2019-10-23,LONG
-1,1,-1,-1,-2,-1,2019-10-24 05:55:00+00:00,2019-10-24 06:00:00+00:00,2019-10-24,SHORT
1,1,1,-1,2,1,2019-10-25 05:55:00+00:00,2019-10-25 06:00:00+00:00,2019-10-25,LONG
1,1,1,1,4,1,2019-10-28 05:55:00+00:00,2019-10-28 06:00:00+00:00,2019-10-28,LONG
-1,-1,1,-1,-2,-1,2019-10-29 05:55:00+00:00,2019-10-29 06:00:00+00:00,2019-10-29,SHORT
-1,-1,1,-1,-2,-1,2019-10-30 08:55:00+00:00,2019-10-30 09:00:00+00:00,2019-10-30,SHORT
1,1,1,1,4,1,2019-10-31 08:55:00+00:00,2019-10-31 09:00:00+00:00,2019-10-31,LONG
-1,-1,1,-1,-2,-1,2019-11-01 06:55:00+00:00,2019-11-01 07:00:00+00:00,2019-11-01,SHORT
1,1,1,0,3,1,2019-11-04 05:55:00+00:00,2019-11-04 06:00:00+00:00,2019-11-04,LONG
1,1,1,1,4,1,2019-11-05 05:55:00+00:00,2019-11-05 06:00:00+00:00,2019-11-05,LONG
-1,1,1,1,2,1,2019-11-06 05:55:00+00:00,2019-11-06 06:00:00+00:00,2019-11-06,LONG
1,1,1,1,4,1,2019-11-07 06:55:00+00:00,2019-11-07 07:00:00+00:00,2019-11-07,LONG
1,1,-1,1,2,1,2019-11-08 05:55:00+00:00,2019-11-08 06:00:00+00:00,2019-11-08,LONG
1,1,1,-1,2,1,2019-11-11 06:55:00+00:00,2019-11-11 07:00:00+00:00,2019-11-11,LONG
1,-1,-1,-1,-2,-1,2019-11-12 06:55:00+00:00,2019-11-12 07:00:00+00:00,2019-11-12,SHORT
-1,-1,1,-1,-2,-1,2019-11-13 06:55:00+00:00,2019-11-13 07:00:00+00:00,2019-11-13,SHORT
1,1,1,-1,2,1,2019-11-14 07:55:00+00:00,2019-11-14 08:00:00+00:00,2019-11-14,LONG
-1,-1,-1,-1,-4,-1,2019-11-15 05:55:00+00:00,2019-11-15 06:00:00+00:00,2019-11-15,SHORT
1,1,1,-1,2,1,2019-11-18 05:55:00+00:00,2019-11-18 06:00:00+00:00,2019-11-18,LONG
1,1,1,-1,2,1,2019-11-19 06:55:00+00:00,2019-11-19 07:00:00+00:00,2019-11-19,LONG
1,1,1,-1,2,1,2019-11-20 05:55:00+00:00,2019-11-20 06:00:00+00:00,2019-11-20,LONG
-1,-1,1,-1,-2,-1,2019-11-21 11:55:00+00:00,2019-11-21 12:00:00+00:00,2019-11-21,SHORT
1,1,1,1,4,1,2019-11-22 09:55:00+00:00,2019-11-22 10:00:00+00:00,2019-11-22,LONG
-1,-1,-1,1,-2,-1,2019-11-25 12:55:00+00:00,2019-11-25 13:00:00+00:00,2019-11-25,SHORT
-1,-1,-1,-1,-4,-1,2019-11-26 10:55:00+00:00,2019-11-26 11:00:00+00:00,2019-11-26,SHORT
1,-1,1,1,2,1,2019-11-27 06:55:00+00:00,2019-11-27 07:00:00+00:00,2019-11-27,LONG
1,1,1,-1,2,1,2019-11-28 08:55:00+00:00,2019-11-28 09:00:00+00:00,2019-11-28,LONG
-1,-1,1,-1,-2,-1,2019-11-29 05:55:00+00:00,2019-11-29 06:00:00+00:00,2019-11-29,SHORT
-1,-1,-1,1,-2,-1,2019-12-02 06:55:00+00:00,2019-12-02 07:00:00+00:00,2019-12-02,SHORT
-1,1,1,1,2,1,2019-12-03 06:55:00+00:00,2019-12-03 07:00:00+00:00,2019-12-03,LONG
1,1,1,-1,2,1,2019-12-04 05:55:00+00:00,2019-12-04 06:00:00+00:00,2019-12-04,LONG
-1,-1,1,-1,-2,-1,2019-12-05 07:55:00+00:00,2019-12-05 08:00:00+00:00,2019-12-05,SHORT
-1,1,1,1,2,1,2019-12-06 07:55:00+00:00,2019-12-06 08:00:00+00:00,2019-12-06,LONG
1,1,1,1,4,1,2019-12-09 14:55:00+00:00,2019-12-09 15:00:00+00:00,2019-12-09,LONG
-1,-1,-1,1,-2,-1,2019-12-10 06:55:00+00:00,2019-12-10 07:00:00+00:00,2019-12-10,SHORT
1,-1,-1,-1,-2,-1,2019-12-11 06:55:00+00:00,2019-12-11 07:00:00+00:00,2019-12-11,SHORT
1,-1,-1,-1,-2,-1,2019-12-12 05:55:00+00:00,2019-12-12 06:00:00+00:00,2019-12-12,SHORT
1,1,-1,1,2,1,2019-12-13 08:55:00+00:00,2019-12-13 09:00:00+00:00,2019-12-13,LONG
