causal_trade_index,family,side,causal_entry_time_utc,oracle_entry_time_utc,absolute_difference_minutes
1292,N4_MICRO_BREAKOUT,LONG,2020-12-11 01:05:00+00:00,2020-12-11 00:35:00+00:00,30.0
1299,N4_MICRO_BREAKOUT,LONG,2020-12-17 01:20:00+00:00,2020-12-17 00:55:00+00:00,25.0
1306,N1_ROLLING_SWEEP_FADE,LONG,2020-12-22 00:05:00+00:00,2020-12-22 00:05:00+00:00,0.0
1307,N4_MICRO_BREAKOUT,SHORT,2020-12-22 00:50:00+00:00,2020-12-22 00:15:00+00:00,35.0
1310,N3_ANCHOR_REVERSION,SHORT,2020-12-23 00:05:00+00:00,2020-12-23 00:05:00+00:00,0.0
1314,N4_MICRO_BREAKOUT,LONG,2020-12-24 00:00:00+00:00,2020-12-24 00:00:00+00:00,0.0
1323,N4_MICRO_BREAKOUT,LONG,2020-12-29 00:05:00+00:00,2020-12-29 00:05:00+00:00,0.0
1324,N4_MICRO_BREAKOUT,LONG,2020-12-29 00:35:00+00:00,2020-12-29 00:15:00+00:00,20.0
1336,N1_ROLLING_SWEEP_FADE,LONG,2021-01-06 01:25:00+00:00,2021-01-06 00:45:00+00:00,40.0
1339,N3_ANCHOR_REVERSION,SHORT,2021-01-07 00:05:00+00:00,2021-01-07 00:20:00+00:00,15.0
1340,N3_ANCHOR_REVERSION,SHORT,2021-01-07 00:30:00+00:00,2021-01-07 00:25:00+00:00,5.0
1356,N1_ROLLING_SWEEP_FADE,LONG,2021-01-26 00:35:00+00:00,2021-01-26 00:45:00+00:00,10.0
1357,N3_ANCHOR_REVERSION,LONG,2021-01-26 01:05:00+00:00,2021-01-26 00:55:00+00:00,10.0
1364,N4_MICRO_BREAKOUT,SHORT,2021-01-28 00:30:00+00:00,2021-01-28 00:15:00+00:00,15.0
1366,N4_MICRO_BREAKOUT,SHORT,2021-01-28 00:55:00+00:00,2021-01-28 00:10:00+00:00,45.0
1374,N4_MICRO_BREAKOUT,LONG,2021-02-09 00:25:00+00:00,2021-02-09 00:15:00+00:00,10.0
1379,N4_MICRO_BREAKOUT,SHORT,2021-02-12 00:55:00+00:00,2021-02-12 00:15:00+00:00,40.0
1385,N4_MICRO_BREAKOUT,LONG,2021-02-15 01:40:00+00:00,2021-02-15 01:10:00+00:00,30.0
1424,N1_ROLLING_SWEEP_FADE,LONG,2021-03-12 00:25:00+00:00,2021-03-12 00:20:00+00:00,5.0
1435,N4_MICRO_BREAKOUT,LONG,2021-03-18 00:20:00+00:00,2021-03-18 00:05:00+00:00,15.0
1443,N1_ROLLING_SWEEP_FADE,LONG,2021-03-24 00:00:00+00:00,2021-03-24 00:00:00+00:00,0.0
1444,N1_ROLLING_SWEEP_FADE,SHORT,2021-03-24 00:30:00+00:00,2021-03-24 00:25:00+00:00,5.0
1451,N1_ROLLING_SWEEP_FADE,LONG,2021-03-26 00:25:00+00:00,2021-03-26 00:20:00+00:00,5.0
1452,N4_MICRO_BREAKOUT,LONG,2021-03-26 00:55:00+00:00,2021-03-26 00:45:00+00:00,10.0
1458,N3_ANCHOR_REVERSION,SHORT,2021-04-02 00:20:00+00:00,2021-04-02 00:20:00+00:00,0.0
1459,N4_MICRO_BREAKOUT,SHORT,2021-04-02 00:45:00+00:00,2021-04-02 00:25:00+00:00,20.0
1469,N3_ANCHOR_REVERSION,SHORT,2021-04-06 00:25:00+00:00,2021-04-06 00:20:00+00:00,5.0
1480,N4_MICRO_BREAKOUT,LONG,2021-04-29 00:10:00+00:00,2021-04-29 00:10:00+00:00,0.0
1504,N1_ROLLING_SWEEP_FADE,SHORT,2021-05-11 00:05:00+00:00,2021-05-11 00:05:00+00:00,0.0
1505,N4_MICRO_BREAKOUT,SHORT,2021-05-11 00:25:00+00:00,2021-05-11 00:15:00+00:00,10.0
1512,N1_ROLLING_SWEEP_FADE,LONG,2021-05-13 00:15:00+00:00,2021-05-13 00:15:00+00:00,0.0
1513,N4_MICRO_BREAKOUT,LONG,2021-05-13 00:45:00+00:00,2021-05-13 00:10:00+00:00,35.0
1522,N4_MICRO_BREAKOUT,SHORT,2021-05-17 00:30:00+00:00,2021-05-17 00:15:00+00:00,15.0
1534,N1_ROLLING_SWEEP_FADE,LONG,2021-05-20 00:00:00+00:00,2021-05-20 00:00:00+00:00,0.0
1537,N4_MICRO_BREAKOUT,LONG,2021-05-20 01:00:00+00:00,2021-05-20 00:15:00+00:00,45.0
1538,N1_ROLLING_SWEEP_FADE,LONG,2021-05-21 00:05:00+00:00,2021-05-21 00:05:00+00:00,0.0
1539,N4_MICRO_BREAKOUT,LONG,2021-05-21 00:15:00+00:00,2021-05-21 00:10:00+00:00,5.0
1540,N3_ANCHOR_REVERSION,SHORT,2021-05-21 00:20:00+00:00,2021-05-21 00:15:00+00:00,5.0
1545,N4_MICRO_BREAKOUT,SHORT,2021-05-27 00:20:00+00:00,2021-05-27 00:15:00+00:00,5.0
1547,N4_MICRO_BREAKOUT,SHORT,2021-05-27 01:10:00+00:00,2021-05-27 00:10:00+00:00,60.0
1551,N1_ROLLING_SWEEP_FADE,LONG,2021-06-01 00:30:00+00:00,2021-06-01 00:30:00+00:00,0.0
1555,N4_MICRO_BREAKOUT,LONG,2021-06-02 00:15:00+00:00,2021-06-02 00:05:00+00:00,10.0
1559,N4_MICRO_BREAKOUT,SHORT,2021-06-03 00:05:00+00:00,2021-06-03 00:45:00+00:00,40.0
1561,N4_MICRO_BREAKOUT,SHORT,2021-06-03 01:50:00+00:00,2021-06-03 01:00:00+00:00,50.0
1565,N1_ROLLING_SWEEP_FADE,SHORT,2021-06-07 00:00:00+00:00,2021-06-07 00:10:00+00:00,10.0
1567,N3_ANCHOR_REVERSION,SHORT,2021-06-07 00:45:00+00:00,2021-06-07 00:25:00+00:00,20.0
1571,N1_ROLLING_SWEEP_FADE,SHORT,2021-06-10 00:10:00+00:00,2021-06-10 00:10:00+00:00,0.0
1572,N4_MICRO_BREAKOUT,SHORT,2021-06-10 01:05:00+00:00,2021-06-10 00:15:00+00:00,50.0
1575,N4_MICRO_BREAKOUT,LONG,2021-06-11 00:05:00+00:00,2021-06-11 00:05:00+00:00,0.0
1582,N4_MICRO_BREAKOUT,SHORT,2021-06-14 00:55:00+00:00,2021-06-14 00:15:00+00:00,40.0
1600,N4_MICRO_BREAKOUT,SHORT,2021-06-23 00:25:00+00:00,2021-06-23 00:20:00+00:00,5.0
1604,N1_ROLLING_SWEEP_FADE,SHORT,2021-06-24 00:10:00+00:00,2021-06-24 00:10:00+00:00,0.0
1612,N4_MICRO_BREAKOUT,SHORT,2021-07-01 00:10:00+00:00,2021-07-01 00:10:00+00:00,0.0
1616,N1_ROLLING_SWEEP_FADE,SHORT,2021-07-02 00:05:00+00:00,2021-07-02 00:00:00+00:00,5.0
1623,N4_MICRO_BREAKOUT,SHORT,2021-07-05 00:05:00+00:00,2021-07-05 00:45:00+00:00,40.0
1634,N4_MICRO_BREAKOUT,SHORT,2021-07-08 00:05:00+00:00,2021-07-08 00:05:00+00:00,0.0
1638,N1_ROLLING_SWEEP_FADE,SHORT,2021-07-09 00:05:00+00:00,2021-07-09 00:10:00+00:00,5.0
1639,N4_MICRO_BREAKOUT,SHORT,2021-07-09 00:40:00+00:00,2021-07-09 00:25:00+00:00,15.0
1650,N3_ANCHOR_REVERSION,LONG,2021-07-15 00:45:00+00:00,2021-07-15 00:50:00+00:00,5.0
1654,N1_ROLLING_SWEEP_FADE,SHORT,2021-07-16 00:15:00+00:00,2021-07-16 00:15:00+00:00,0.0
1664,N1_ROLLING_SWEEP_FADE,SHORT,2021-07-21 00:35:00+00:00,2021-07-21 00:20:00+00:00,15.0
1671,N4_MICRO_BREAKOUT,LONG,2021-07-23 00:30:00+00:00,2021-07-23 00:05:00+00:00,25.0
1678,N4_MICRO_BREAKOUT,LONG,2021-07-27 00:15:00+00:00,2021-07-27 00:05:00+00:00,10.0
1693,N4_MICRO_BREAKOUT,LONG,2021-08-18 00:20:00+00:00,2021-08-18 00:15:00+00:00,5.0
1697,N4_MICRO_BREAKOUT,SHORT,2021-08-19 00:15:00+00:00,2021-08-19 00:15:00+00:00,0.0
1710,N4_MICRO_BREAKOUT,SHORT,2021-08-24 00:30:00+00:00,2021-08-24 00:20:00+00:00,10.0
1713,N1_ROLLING_SWEEP_FADE,SHORT,2021-08-25 00:10:00+00:00,2021-08-25 00:10:00+00:00,0.0
1714,N4_MICRO_BREAKOUT,SHORT,2021-08-25 00:35:00+00:00,2021-08-25 00:20:00+00:00,15.0
1719,N4_MICRO_BREAKOUT,SHORT,2021-08-26 01:10:00+00:00,2021-08-26 00:15:00+00:00,55.0
1722,N4_MICRO_BREAKOUT,SHORT,2021-08-27 00:20:00+00:00,2021-08-27 00:15:00+00:00,5.0
1727,N4_MICRO_BREAKOUT,LONG,2021-08-30 00:25:00+00:00,2021-08-30 00:15:00+00:00,10.0
1734,N4_MICRO_BREAKOUT,SHORT,2021-09-01 00:25:00+00:00,2021-09-01 00:15:00+00:00,10.0
1743,N4_MICRO_BREAKOUT,LONG,2021-09-03 00:45:00+00:00,2021-09-03 00:20:00+00:00,25.0
1754,N1_ROLLING_SWEEP_FADE,LONG,2021-09-08 00:10:00+00:00,2021-09-08 00:10:00+00:00,0.0
1768,N1_ROLLING_SWEEP_FADE,LONG,2021-09-14 00:30:00+00:00,2021-09-14 00:25:00+00:00,5.0
1784,N1_ROLLING_SWEEP_FADE,LONG,2021-09-22 00:00:00+00:00,2021-09-22 00:45:00+00:00,45.0
1785,N4_MICRO_BREAKOUT,SHORT,2021-09-22 00:45:00+00:00,2021-09-22 00:05:00+00:00,40.0
1796,N4_MICRO_BREAKOUT,SHORT,2021-10-05 00:25:00+00:00,2021-10-05 00:20:00+00:00,5.0
1809,N1_ROLLING_SWEEP_FADE,LONG,2021-10-20 00:30:00+00:00,2021-10-20 00:25:00+00:00,5.0
1810,N1_ROLLING_SWEEP_FADE,LONG,2021-10-20 00:40:00+00:00,2021-10-20 00:40:00+00:00,0.0
1811,N4_MICRO_BREAKOUT,LONG,2021-10-20 01:25:00+00:00,2021-10-20 00:45:00+00:00,40.0
1813,N4_MICRO_BREAKOUT,LONG,2021-10-21 00:50:00+00:00,2021-10-21 00:15:00+00:00,35.0
1822,N1_ROLLING_SWEEP_FADE,SHORT,2021-10-25 00:10:00+00:00,2021-10-25 00:55:00+00:00,45.0
1826,N1_ROLLING_SWEEP_FADE,SHORT,2021-10-26 00:05:00+00:00,2021-10-26 00:05:00+00:00,0.0
1827,N3_ANCHOR_REVERSION,LONG,2021-10-26 00:40:00+00:00,2021-10-26 00:25:00+00:00,15.0
1830,N4_MICRO_BREAKOUT,LONG,2021-10-27 00:05:00+00:00,2021-10-27 00:05:00+00:00,0.0
1834,N4_MICRO_BREAKOUT,SHORT,2021-10-28 00:30:00+00:00,2021-10-28 00:10:00+00:00,20.0
1839,N4_MICRO_BREAKOUT,SHORT,2021-11-01 00:20:00+00:00,2021-11-01 00:25:00+00:00,5.0
1840,N1_ROLLING_SWEEP_FADE,LONG,2021-11-01 00:25:00+00:00,2021-11-01 00:20:00+00:00,5.0
1843,N1_ROLLING_SWEEP_FADE,LONG,2021-11-02 00:00:00+00:00,2021-11-02 00:20:00+00:00,20.0
1844,N1_ROLLING_SWEEP_FADE,LONG,2021-11-02 00:35:00+00:00,2021-11-02 00:35:00+00:00,0.0
1853,N1_ROLLING_SWEEP_FADE,SHORT,2021-11-05 00:05:00+00:00,2021-11-05 00:05:00+00:00,0.0
1863,N4_MICRO_BREAKOUT,SHORT,2021-11-09 00:35:00+00:00,2021-11-09 00:15:00+00:00,20.0
1870,N1_ROLLING_SWEEP_FADE,SHORT,2021-11-11 00:00:00+00:00,2021-11-11 00:00:00+00:00,0.0
1880,N1_ROLLING_SWEEP_FADE,SHORT,2021-11-22 00:35:00+00:00,2021-11-22 00:25:00+00:00,10.0
1884,N1_ROLLING_SWEEP_FADE,SHORT,2021-11-23 00:05:00+00:00,2021-11-23 00:05:00+00:00,0.0
1891,N1_ROLLING_SWEEP_FADE,SHORT,2021-11-29 00:25:00+00:00,2021-11-29 00:25:00+00:00,0.0
1897,N4_MICRO_BREAKOUT,SHORT,2021-12-06 00:40:00+00:00,2021-12-06 00:15:00+00:00,25.0
1901,N3_ANCHOR_REVERSION,LONG,2021-12-07 01:25:00+00:00,2021-12-07 01:05:00+00:00,20.0
1913,N1_ROLLING_SWEEP_FADE,SHORT,2021-12-10 00:35:00+00:00,2021-12-10 00:35:00+00:00,0.0
1926,N4_MICRO_BREAKOUT,LONG,2021-12-15 00:45:00+00:00,2021-12-15 00:15:00+00:00,30.0
1930,N1_ROLLING_SWEEP_FADE,LONG,2021-12-16 00:30:00+00:00,2021-12-16 00:30:00+00:00,0.0
1934,N1_ROLLING_SWEEP_FADE,SHORT,2021-12-17 00:05:00+00:00,2021-12-17 00:00:00+00:00,5.0
1935,N4_MICRO_BREAKOUT,SHORT,2021-12-17 01:10:00+00:00,2021-12-17 00:20:00+00:00,50.0
1941,N1_ROLLING_SWEEP_FADE,SHORT,2021-12-20 00:15:00+00:00,2021-12-20 00:25:00+00:00,10.0
1942,N1_ROLLING_SWEEP_FADE,SHORT,2021-12-20 00:35:00+00:00,2021-12-20 00:30:00+00:00,5.0
1943,N4_MICRO_BREAKOUT,SHORT,2021-12-20 01:30:00+00:00,2021-12-20 00:40:00+00:00,50.0
1949,N4_MICRO_BREAKOUT,LONG,2021-12-23 00:10:00+00:00,2021-12-23 00:10:00+00:00,0.0
1953,N1_ROLLING_SWEEP_FADE,LONG,2021-12-24 00:05:00+00:00,2021-12-24 00:00:00+00:00,5.0
1966,N3_ANCHOR_REVERSION,SHORT,2021-12-30 00:05:00+00:00,2021-12-30 00:05:00+00:00,0.0
1973,N4_MICRO_BREAKOUT,SHORT,2022-01-03 00:35:00+00:00,2022-01-03 00:15:00+00:00,20.0
1977,N4_MICRO_BREAKOUT,LONG,2022-01-04 00:05:00+00:00,2022-01-04 00:00:00+00:00,5.0
1983,N4_MICRO_BREAKOUT,SHORT,2022-01-06 00:35:00+00:00,2022-01-06 00:20:00+00:00,15.0
1989,N4_MICRO_BREAKOUT,SHORT,2022-01-10 01:45:00+00:00,2022-01-10 00:50:00+00:00,55.0
1993,N4_MICRO_BREAKOUT,LONG,2022-01-11 00:25:00+00:00,2022-01-11 00:15:00+00:00,10.0
1997,N4_MICRO_BREAKOUT,LONG,2022-01-12 00:05:00+00:00,2022-01-12 00:00:00+00:00,5.0
1998,N3_ANCHOR_REVERSION,SHORT,2022-01-12 01:00:00+00:00,2022-01-12 00:40:00+00:00,20.0
2001,N4_MICRO_BREAKOUT,SHORT,2022-01-13 00:00:00+00:00,2022-01-13 00:10:00+00:00,10.0
2002,N1_ROLLING_SWEEP_FADE,LONG,2022-01-13 00:05:00+00:00,2022-01-13 00:00:00+00:00,5.0
2007,N4_MICRO_BREAKOUT,SHORT,2022-01-17 00:05:00+00:00,2022-01-17 00:00:00+00:00,5.0
2012,N4_MICRO_BREAKOUT,LONG,2022-01-18 00:20:00+00:00,2022-01-18 00:15:00+00:00,5.0
2021,N4_MICRO_BREAKOUT,SHORT,2022-01-25 00:05:00+00:00,2022-01-25 00:05:00+00:00,0.0
2037,N4_MICRO_BREAKOUT,SHORT,2022-02-01 00:20:00+00:00,2022-02-01 00:15:00+00:00,5.0
2043,N4_MICRO_BREAKOUT,LONG,2022-02-04 00:35:00+00:00,2022-02-04 00:20:00+00:00,15.0
2048,N4_MICRO_BREAKOUT,SHORT,2022-02-07 00:20:00+00:00,2022-02-07 00:15:00+00:00,5.0
2050,N4_MICRO_BREAKOUT,SHORT,2022-02-07 01:10:00+00:00,2022-02-07 00:10:00+00:00,60.0
2063,N4_MICRO_BREAKOUT,SHORT,2022-02-11 00:30:00+00:00,2022-02-11 00:20:00+00:00,10.0
2076,N1_ROLLING_SWEEP_FADE,LONG,2022-02-21 00:05:00+00:00,2022-02-21 00:05:00+00:00,0.0
2080,N1_ROLLING_SWEEP_FADE,SHORT,2022-02-22 00:35:00+00:00,2022-02-22 00:30:00+00:00,5.0
2088,N4_MICRO_BREAKOUT,SHORT,2022-02-24 00:10:00+00:00,2022-02-24 00:10:00+00:00,0.0
2089,N4_MICRO_BREAKOUT,SHORT,2022-02-24 00:30:00+00:00,2022-02-24 00:15:00+00:00,15.0
2092,N4_MICRO_BREAKOUT,LONG,2022-02-25 00:30:00+00:00,2022-02-25 00:20:00+00:00,10.0
2100,N3_ANCHOR_REVERSION,LONG,2022-02-28 00:05:00+00:00,2022-02-28 00:00:00+00:00,5.0
2101,N1_ROLLING_SWEEP_FADE,LONG,2022-02-28 01:05:00+00:00,2022-02-28 00:25:00+00:00,40.0
2116,N4_MICRO_BREAKOUT,SHORT,2022-03-04 00:10:00+00:00,2022-03-04 00:05:00+00:00,5.0
2117,N4_MICRO_BREAKOUT,SHORT,2022-03-04 00:20:00+00:00,2022-03-04 00:15:00+00:00,5.0
2118,N1_ROLLING_SWEEP_FADE,LONG,2022-03-04 00:30:00+00:00,2022-03-04 00:45:00+00:00,15.0
2119,N4_MICRO_BREAKOUT,SHORT,2022-03-04 00:40:00+00:00,2022-03-04 00:00:00+00:00,40.0
2124,N3_ANCHOR_REVERSION,LONG,2022-03-07 00:00:00+00:00,2022-03-07 00:00:00+00:00,0.0
2125,N4_MICRO_BREAKOUT,SHORT,2022-03-07 01:05:00+00:00,2022-03-07 00:15:00+00:00,50.0
2132,N3_ANCHOR_REVERSION,SHORT,2022-03-11 00:05:00+00:00,2022-03-11 00:20:00+00:00,15.0
2133,N1_ROLLING_SWEEP_FADE,SHORT,2022-03-11 00:20:00+00:00,2022-03-11 00:25:00+00:00,5.0
2135,N1_ROLLING_SWEEP_FADE,LONG,2022-03-11 01:05:00+00:00,2022-03-11 00:10:00+00:00,55.0
2138,N4_MICRO_BREAKOUT,LONG,2022-03-17 00:05:00+00:00,2022-03-17 00:05:00+00:00,0.0
2140,N4_MICRO_BREAKOUT,LONG,2022-03-17 01:00:00+00:00,2022-03-17 00:25:00+00:00,35.0
2142,N4_MICRO_BREAKOUT,LONG,2022-03-18 00:10:00+00:00,2022-03-18 00:10:00+00:00,0.0
2143,N3_ANCHOR_REVERSION,SHORT,2022-03-18 00:25:00+00:00,2022-03-18 00:25:00+00:00,0.0
2148,N1_ROLLING_SWEEP_FADE,LONG,2022-03-21 00:05:00+00:00,2022-03-21 00:05:00+00:00,0.0
2152,N4_MICRO_BREAKOUT,SHORT,2022-03-22 00:15:00+00:00,2022-03-22 00:15:00+00:00,0.0
2153,N4_MICRO_BREAKOUT,SHORT,2022-03-22 00:55:00+00:00,2022-03-22 00:10:00+00:00,45.0
2159,N1_ROLLING_SWEEP_FADE,LONG,2022-03-30 00:05:00+00:00,2022-03-30 00:00:00+00:00,5.0
2160,N1_ROLLING_SWEEP_FADE,SHORT,2022-03-30 00:10:00+00:00,2022-03-30 00:05:00+00:00,5.0
2165,N4_MICRO_BREAKOUT,LONG,2022-04-05 00:05:00+00:00,2022-04-05 00:25:00+00:00,20.0
2172,N1_ROLLING_SWEEP_FADE,LONG,2022-04-22 00:00:00+00:00,2022-04-22 00:00:00+00:00,0.0
2180,N1_ROLLING_SWEEP_FADE,LONG,2022-04-27 01:50:00+00:00,2022-04-27 00:50:00+00:00,60.0
2185,N4_MICRO_BREAKOUT,SHORT,2022-04-28 00:25:00+00:00,2022-04-28 00:20:00+00:00,5.0
2197,N1_ROLLING_SWEEP_FADE,LONG,2022-05-12 00:00:00+00:00,2022-05-12 00:20:00+00:00,20.0
2199,N4_MICRO_BREAKOUT,LONG,2022-05-12 00:40:00+00:00,2022-05-12 00:35:00+00:00,5.0
2207,N4_MICRO_BREAKOUT,LONG,2022-05-16 00:55:00+00:00,2022-05-16 00:25:00+00:00,30.0
2213,N1_ROLLING_SWEEP_FADE,SHORT,2022-05-18 00:05:00+00:00,2022-05-18 00:10:00+00:00,5.0
2214,N4_MICRO_BREAKOUT,LONG,2022-05-18 00:10:00+00:00,2022-05-18 00:05:00+00:00,5.0
2215,N3_ANCHOR_REVERSION,SHORT,2022-05-18 00:20:00+00:00,2022-05-18 00:15:00+00:00,5.0
2217,N1_ROLLING_SWEEP_FADE,LONG,2022-05-19 00:10:00+00:00,2022-05-19 00:10:00+00:00,0.0
2218,N4_MICRO_BREAKOUT,LONG,2022-05-19 00:50:00+00:00,2022-05-19 00:20:00+00:00,30.0
2226,N4_MICRO_BREAKOUT,LONG,2022-06-03 00:35:00+00:00,2022-06-03 00:20:00+00:00,15.0
2233,N3_ANCHOR_REVERSION,SHORT,2022-06-06 00:30:00+00:00,2022-06-06 00:25:00+00:00,5.0
2237,N4_MICRO_BREAKOUT,SHORT,2022-06-09 00:45:00+00:00,2022-06-09 00:10:00+00:00,35.0
2243,N1_ROLLING_SWEEP_FADE,SHORT,2022-06-20 00:55:00+00:00,2022-06-20 00:05:00+00:00,50.0
2244,N4_MICRO_BREAKOUT,LONG,2022-06-20 01:05:00+00:00,2022-06-20 00:50:00+00:00,15.0
2250,N4_MICRO_BREAKOUT,SHORT,2022-06-22 00:05:00+00:00,2022-06-22 00:05:00+00:00,0.0
2252,N4_MICRO_BREAKOUT,SHORT,2022-06-22 00:45:00+00:00,2022-06-22 00:25:00+00:00,20.0
2261,N1_ROLLING_SWEEP_FADE,SHORT,2022-06-28 00:30:00+00:00,2022-06-28 00:30:00+00:00,0.0
2265,N3_ANCHOR_REVERSION,SHORT,2022-06-29 00:25:00+00:00,2022-06-29 00:20:00+00:00,5.0
2266,N3_ANCHOR_REVERSION,SHORT,2022-06-29 00:35:00+00:00,2022-06-29 00:35:00+00:00,0.0
2269,N1_ROLLING_SWEEP_FADE,SHORT,2022-06-30 00:55:00+00:00,2022-06-30 00:50:00+00:00,5.0
2270,N4_MICRO_BREAKOUT,SHORT,2022-06-30 01:15:00+00:00,2022-06-30 00:45:00+00:00,30.0
2271,N1_ROLLING_SWEEP_FADE,LONG,2022-06-30 01:20:00+00:00,2022-06-30 00:20:00+00:00,60.0
2273,N4_MICRO_BREAKOUT,SHORT,2022-07-01 00:10:00+00:00,2022-07-01 00:05:00+00:00,5.0
2281,N4_MICRO_BREAKOUT,LONG,2022-07-04 00:05:00+00:00,2022-07-04 00:00:00+00:00,5.0
2282,N1_ROLLING_SWEEP_FADE,SHORT,2022-07-04 00:30:00+00:00,2022-07-04 00:25:00+00:00,5.0
2289,N3_ANCHOR_REVERSION,LONG,2022-07-07 00:20:00+00:00,2022-07-07 00:20:00+00:00,0.0
2290,N1_ROLLING_SWEEP_FADE,SHORT,2022-07-07 00:50:00+00:00,2022-07-07 00:00:00+00:00,50.0
2293,N4_MICRO_BREAKOUT,LONG,2022-07-08 00:05:00+00:00,2022-07-08 00:00:00+00:00,5.0
2295,N4_MICRO_BREAKOUT,LONG,2022-07-08 00:20:00+00:00,2022-07-08 00:20:00+00:00,0.0
2305,N3_ANCHOR_REVERSION,LONG,2022-07-14 00:00:00+00:00,2022-07-14 00:00:00+00:00,0.0
2306,N4_MICRO_BREAKOUT,SHORT,2022-07-14 00:30:00+00:00,2022-07-14 00:20:00+00:00,10.0
2325,N4_MICRO_BREAKOUT,LONG,2022-07-21 00:15:00+00:00,2022-07-21 00:10:00+00:00,5.0
2333,N4_MICRO_BREAKOUT,LONG,2022-07-27 00:10:00+00:00,2022-07-27 00:10:00+00:00,0.0
2337,N3_ANCHOR_REVERSION,SHORT,2022-07-28 00:10:00+00:00,2022-07-28 00:10:00+00:00,0.0
2356,N1_ROLLING_SWEEP_FADE,SHORT,2022-08-11 00:10:00+00:00,2022-08-11 00:05:00+00:00,5.0
2365,N4_MICRO_BREAKOUT,LONG,2022-08-15 00:55:00+00:00,2022-08-15 00:15:00+00:00,40.0
2381,N1_ROLLING_SWEEP_FADE,SHORT,2022-09-14 00:00:00+00:00,2022-09-14 00:15:00+00:00,15.0
2382,N1_ROLLING_SWEEP_FADE,SHORT,2022-09-14 00:15:00+00:00,2022-09-14 00:30:00+00:00,15.0
2391,N3_ANCHOR_REVERSION,SHORT,2022-09-30 00:00:00+00:00,2022-09-30 00:00:00+00:00,0.0
2392,N1_ROLLING_SWEEP_FADE,SHORT,2022-09-30 01:00:00+00:00,2022-09-30 00:05:00+00:00,55.0
2399,N4_MICRO_BREAKOUT,LONG,2022-10-06 00:05:00+00:00,2022-10-06 00:05:00+00:00,0.0
2400,N4_MICRO_BREAKOUT,LONG,2022-10-06 00:20:00+00:00,2022-10-06 00:15:00+00:00,5.0
2401,N4_MICRO_BREAKOUT,LONG,2022-10-06 00:30:00+00:00,2022-10-06 00:10:00+00:00,20.0
2402,N3_ANCHOR_REVERSION,SHORT,2022-10-06 00:35:00+00:00,2022-10-06 00:30:00+00:00,5.0
2403,N3_ANCHOR_REVERSION,LONG,2022-10-07 00:00:00+00:00,2022-10-07 00:00:00+00:00,0.0
2404,N1_ROLLING_SWEEP_FADE,SHORT,2022-10-07 00:30:00+00:00,2022-10-07 00:30:00+00:00,0.0
2413,N3_ANCHOR_REVERSION,SHORT,2022-10-18 00:20:00+00:00,2022-10-18 00:15:00+00:00,5.0
2420,N1_ROLLING_SWEEP_FADE,SHORT,2022-10-20 00:05:00+00:00,2022-10-20 00:00:00+00:00,5.0
2421,N1_ROLLING_SWEEP_FADE,LONG,2022-10-20 00:10:00+00:00,2022-10-20 00:10:00+00:00,0.0
2422,N1_ROLLING_SWEEP_FADE,SHORT,2022-10-20 00:35:00+00:00,2022-10-20 00:25:00+00:00,10.0
2428,N4_MICRO_BREAKOUT,SHORT,2022-10-26 00:10:00+00:00,2022-10-26 00:10:00+00:00,0.0
2429,N4_MICRO_BREAKOUT,SHORT,2022-10-26 00:50:00+00:00,2022-10-26 00:20:00+00:00,30.0
2443,N3_ANCHOR_REVERSION,LONG,2022-11-03 00:10:00+00:00,2022-11-03 00:10:00+00:00,0.0
2452,N3_ANCHOR_REVERSION,LONG,2022-11-09 00:20:00+00:00,2022-11-09 00:15:00+00:00,5.0
2453,N3_ANCHOR_REVERSION,LONG,2022-11-09 01:00:00+00:00,2022-11-09 00:10:00+00:00,50.0
2456,N1_ROLLING_SWEEP_FADE,SHORT,2022-11-10 01:10:00+00:00,2022-11-10 00:40:00+00:00,30.0
2471,N4_MICRO_BREAKOUT,LONG,2022-12-13 00:35:00+00:00,2022-12-13 00:30:00+00:00,5.0
2476,N1_ROLLING_SWEEP_FADE,SHORT,2022-12-16 00:35:00+00:00,2022-12-16 00:35:00+00:00,0.0
2477,N1_ROLLING_SWEEP_FADE,LONG,2022-12-16 00:55:00+00:00,2022-12-16 01:00:00+00:00,5.0
2478,N4_MICRO_BREAKOUT,LONG,2022-12-16 01:05:00+00:00,2022-12-16 01:10:00+00:00,5.0
2479,N1_ROLLING_SWEEP_FADE,SHORT,2022-12-16 01:10:00+00:00,2022-12-16 00:30:00+00:00,40.0
2492,N3_ANCHOR_REVERSION,SHORT,2022-12-23 00:05:00+00:00,2022-12-23 00:00:00+00:00,5.0
2493,N3_ANCHOR_REVERSION,SHORT,2022-12-23 00:25:00+00:00,2022-12-23 00:20:00+00:00,5.0
2500,N4_MICRO_BREAKOUT,SHORT,2022-12-28 00:25:00+00:00,2022-12-28 00:20:00+00:00,5.0
2527,N3_ANCHOR_REVERSION,LONG,2023-01-06 00:05:00+00:00,2023-01-06 00:05:00+00:00,0.0
2528,N4_MICRO_BREAKOUT,LONG,2023-01-06 01:05:00+00:00,2023-01-06 00:15:00+00:00,50.0
2535,N3_ANCHOR_REVERSION,SHORT,2023-01-09 00:20:00+00:00,2023-01-09 00:20:00+00:00,0.0
2536,N1_ROLLING_SWEEP_FADE,SHORT,2023-01-09 01:10:00+00:00,2023-01-09 00:15:00+00:00,55.0
