report_date,market,cftc_contract_market_code,open_interest_all,producer_long_all,producer_short_all,swap_long_all,swap_short_all,managed_money_long_all,managed_money_short_all,managed_money_spread_all,other_reportable_long_all,other_reportable_short_all,nonreportable_long_all,nonreportable_short_all
2023-09-12,GOLD - COMMODITY EXCHANGE INC.,088691,441221,17361,39709,83274,205736,117737,83166,34102,117967,28674,46740,25794
2023-09-19,GOLD - COMMODITY EXCHANGE INC.,088691,438078,15305,40593,82606,210250,121172,73782,35725,116544,28771,43921,26152
2023-09-26,GOLD - COMMODITY EXCHANGE INC.,088691,435620,13152,39819,88126,196295,114668,91230,35282,120892,28515,45213,26192
2023-10-03,GOLD - COMMODITY EXCHANGE INC.,088691,431226,16614,38810,85747,175533,100500,108061,32940,127906,29119,45256,24500
2023-10-10,GOLD - COMMODITY EXCHANGE INC.,088691,436499,19010,37437,91619,163620,93934,120701,34940,126398,28198,44470,25475
2023-10-17,GOLD - COMMODITY EXCHANGE INC.,088691,439581,11737,41703,84592,182625,104708,89605,39547,126704,29069,40863,25602
2023-10-24,GOLD - COMMODITY EXCHANGE INC.,088691,463476,10642,50787,81233,206961,122456,66708,41442,129013,35376,42129,25641
2023-10-31,GOLD - COMMODITY EXCHANGE INC.,088691,475808,11165,55350,79294,217816,140111,65271,41868,120942,32357,44792,25510
2023-11-07,GOLD - COMMODITY EXCHANGE INC.,088691,484347,10487,55470,82014,223122,140609,62374,44562,121044,33063,45484,25609
2023-11-14,GOLD - COMMODITY EXCHANGE INC.,088691,486634,12176,55241,83706,217660,132924,68609,46638,121428,30367,45409,23766
2023-11-21,GOLD - COMMODITY EXCHANGE INC.,088691,508429,14081,59990,80946,225272,144381,65246,42144,125320,32750,43959,25429
2023-11-28,GOLD - COMMODITY EXCHANGE INC.,088691,505658,14333,64941,76804,244788,169695,54802,28942,120150,34959,45650,27142
2023-12-05,GOLD - COMMODITY EXCHANGE INC.,088691,487469,12631,62325,76376,253627,159907,50520,27391,128933,34776,47483,24082
2023-12-12,GOLD - COMMODITY EXCHANGE INC.,088691,469939,13420,58535,76081,243774,149634,54106,28531,123902,31197,46457,21882
2023-12-19,GOLD - COMMODITY EXCHANGE INC.,088691,481203,12836,60852,75017,254059,155697,47421,28885,125275,32212,48019,22300
2023-12-26,GOLD - COMMODITY EXCHANGE INC.,088691,491343,13243,58256,74400,261732,152801,46347,30180,137042,35778,48036,23409
2024-01-02,GOLD - COMMODITY EXCHANGE INC.,088691,500364,13674,55375,76117,269894,154384,45235,33238,136322,37822,49200,21371
2024-01-09,GOLD - COMMODITY EXCHANGE INC.,088691,489849,11949,56950,78213,250913,134333,45874,35868,137332,37177,50574,21487
2024-01-16,GOLD - COMMODITY EXCHANGE INC.,088691,489334,12864,53418,75791,242657,130931,47702,41913,131429,34765,49640,22113
2024-01-23,GOLD - COMMODITY EXCHANGE INC.,088691,465872,13724,52673,78535,231679,111298,50265,40521,129802,21361,45644,23025
2024-01-30,GOLD - COMMODITY EXCHANGE INC.,088691,430328,15272,49631,77882,214041,108093,52069,33205,111129,19362,45364,22637
2024-02-06,GOLD - COMMODITY EXCHANGE INC.,088691,419121,14285,50903,77734,221357,114316,46247,31466,114307,20638,41863,23360
2024-02-13,GOLD - COMMODITY EXCHANGE INC.,088691,420812,15888,48131,78854,199591,100642,66466,36698,116863,19871,44228,22416
2024-02-20,GOLD - COMMODITY EXCHANGE INC.,088691,407063,10614,49065,77980,198940,98840,48917,35670,112194,21855,41846,22697
2024-02-27,GOLD - COMMODITY EXCHANGE INC.,088691,411195,11378,51050,78743,197423,103885,47732,36277,111063,25580,38943,22227
2024-03-05,GOLD - COMMODITY EXCHANGE INC.,088691,471616,11650,60537,77009,234914,145106,35343,38504,119042,37512,44782,29283
2024-03-12,GOLD - COMMODITY EXCHANGE INC.,088691,516057,30471,78911,75076,244909,173994,32911,39000,109068,48549,47992,31321
2024-03-19,GOLD - COMMODITY EXCHANGE INC.,088691,535047,32136,81346,77067,245387,172588,29692,49801,106144,47438,49131,33203
2024-03-26,GOLD - COMMODITY EXCHANGE INC.,088691,503642,32765,80270,80421,251256,163006,27211,33140,102641,39142,48004,28958
2024-04-02,GOLD - COMMODITY EXCHANGE INC.,088691,500045,32235,77122,80217,261044,173073,25993,30153,108326,48156,48931,30467
2024-04-09,GOLD - COMMODITY EXCHANGE INC.,088691,505214,34191,76217,79228,261784,174617,32885,29589,105182,44495,51559,29396
2024-04-16,GOLD - COMMODITY EXCHANGE INC.,088691,517193,37797,71700,78012,266867,169910,35174,37065,108867,41680,50245,29410
2024-04-23,GOLD - COMMODITY EXCHANGE INC.,088691,516249,37917,70510,75873,270152,176400,34261,44015,103135,42383,48914,24933
2024-04-30,GOLD - COMMODITY EXCHANGE INC.,088691,519791,37917,68644,73085,269856,171853,36826,48645,106997,37814,50274,26986
2024-05-07,GOLD - COMMODITY EXCHANGE INC.,088691,529835,35488,67658,73131,268227,164780,38681,56799,107364,33896,54701,27002
2024-05-14,GOLD - COMMODITY EXCHANGE INC.,088691,522952,35446,65005,75210,277761,171868,41433,36357,105774,31713,52633,25019
2024-05-21,GOLD - COMMODITY EXCHANGE INC.,088691,530591,20490,57460,76171,297864,190605,42082,35310,110124,28841,55264,26407
2024-05-28,GOLD - COMMODITY EXCHANGE INC.,088691,485430,18542,59186,69148,289454,174444,25616,24917,112293,24536,51528,27163
2024-06-04,GOLD - COMMODITY EXCHANGE INC.,088691,447488,15962,55848,56738,282783,172560,20261,17978,112006,27003,49807,21178
2024-06-11,GOLD - COMMODITY EXCHANGE INC.,088691,436857,15922,56729,55474,275178,168424,15459,15958,108345,27384,50311,23726
2024-06-18,GOLD - COMMODITY EXCHANGE INC.,088691,444345,15030,57588,55910,281082,177639,17018,15366,109508,27045,47659,23013
2024-06-25,GOLD - COMMODITY EXCHANGE INC.,088691,452190,15601,58204,58751,287636,174756,16554,17574,110129,22102,48436,23177
2024-07-02,GOLD - COMMODITY EXCHANGE INC.,088691,454730,14424,59169,59925,279979,167688,16873,22299,112429,21701,47694,24438
2024-07-09,GOLD - COMMODITY EXCHANGE INC.,088691,516324,14031,66422,62183,290421,181982,24515,42934,121061,23753,50623,24769
2024-07-16,GOLD - COMMODITY EXCHANGE INC.,088691,579862,23789,84107,62675,311661,216502,31970,31300,133325,32833,53814,29534
2024-07-23,GOLD - COMMODITY EXCHANGE INC.,088691,572306,15685,69900,58598,305308,197802,34942,41039,143798,33584,53705,25854
2024-07-30,GOLD - COMMODITY EXCHANGE INC.,088691,510914,19913,64678,55083,283175,185586,33222,22563,127778,33541,49931,23675
2024-08-06,GOLD - COMMODITY EXCHANGE INC.,088691,480645,16637,63782,56985,278874,180303,29517,21094,117816,29853,51205,20920
2024-08-13,GOLD - COMMODITY EXCHANGE INC.,088691,505872,16717,69652,54827,294394,203844,25929,19009,124925,35576,50388,25150
2024-08-20,GOLD - COMMODITY EXCHANGE INC.,088691,532867,15569,79564,53461,305972,222142,28837,19236,133409,35461,52918,27665
2024-08-27,GOLD - COMMODITY EXCHANGE INC.,088691,521759,10714,79098,52822,306757,217976,17685,21993,125354,31200,54689,26815
2024-09-03,GOLD - COMMODITY EXCHANGE INC.,088691,511136,11841,81470,55089,297347,212086,19996,20378,127071,31603,51198,26869
2024-09-10,GOLD - COMMODITY EXCHANGE INC.,088691,511501,12568,87942,52865,284390,213645,23190,20876,126361,34315,50937,26539
2024-09-17,GOLD - COMMODITY EXCHANGE INC.,088691,537627,12663,90250,45549,303089,241844,25489,21035,127890,34179,52976,27915
2024-09-24,GOLD - COMMODITY EXCHANGE INC.,088691,564640,13517,93547,45705,305381,256435,37406,20681,131137,34776,53444,29128
2024-10-01,GOLD - COMMODITY EXCHANGE INC.,088691,533107,12220,87446,42840,295138,247867,33405,18204,122184,36715,53191,25598
2024-10-08,GOLD - COMMODITY EXCHANGE INC.,088691,520316,12830,83981,44853,277678,227596,33537,23430,121295,37174,51440,25644
2024-10-15,GOLD - COMMODITY EXCHANGE INC.,088691,541232,13088,87786,43311,281271,233871,34450,35343,123623,36610,50490,24266
2024-10-22,GOLD - COMMODITY EXCHANGE INC.,088691,573760,12942,95037,39452,282058,242427,37267,52677,129386,38342,54214,25717
2024-10-29,GOLD - COMMODITY EXCHANGE INC.,088691,579468,12379,86999,40174,269225,234856,39683,64343,131780,48300,53432,28414
2024-11-05,GOLD - COMMODITY EXCHANGE INC.,088691,558034,13066,82429,39763,253459,219687,36684,69684,117129,44803,52637,24907
2024-11-12,GOLD - COMMODITY EXCHANGE INC.,088691,535981,13211,80667,36733,234859,203661,38365,62058,112564,41409,56838,27707
2024-11-19,GOLD - COMMODITY EXCHANGE INC.,088691,502952,13787,84104,34758,226763,193355,38181,46147,115999,36806,52421,24466
2024-11-26,GOLD - COMMODITY EXCHANGE INC.,088691,472660,14309,81389,32845,238285,203596,24306,29011,99805,28757,46574,24392
2024-12-03,GOLD - COMMODITY EXCHANGE INC.,088691,462040,10967,73308,32964,256898,203580,22845,28552,104031,25030,48337,21798
2024-12-10,GOLD - COMMODITY EXCHANGE INC.,088691,483346,11204,77649,33312,263738,218482,22404,32041,105850,26342,46448,25163
2024-12-17,GOLD - COMMODITY EXCHANGE INC.,088691,466571,9971,82426,32522,245300,201880,18378,39928,101098,22559,48388,25196
2024-12-24,GOLD - COMMODITY EXCHANGE INC.,088691,454646,9198,83987,31583,230130,186099,20602,40060,103317,21185,47813,22106
2024-12-31,GOLD - COMMODITY EXCHANGE INC.,088691,458584,9983,83344,31829,229764,182128,15959,47970,100779,19669,47357,23340
