timeframe,prior_bar_time,next_bar_time,duration_seconds,prior_weekday,prior_hour,next_weekday,next_hour,occurrence_count,present_in_run1,present_in_run2
H1,2019-10-21T20:00:00,2019-10-21T22:00:00,7200,0,20,0,22,940,true,true
H1,2019-10-22T20:00:00,2019-10-22T22:00:00,7200,1,20,1,22,1036,true,true
H1,2019-10-23T20:00:00,2019-10-23T22:00:00,7200,2,20,2,22,1040,true,true
H1,2019-10-24T20:00:00,2019-10-24T22:00:00,7200,3,20,3,22,998,true,true
H1,2019-10-25T20:00:00,2019-10-27T22:00:00,180000,4,20,6,22,954,true,true
H1,2019-10-28T19:00:00,2019-10-28T22:00:00,10800,0,19,0,22,34,true,true
H1,2019-10-29T19:00:00,2019-10-29T22:00:00,10800,1,19,1,22,34,true,true
H1,2019-10-30T19:00:00,2019-10-30T22:00:00,10800,2,19,2,22,34,true,true
H1,2019-10-31T19:00:00,2019-10-31T22:00:00,10800,3,19,3,22,32,true,true
H1,2019-11-01T19:00:00,2019-11-03T22:00:00,183600,4,19,6,22,50,true,true
H1,2019-11-04T20:00:00,2019-11-04T22:00:00,7200,0,20,0,22,940,true,true
H1,2019-11-05T20:00:00,2019-11-05T22:00:00,7200,1,20,1,22,1036,true,true
H1,2019-11-06T20:00:00,2019-11-06T22:00:00,7200,2,20,2,22,1040,true,true
H1,2019-11-07T20:00:00,2019-11-07T22:00:00,7200,3,20,3,22,998,true,true
H1,2019-11-08T20:00:00,2019-11-10T22:00:00,180000,4,20,6,22,954,true,true
H1,2019-11-11T20:00:00,2019-11-11T22:00:00,7200,0,20,0,22,940,true,true
H1,2019-11-12T20:00:00,2019-11-12T22:00:00,7200,1,20,1,22,1036,true,true
H1,2019-11-13T20:00:00,2019-11-13T22:00:00,7200,2,20,2,22,1040,true,true
H1,2019-11-14T20:00:00,2019-11-14T22:00:00,7200,3,20,3,22,998,true,true
H1,2019-11-15T20:00:00,2019-11-17T22:00:00,180000,4,20,6,22,954,true,true
H1,2019-11-18T20:00:00,2019-11-18T22:00:00,7200,0,20,0,22,940,true,true
H1,2019-11-19T20:00:00,2019-11-19T22:00:00,7200,1,20,1,22,1036,true,true
H1,2019-11-20T20:00:00,2019-11-20T22:00:00,7200,2,20,2,22,1040,true,true
H1,2019-11-21T20:00:00,2019-11-21T22:00:00,7200,3,20,3,22,998,true,true
H1,2019-11-22T20:00:00,2019-11-24T22:00:00,180000,4,20,6,22,954,true,true
H1,2019-11-25T20:00:00,2019-11-25T22:00:00,7200,0,20,0,22,940,true,true
H1,2019-11-26T20:00:00,2019-11-26T22:00:00,7200,1,20,1,22,1036,true,true
H1,2019-11-27T20:00:00,2019-11-27T22:00:00,7200,2,20,2,22,1040,true,true
H1,2019-11-28T16:00:00,2019-11-28T22:00:00,21600,3,16,3,22,16,true,true
H1,2019-11-29T17:00:00,2019-12-01T22:00:00,190800,4,17,6,22,18,true,true
H1,2019-12-02T20:00:00,2019-12-02T22:00:00,7200,0,20,0,22,940,true,true
H1,2019-12-03T20:00:00,2019-12-03T22:00:00,7200,1,20,1,22,1036,true,true
H1,2019-12-04T20:00:00,2019-12-04T22:00:00,7200,2,20,2,22,1040,true,true
H1,2019-12-05T20:00:00,2019-12-05T22:00:00,7200,3,20,3,22,998,true,true
H1,2019-12-06T20:00:00,2019-12-08T22:00:00,180000,4,20,6,22,954,true,true
H1,2019-12-09T20:00:00,2019-12-09T22:00:00,7200,0,20,0,22,940,true,true
H1,2019-12-10T20:00:00,2019-12-10T22:00:00,7200,1,20,1,22,1036,true,true
H1,2019-12-11T20:00:00,2019-12-11T22:00:00,7200,2,20,2,22,1040,true,true
H1,2019-12-12T20:00:00,2019-12-12T22:00:00,7200,3,20,3,22,998,true,true
H1,2019-12-13T20:00:00,2019-12-15T22:00:00,180000,4,20,6,22,954,true,true
H1,2019-12-16T20:00:00,2019-12-16T22:00:00,7200,0,20,0,22,940,true,true
H1,2019-12-17T20:00:00,2019-12-17T22:00:00,7200,1,20,1,22,1036,true,true
H1,2019-12-18T20:00:00,2019-12-18T22:00:00,7200,2,20,2,22,1040,true,true
H1,2019-12-19T20:00:00,2019-12-19T22:00:00,7200,3,20,3,22,998,true,true
H1,2019-12-20T20:00:00,2019-12-22T22:00:00,180000,4,20,6,22,954,true,true
H1,2019-12-23T20:00:00,2019-12-23T22:00:00,7200,0,20,0,22,940,true,true
H1,2019-12-24T17:00:00,2019-12-26T03:00:00,122400,1,17,3,3,4,true,true
H1,2019-12-26T20:00:00,2019-12-26T22:00:00,7200,3,20,3,22,998,true,true
H1,2019-12-27T20:00:00,2019-12-29T22:00:00,180000,4,20,6,22,954,true,true
H1,2019-12-30T20:00:00,2019-12-30T22:00:00,7200,0,20,0,22,940,true,true
H1,2019-12-31T17:00:00,2020-01-02T03:00:00,122400,1,17,3,3,4,true,true
H1,2020-01-02T20:00:00,2020-01-02T22:00:00,7200,3,20,3,22,998,true,true
H1,2020-01-03T20:00:00,2020-01-05T22:00:00,180000,4,20,6,22,954,true,true
H1,2020-01-06T20:00:00,2020-01-06T22:00:00,7200,0,20,0,22,940,true,true
H1,2020-01-07T20:00:00,2020-01-07T22:00:00,7200,1,20,1,22,1036,true,true
H1,2020-01-08T20:00:00,2020-01-08T22:00:00,7200,2,20,2,22,1040,true,true
H1,2020-01-09T20:00:00,2020-01-09T22:00:00,7200,3,20,3,22,998,true,true
H1,2020-01-10T20:00:00,2020-01-12T22:00:00,180000,4,20,6,22,954,true,true
H1,2020-01-13T20:00:00,2020-01-13T22:00:00,7200,0,20,0,22,940,true,true
H1,2020-01-14T20:00:00,2020-01-14T22:00:00,7200,1,20,1,22,1036,true,true
H1,2020-01-15T20:00:00,2020-01-15T22:00:00,7200,2,20,2,22,1040,true,true
H1,2020-01-16T20:00:00,2020-01-16T22:00:00,7200,3,20,3,22,998,true,true
H1,2020-01-17T20:00:00,2020-01-19T22:00:00,180000,4,20,6,22,954,true,true
H1,2020-01-20T16:00:00,2020-01-20T22:00:00,21600,0,16,0,22,50,true,true
H1,2020-01-21T20:00:00,2020-01-21T22:00:00,7200,1,20,1,22,1036,true,true
H1,2020-01-22T20:00:00,2020-01-22T22:00:00,7200,2,20,2,22,1040,true,true
H1,2020-01-23T20:00:00,2020-01-23T22:00:00,7200,3,20,3,22,998,true,true
H1,2020-01-24T20:00:00,2020-01-26T22:00:00,180000,4,20,6,22,954,true,true
H1,2020-01-27T20:00:00,2020-01-27T22:00:00,7200,0,20,0,22,940,true,true
H1,2020-01-28T20:00:00,2020-01-28T22:00:00,7200,1,20,1,22,1036,true,true
H1,2020-01-29T20:00:00,2020-01-29T22:00:00,7200,2,20,2,22,1040,true,true
H1,2020-01-30T20:00:00,2020-01-30T22:00:00,7200,3,20,3,22,998,true,true
H1,2020-01-31T20:00:00,2020-02-02T22:00:00,180000,4,20,6,22,954,true,true
H1,2020-02-03T20:00:00,2020-02-03T22:00:00,7200,0,20,0,22,940,true,true
H1,2020-02-04T20:00:00,2020-02-04T22:00:00,7200,1,20,1,22,1036,true,true
H1,2020-02-05T20:00:00,2020-02-05T22:00:00,7200,2,20,2,22,1040,true,true
H1,2020-02-06T20:00:00,2020-02-06T22:00:00,7200,3,20,3,22,998,true,true
H1,2020-02-07T20:00:00,2020-02-09T22:00:00,180000,4,20,6,22,954,true,true
H1,2020-02-10T20:00:00,2020-02-10T22:00:00,7200,0,20,0,22,940,true,true
H1,2020-02-11T20:00:00,2020-02-11T22:00:00,7200,1,20,1,22,1036,true,true
H1,2020-02-12T20:00:00,2020-02-12T22:00:00,7200,2,20,2,22,1040,true,true
H1,2020-02-13T20:00:00,2020-02-13T22:00:00,7200,3,20,3,22,998,true,true
H1,2020-02-14T20:00:00,2020-02-16T22:00:00,180000,4,20,6,22,954,true,true
H1,2020-02-17T16:00:00,2020-02-17T22:00:00,21600,0,16,0,22,50,true,true
H1,2020-02-18T20:00:00,2020-02-18T22:00:00,7200,1,20,1,22,1036,true,true
H1,2020-02-19T20:00:00,2020-02-19T22:00:00,7200,2,20,2,22,1040,true,true
H1,2020-02-20T20:00:00,2020-02-20T22:00:00,7200,3,20,3,22,998,true,true
H1,2020-02-21T20:00:00,2020-02-23T22:00:00,180000,4,20,6,22,954,true,true
H1,2020-02-24T20:00:00,2020-02-24T22:00:00,7200,0,20,0,22,940,true,true
H1,2020-02-25T20:00:00,2020-02-25T22:00:00,7200,1,20,1,22,1036,true,true
H1,2020-02-26T20:00:00,2020-02-26T22:00:00,7200,2,20,2,22,1040,true,true
H1,2020-02-27T20:00:00,2020-02-27T22:00:00,7200,3,20,3,22,998,true,true
H1,2020-02-28T20:00:00,2020-03-01T22:00:00,180000,4,20,6,22,954,true,true
H1,2020-03-02T20:00:00,2020-03-02T22:00:00,7200,0,20,0,22,940,true,true
H1,2020-03-03T20:00:00,2020-03-03T22:00:00,7200,1,20,1,22,1036,true,true
H1,2020-03-04T20:00:00,2020-03-04T22:00:00,7200,2,20,2,22,1040,true,true
H1,2020-03-05T20:00:00,2020-03-05T22:00:00,7200,3,20,3,22,998,true,true
H1,2020-03-06T20:00:00,2020-03-08T22:00:00,180000,4,20,6,22,954,true,true
H1,2020-03-09T19:00:00,2020-03-09T22:00:00,10800,0,19,0,22,34,true,true
H1,2020-03-10T19:00:00,2020-03-10T22:00:00,10800,1,19,1,22,34,true,true
H1,2020-03-11T19:00:00,2020-03-11T22:00:00,10800,2,19,2,22,34,true,true
H1,2020-03-12T19:00:00,2020-03-12T22:00:00,10800,3,19,3,22,32,true,true
H1,2020-03-13T19:00:00,2020-03-15T22:00:00,183600,4,19,6,22,50,true,true
H1,2020-03-16T19:00:00,2020-03-16T22:00:00,10800,0,19,0,22,34,true,true
H1,2020-03-17T19:00:00,2020-03-17T22:00:00,10800,1,19,1,22,34,true,true
H1,2020-03-18T19:00:00,2020-03-18T22:00:00,10800,2,19,2,22,34,true,true
H1,2020-03-19T19:00:00,2020-03-19T22:00:00,10800,3,19,3,22,32,true,true
H1,2020-03-20T19:00:00,2020-03-22T22:00:00,183600,4,19,6,22,50,true,true
H1,2020-03-23T19:00:00,2020-03-23T22:00:00,10800,0,19,0,22,34,true,true
H1,2020-03-24T19:00:00,2020-03-24T22:00:00,10800,1,19,1,22,34,true,true
H1,2020-03-25T19:00:00,2020-03-25T22:00:00,10800,2,19,2,22,34,true,true
H1,2020-03-26T19:00:00,2020-03-26T22:00:00,10800,3,19,3,22,32,true,true
H1,2020-03-27T19:00:00,2020-03-29T22:00:00,183600,4,19,6,22,50,true,true
H1,2020-03-30T20:00:00,2020-03-30T22:00:00,7200,0,20,0,22,940,true,true
H1,2020-03-31T20:00:00,2020-03-31T22:00:00,7200,1,20,1,22,1036,true,true
H1,2020-04-01T20:00:00,2020-04-01T22:00:00,7200,2,20,2,22,1040,true,true
H1,2020-04-02T20:00:00,2020-04-02T22:00:00,7200,3,20,3,22,998,true,true
H1,2020-04-03T20:00:00,2020-04-05T22:00:00,180000,4,20,6,22,954,true,true
H1,2020-04-06T20:00:00,2020-04-06T22:00:00,7200,0,20,0,22,940,true,true
H1,2020-04-07T20:00:00,2020-04-07T22:00:00,7200,1,20,1,22,1036,true,true
H1,2020-04-08T20:00:00,2020-04-08T22:00:00,7200,2,20,2,22,1040,true,true
H1,2020-04-09T20:00:00,2020-04-12T22:00:00,266400,3,20,6,22,20,true,true
H1,2020-04-13T20:00:00,2020-04-13T22:00:00,7200,0,20,0,22,940,true,true
H1,2020-04-14T20:00:00,2020-04-14T22:00:00,7200,1,20,1,22,1036,true,true
H1,2020-04-15T20:00:00,2020-04-15T22:00:00,7200,2,20,2,22,1040,true,true
H1,2020-04-16T20:00:00,2020-04-16T22:00:00,7200,3,20,3,22,998,true,true
H1,2020-04-17T20:00:00,2020-04-19T22:00:00,180000,4,20,6,22,954,true,true
H1,2020-04-20T20:00:00,2020-04-20T22:00:00,7200,0,20,0,22,940,true,true
H1,2020-04-21T20:00:00,2020-04-21T22:00:00,7200,1,20,1,22,1036,true,true
H1,2020-04-22T20:00:00,2020-04-22T22:00:00,7200,2,20,2,22,1040,true,true
H1,2020-04-23T20:00:00,2020-04-23T22:00:00,7200,3,20,3,22,998,true,true
H1,2020-04-24T20:00:00,2020-04-26T22:00:00,180000,4,20,6,22,954,true,true
H1,2020-04-27T20:00:00,2020-04-27T22:00:00,7200,0,20,0,22,940,true,true
H1,2020-04-28T20:00:00,2020-04-28T22:00:00,7200,1,20,1,22,1036,true,true
H1,2020-04-29T20:00:00,2020-04-29T22:00:00,7200,2,20,2,22,1040,true,true
H1,2020-04-30T20:00:00,2020-04-30T22:00:00,7200,3,20,3,22,998,true,true
H1,2020-05-01T20:00:00,2020-05-03T22:00:00,180000,4,20,6,22,954,true,true
H1,2020-05-04T20:00:00,2020-05-04T22:00:00,7200,0,20,0,22,940,true,true
H1,2020-05-05T20:00:00,2020-05-05T22:00:00,7200,1,20,1,22,1036,true,true
H1,2020-05-06T20:00:00,2020-05-06T22:00:00,7200,2,20,2,22,1040,true,true
H1,2020-05-07T20:00:00,2020-05-07T22:00:00,7200,3,20,3,22,998,true,true
H1,2020-05-08T20:00:00,2020-05-10T22:00:00,180000,4,20,6,22,954,true,true
H1,2020-05-11T20:00:00,2020-05-11T22:00:00,7200,0,20,0,22,940,true,true
H1,2020-05-12T20:00:00,2020-05-12T22:00:00,7200,1,20,1,22,1036,true,true
H1,2020-05-13T20:00:00,2020-05-13T22:00:00,7200,2,20,2,22,1040,true,true
H1,2020-05-14T20:00:00,2020-05-14T22:00:00,7200,3,20,3,22,998,true,true
H1,2020-05-15T20:00:00,2020-05-17T22:00:00,180000,4,20,6,22,954,true,true
H1,2020-05-18T20:00:00,2020-05-18T22:00:00,7200,0,20,0,22,940,true,true
H1,2020-05-19T20:00:00,2020-05-19T22:00:00,7200,1,20,1,22,1036,true,true
H1,2020-05-20T20:00:00,2020-05-20T22:00:00,7200,2,20,2,22,1040,true,true
H1,2020-05-21T20:00:00,2020-05-21T22:00:00,7200,3,20,3,22,998,true,true
H1,2020-05-22T20:00:00,2020-05-24T22:00:00,180000,4,20,6,22,954,true,true
H1,2020-05-25T16:00:00,2020-05-25T22:00:00,21600,0,16,0,22,50,true,true
H1,2020-05-26T20:00:00,2020-05-26T22:00:00,7200,1,20,1,22,1036,true,true
H1,2020-05-27T20:00:00,2020-05-27T22:00:00,7200,2,20,2,22,1040,true,true
H1,2020-05-28T20:00:00,2020-05-28T22:00:00,7200,3,20,3,22,998,true,true
H1,2020-05-29T20:00:00,2020-05-31T22:00:00,180000,4,20,6,22,954,true,true
H1,2020-06-01T20:00:00,2020-06-01T22:00:00,7200,0,20,0,22,940,true,true
H1,2020-06-02T20:00:00,2020-06-02T22:00:00,7200,1,20,1,22,1036,true,true
H1,2020-06-03T20:00:00,2020-06-03T22:00:00,7200,2,20,2,22,1040,true,true
H1,2020-06-04T20:00:00,2020-06-04T22:00:00,7200,3,20,3,22,998,true,true
H1,2020-06-05T20:00:00,2020-06-07T22:00:00,180000,4,20,6,22,954,true,true
H1,2020-06-08T20:00:00,2020-06-08T22:00:00,7200,0,20,0,22,940,true,true
H1,2020-06-09T20:00:00,2020-06-09T22:00:00,7200,1,20,1,22,1036,true,true
H1,2020-06-10T20:00:00,2020-06-10T22:00:00,7200,2,20,2,22,1040,true,true
H1,2020-06-11T20:00:00,2020-06-11T22:00:00,7200,3,20,3,22,998,true,true
H1,2020-06-12T20:00:00,2020-06-14T22:00:00,180000,4,20,6,22,954,true,true
H1,2020-06-15T20:00:00,2020-06-15T22:00:00,7200,0,20,0,22,940,true,true
H1,2020-06-16T20:00:00,2020-06-16T22:00:00,7200,1,20,1,22,1036,true,true
H1,2020-06-17T20:00:00,2020-06-17T22:00:00,7200,2,20,2,22,1040,true,true
H1,2020-06-18T20:00:00,2020-06-18T22:00:00,7200,3,20,3,22,998,true,true
H1,2020-06-19T20:00:00,2020-06-21T22:00:00,180000,4,20,6,22,954,true,true
H1,2020-06-22T20:00:00,2020-06-22T22:00:00,7200,0,20,0,22,940,true,true
H1,2020-06-23T20:00:00,2020-06-23T22:00:00,7200,1,20,1,22,1036,true,true
H1,2020-06-24T20:00:00,2020-06-24T22:00:00,7200,2,20,2,22,1040,true,true
H1,2020-06-25T20:00:00,2020-06-25T22:00:00,7200,3,20,3,22,998,true,true
H1,2020-06-26T20:00:00,2020-06-28T22:00:00,180000,4,20,6,22,954,true,true
H1,2020-06-29T20:00:00,2020-06-29T22:00:00,7200,0,20,0,22,940,true,true
H1,2020-06-30T20:00:00,2020-06-30T22:00:00,7200,1,20,1,22,1036,true,true
H1,2020-07-01T20:00:00,2020-07-01T22:00:00,7200,2,20,2,22,1040,true,true
H1,2020-07-02T20:00:00,2020-07-02T22:00:00,7200,3,20,3,22,998,true,true
H1,2020-07-03T16:00:00,2020-07-05T22:00:00,194400,4,16,6,22,10,true,true
H1,2020-07-06T20:00:00,2020-07-06T22:00:00,7200,0,20,0,22,940,true,true
H1,2020-07-07T20:00:00,2020-07-07T22:00:00,7200,1,20,1,22,1036,true,true
H1,2020-07-08T20:00:00,2020-07-08T22:00:00,7200,2,20,2,22,1040,true,true
H1,2020-07-09T20:00:00,2020-07-09T22:00:00,7200,3,20,3,22,998,true,true
H1,2020-07-10T20:00:00,2020-07-12T22:00:00,180000,4,20,6,22,954,true,true
H1,2020-07-13T20:00:00,2020-07-13T22:00:00,7200,0,20,0,22,940,true,true
H1,2020-07-14T20:00:00,2020-07-14T22:00:00,7200,1,20,1,22,1036,true,true
H1,2020-07-15T20:00:00,2020-07-15T22:00:00,7200,2,20,2,22,1040,true,true
H1,2020-07-16T20:00:00,2020-07-16T22:00:00,7200,3,20,3,22,998,true,true
H1,2020-07-17T20:00:00,2020-07-19T22:00:00,180000,4,20,6,22,954,true,true
H1,2020-07-20T20:00:00,2020-07-20T22:00:00,7200,0,20,0,22,940,true,true
H1,2020-07-21T20:00:00,2020-07-21T22:00:00,7200,1,20,1,22,1036,true,true
H1,2020-07-22T20:00:00,2020-07-22T22:00:00,7200,2,20,2,22,1040,true,true
H1,2020-07-23T20:00:00,2020-07-23T22:00:00,7200,3,20,3,22,998,true,true
H1,2020-07-24T20:00:00,2020-07-26T22:00:00,180000,4,20,6,22,954,true,true
H1,2020-07-27T20:00:00,2020-07-27T22:00:00,7200,0,20,0,22,940,true,true
H1,2020-07-28T20:00:00,2020-07-28T22:00:00,7200,1,20,1,22,1036,true,true
H1,2020-07-29T20:00:00,2020-07-29T22:00:00,7200,2,20,2,22,1040,true,true
H1,2020-07-30T20:00:00,2020-07-30T22:00:00,7200,3,20,3,22,998,true,true
H1,2020-07-31T20:00:00,2020-08-02T22:00:00,180000,4,20,6,22,954,true,true
H1,2020-08-03T20:00:00,2020-08-03T22:00:00,7200,0,20,0,22,940,true,true
H1,2020-08-04T20:00:00,2020-08-04T22:00:00,7200,1,20,1,22,1036,true,true
H1,2020-08-05T20:00:00,2020-08-05T22:00:00,7200,2,20,2,22,1040,true,true
H1,2020-08-06T20:00:00,2020-08-06T22:00:00,7200,3,20,3,22,998,true,true
H1,2020-08-07T20:00:00,2020-08-09T22:00:00,180000,4,20,6,22,954,true,true
H1,2020-08-10T20:00:00,2020-08-10T22:00:00,7200,0,20,0,22,940,true,true
H1,2020-08-11T20:00:00,2020-08-11T22:00:00,7200,1,20,1,22,1036,true,true
H1,2020-08-12T20:00:00,2020-08-12T22:00:00,7200,2,20,2,22,1040,true,true
H1,2020-08-13T20:00:00,2020-08-13T22:00:00,7200,3,20,3,22,998,true,true
H1,2020-08-14T20:00:00,2020-08-16T22:00:00,180000,4,20,6,22,954,true,true
H1,2020-08-17T20:00:00,2020-08-17T22:00:00,7200,0,20,0,22,940,true,true
H1,2020-08-18T20:00:00,2020-08-18T22:00:00,7200,1,20,1,22,1036,true,true
H1,2020-08-19T20:00:00,2020-08-19T22:00:00,7200,2,20,2,22,1040,true,true
H1,2020-08-20T20:00:00,2020-08-20T22:00:00,7200,3,20,3,22,998,true,true
H1,2020-08-21T20:00:00,2020-08-23T22:00:00,180000,4,20,6,22,954,true,true
H1,2020-08-24T20:00:00,2020-08-24T22:00:00,7200,0,20,0,22,940,true,true
H1,2020-08-25T20:00:00,2020-08-25T22:00:00,7200,1,20,1,22,1036,true,true
H1,2020-08-26T20:00:00,2020-08-26T22:00:00,7200,2,20,2,22,1040,true,true
H1,2020-08-27T20:00:00,2020-08-27T22:00:00,7200,3,20,3,22,998,true,true
H1,2020-08-28T20:00:00,2020-08-30T22:00:00,180000,4,20,6,22,954,true,true
H1,2020-08-31T20:00:00,2020-08-31T22:00:00,7200,0,20,0,22,940,true,true
H1,2020-09-01T20:00:00,2020-09-01T22:00:00,7200,1,20,1,22,1036,true,true
H1,2020-09-02T20:00:00,2020-09-02T22:00:00,7200,2,20,2,22,1040,true,true
H1,2020-09-03T20:00:00,2020-09-03T22:00:00,7200,3,20,3,22,998,true,true
H1,2020-09-04T20:00:00,2020-09-06T22:00:00,180000,4,20,6,22,954,true,true
H1,2020-09-07T16:00:00,2020-09-07T22:00:00,21600,0,16,0,22,50,true,true
H1,2020-09-08T20:00:00,2020-09-08T22:00:00,7200,1,20,1,22,1036,true,true
H1,2020-09-09T20:00:00,2020-09-09T22:00:00,7200,2,20,2,22,1040,true,true
H1,2020-09-10T20:00:00,2020-09-10T22:00:00,7200,3,20,3,22,998,true,true
H1,2020-09-11T20:00:00,2020-09-13T22:00:00,180000,4,20,6,22,954,true,true
H1,2020-09-14T20:00:00,2020-09-14T22:00:00,7200,0,20,0,22,940,true,true
H1,2020-09-15T20:00:00,2020-09-15T22:00:00,7200,1,20,1,22,1036,true,true
H1,2020-09-16T20:00:00,2020-09-16T22:00:00,7200,2,20,2,22,1040,true,true
H1,2020-09-17T20:00:00,2020-09-17T22:00:00,7200,3,20,3,22,998,true,true
H1,2020-09-18T20:00:00,2020-09-20T22:00:00,180000,4,20,6,22,954,true,true
H1,2020-09-21T20:00:00,2020-09-21T22:00:00,7200,0,20,0,22,940,true,true
H1,2020-09-22T20:00:00,2020-09-22T22:00:00,7200,1,20,1,22,1036,true,true
H1,2020-09-23T20:00:00,2020-09-23T22:00:00,7200,2,20,2,22,1040,true,true
H1,2020-09-24T20:00:00,2020-09-24T22:00:00,7200,3,20,3,22,998,true,true
H1,2020-09-25T20:00:00,2020-09-27T22:00:00,180000,4,20,6,22,954,true,true
H1,2020-09-28T20:00:00,2020-09-28T22:00:00,7200,0,20,0,22,940,true,true
H1,2020-09-29T20:00:00,2020-09-29T22:00:00,7200,1,20,1,22,1036,true,true
H1,2020-09-30T20:00:00,2020-09-30T22:00:00,7200,2,20,2,22,1040,true,true
H1,2020-10-01T20:00:00,2020-10-01T22:00:00,7200,3,20,3,22,998,true,true
H1,2020-10-02T20:00:00,2020-10-04T22:00:00,180000,4,20,6,22,954,true,true
H1,2020-10-05T20:00:00,2020-10-05T22:00:00,7200,0,20,0,22,940,true,true
H1,2020-10-06T20:00:00,2020-10-06T22:00:00,7200,1,20,1,22,1036,true,true
H1,2020-10-07T20:00:00,2020-10-07T22:00:00,7200,2,20,2,22,1040,true,true
H1,2020-10-08T20:00:00,2020-10-08T22:00:00,7200,3,20,3,22,998,true,true
H1,2020-10-09T20:00:00,2020-10-11T22:00:00,180000,4,20,6,22,954,true,true
H1,2020-10-12T20:00:00,2020-10-12T22:00:00,7200,0,20,0,22,940,true,true
H1,2020-10-13T20:00:00,2020-10-13T22:00:00,7200,1,20,1,22,1036,true,true
H1,2020-10-14T20:00:00,2020-10-14T22:00:00,7200,2,20,2,22,1040,true,true
H1,2020-10-15T20:00:00,2020-10-15T22:00:00,7200,3,20,3,22,998,true,true
H1,2020-10-16T20:00:00,2020-10-18T22:00:00,180000,4,20,6,22,954,true,true
H1,2020-10-19T20:00:00,2020-10-19T22:00:00,7200,0,20,0,22,940,true,true
H1,2020-10-20T20:00:00,2020-10-20T22:00:00,7200,1,20,1,22,1036,true,true
H1,2020-10-21T20:00:00,2020-10-21T22:00:00,7200,2,20,2,22,1040,true,true
H1,2020-10-22T20:00:00,2020-10-22T22:00:00,7200,3,20,3,22,998,true,true
H1,2020-10-23T20:00:00,2020-10-25T21:00:00,176400,4,20,6,21,20,true,true
H1,2020-10-26T19:00:00,2020-10-26T21:00:00,7200,0,19,0,21,34,true,true
H1,2020-10-27T19:00:00,2020-10-27T21:00:00,7200,1,19,1,21,34,true,true
H1,2020-10-28T19:00:00,2020-10-28T21:00:00,7200,2,19,2,21,34,true,true
H1,2020-10-29T19:00:00,2020-10-29T21:00:00,7200,3,19,3,21,32,true,true
H1,2020-10-30T19:00:00,2020-11-01T22:00:00,183600,4,19,6,22,50,true,true
H1,2020-11-02T20:00:00,2020-11-02T22:00:00,7200,0,20,0,22,940,true,true
H1,2020-11-03T20:00:00,2020-11-03T22:00:00,7200,1,20,1,22,1036,true,true
H1,2020-11-04T20:00:00,2020-11-04T22:00:00,7200,2,20,2,22,1040,true,true
H1,2020-11-05T20:00:00,2020-11-05T22:00:00,7200,3,20,3,22,998,true,true
H1,2020-11-06T20:00:00,2020-11-08T22:00:00,180000,4,20,6,22,954,true,true
H1,2020-11-09T20:00:00,2020-11-09T22:00:00,7200,0,20,0,22,940,true,true
H1,2020-11-10T20:00:00,2020-11-10T22:00:00,7200,1,20,1,22,1036,true,true
H1,2020-11-11T20:00:00,2020-11-11T22:00:00,7200,2,20,2,22,1040,true,true
H1,2020-11-12T20:00:00,2020-11-12T22:00:00,7200,3,20,3,22,998,true,true
H1,2020-11-13T20:00:00,2020-11-15T22:00:00,180000,4,20,6,22,954,true,true
H1,2020-11-16T20:00:00,2020-11-16T22:00:00,7200,0,20,0,22,940,true,true
H1,2020-11-17T20:00:00,2020-11-17T22:00:00,7200,1,20,1,22,1036,true,true
H1,2020-11-18T20:00:00,2020-11-18T22:00:00,7200,2,20,2,22,1040,true,true
H1,2020-11-19T20:00:00,2020-11-19T22:00:00,7200,3,20,3,22,998,true,true
H1,2020-11-20T20:00:00,2020-11-22T22:00:00,180000,4,20,6,22,954,true,true
H1,2020-11-23T20:00:00,2020-11-23T22:00:00,7200,0,20,0,22,940,true,true
H1,2020-11-24T20:00:00,2020-11-24T22:00:00,7200,1,20,1,22,1036,true,true
H1,2020-11-25T20:00:00,2020-11-25T22:00:00,7200,2,20,2,22,1040,true,true
H1,2020-11-26T16:00:00,2020-11-26T22:00:00,21600,3,16,3,22,16,true,true
H1,2020-11-27T17:00:00,2020-11-29T22:00:00,190800,4,17,6,22,18,true,true
H1,2020-11-30T20:00:00,2020-11-30T22:00:00,7200,0,20,0,22,940,true,true
H1,2020-12-01T20:00:00,2020-12-01T22:00:00,7200,1,20,1,22,1036,true,true
H1,2020-12-02T20:00:00,2020-12-02T22:00:00,7200,2,20,2,22,1040,true,true
H1,2020-12-03T20:00:00,2020-12-03T22:00:00,7200,3,20,3,22,998,true,true
H1,2020-12-04T20:00:00,2020-12-06T22:00:00,180000,4,20,6,22,954,true,true
H1,2020-12-07T20:00:00,2020-12-07T22:00:00,7200,0,20,0,22,940,true,true
H1,2020-12-08T20:00:00,2020-12-08T22:00:00,7200,1,20,1,22,1036,true,true
H1,2020-12-09T20:00:00,2020-12-09T22:00:00,7200,2,20,2,22,1040,true,true
H1,2020-12-10T20:00:00,2020-12-10T22:00:00,7200,3,20,3,22,998,true,true
H1,2020-12-11T20:00:00,2020-12-13T22:00:00,180000,4,20,6,22,954,true,true
H1,2020-12-14T20:00:00,2020-12-14T22:00:00,7200,0,20,0,22,940,true,true
H1,2020-12-15T20:00:00,2020-12-15T22:00:00,7200,1,20,1,22,1036,true,true
H1,2020-12-16T20:00:00,2020-12-16T22:00:00,7200,2,20,2,22,1040,true,true
