month,subregime,admitted_individual_experts,training_trades,training_early_trades,training_late_trades,training_profit_factor,training_stress_profit_factor,training_early_profit_factor,training_late_profit_factor,training_net_r,training_overlap_rejections,admitted
2024-06,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2024-06,6,2,42,20,22,1.4888164200033993,1.4344628901713186,0.8020844790780574,2.6043817214333926,10.314385676482944,0,False
2024-07,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2024-07,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2024-07,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2024-07,4,2,79,45,34,1.8686464343625622,1.786024935886962,1.4222060031051513,2.7242745727989632,30.569302939886093,22,True
2024-07,5,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2024-07,6,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2024-08,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2024-08,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2024-08,3,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2024-08,4,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2024-08,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2024-08,6,2,43,23,20,1.5596820812950878,1.5025927412012492,1.1458080576538252,2.2320019086141483,11.80970320648,0,True
2024-09,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2024-09,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2024-09,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2024-09,4,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2024-09,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2024-09,6,2,47,27,20,1.309973164561622,1.2612763587947178,1.0242071204401915,1.8173720575768633,7.787451615278532,0,True
2024-10,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2024-10,2,2,37,25,12,1.5724913838000407,1.5196326264203945,1.8972475999582952,1.0626684667313135,10.348740962927074,1,True
2024-10,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2024-10,4,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2024-10,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2024-10,6,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2024-11,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2024-11,2,2,40,26,14,1.347397391134586,1.2999779590544798,1.738888166282779,0.8261110013199342,7.328881279499859,1,False
2024-11,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2024-11,4,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2024-11,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2024-11,6,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2024-12,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2024-12,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2024-12,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2024-12,4,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2024-12,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2024-12,6,2,17,6,11,2.1265754173278,2.047398020784255,2.9844608728515203,1.7841524657613261,7.923066166090271,0,True
2025-01,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2025-01,2,2,40,23,17,1.646181380536314,1.5891222762919486,2.3199429112598784,1.0410089895169377,12.331514221140424,2,True
2025-01,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2025-01,4,2,60,35,25,2.0820722528588735,1.9951664993537481,1.986367926311819,2.225234807326317,27.193592302591675,18,True
2025-01,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2025-01,6,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2025-02,1,2,40,22,18,1.6463492984035704,1.5900867592425434,2.154350489996359,1.1900066455657075,12.333919226750925,2,True
2025-02,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2025-02,3,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2025-02,4,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2025-02,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2025-02,6,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2025-03,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2025-03,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2025-03,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2025-03,4,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2025-03,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2025-03,6,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2025-04,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2025-04,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2025-04,3,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2025-04,4,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2025-04,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2025-04,6,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2025-05,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2025-05,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2025-05,3,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2025-05,4,3,68,38,30,1.6733372953548777,1.6046570462638758,1.4896800059625563,1.9411622890133384,21.658337448728492,22,True
2025-05,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2025-05,6,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2025-06,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2025-06,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2025-06,3,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2025-06,4,2,67,37,30,1.834914198792078,1.7616720359440754,1.7526251609473347,1.9423270869272262,25.172069090060273,21,True
2025-06,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2025-06,6,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2025-07,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2025-07,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2025-07,3,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2025-07,4,3,69,35,34,1.6227343392875175,1.5566281901199928,1.577152512605546,1.6710832692511313,20.65594546253873,23,True
2025-07,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2025-07,6,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2025-08,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2025-08,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2025-08,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2025-08,4,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2025-08,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2025-08,6,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2025-09,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2025-09,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2025-09,3,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2025-09,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2025-09,5,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2025-09,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2025-10,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2025-10,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2025-10,3,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2025-10,4,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2025-10,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2025-10,6,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2025-11,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2025-11,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2025-11,3,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2025-11,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2025-11,5,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2025-11,6,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2025-12,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2025-12,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2025-12,3,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2025-12,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2025-12,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2025-12,6,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2026-01,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2026-01,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2026-01,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2026-01,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2026-01,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2026-01,6,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2026-02,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2026-02,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2026-02,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2026-02,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2026-02,5,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2026-02,6,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2026-03,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2026-03,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2026-03,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2026-03,4,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2026-03,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2026-03,6,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2026-04,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2026-04,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2026-04,3,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2026-04,4,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2026-04,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2026-04,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2026-05,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2026-05,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2026-05,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2026-05,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2026-05,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2026-05,6,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2026-06,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2026-06,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2026-06,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2026-06,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2026-06,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
2026-06,6,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,False
