record_type,instrument,month,basis,timeframe,item_count,first_utc,last_utc,logical_path,bytes,sha256,contract_sha256
BARS,USDJPY,2022-09,Mid,H1,525,2022-09-01T00:00:00.000Z,2022-09-30T20:00:00.000Z,bars/USDJPY/mid/H1/year=2022/month=09/bars.parquet,17838,458e7504966ce63c2d6f347455384df6b429cf34bebe09477b1a0a13c900684a,
TICKS,USDJPY,2022-10,Bid/Ask,TICK,4213876,2022-10-02T21:05:15.564Z,2022-10-31T23:59:59.681Z,normalized/USDJPY/year=2022/month=10/ticks.parquet,45653721,1ddc11f02ad26f517bfba074df947a487e72742caefb5330cd4b48ed4dc0754b,3289512bbd7b7fcec983b8549bb873ab177c1c3c9d95c88c8c6d4c86a4856e24
BARS,USDJPY,2022-10,Bid,M5,6075,2022-10-02T21:05:00.000Z,2022-10-31T23:55:00.000Z,bars/USDJPY/bid/M5/year=2022/month=10/bars.parquet,133026,88c3271dcf4ef2588f0f70b21b4e737fb1906e14ee447625e2e59b222fc1e6fd,
BARS,USDJPY,2022-10,Bid,H1,507,2022-10-02T21:00:00.000Z,2022-10-31T23:00:00.000Z,bars/USDJPY/bid/H1/year=2022/month=10/bars.parquet,16569,c93fbd3e07667519ecab635a446515d33a86e254d4ff6c93815598ec05f4e6cb,
BARS,USDJPY,2022-10,Ask,M5,6075,2022-10-02T21:05:00.000Z,2022-10-31T23:55:00.000Z,bars/USDJPY/ask/M5/year=2022/month=10/bars.parquet,133072,5cb8a05f781c2ba063facc81f77fef3c439f0738eadd06cbe51a03ab68de742a,
BARS,USDJPY,2022-10,Ask,H1,507,2022-10-02T21:00:00.000Z,2022-10-31T23:00:00.000Z,bars/USDJPY/ask/H1/year=2022/month=10/bars.parquet,16544,0eec7956f7ff0434272c44d2c39cc2ed3fa1cae521d816bf9d525b46b53676b0,
BARS,USDJPY,2022-10,Mid,M5,6075,2022-10-02T21:05:00.000Z,2022-10-31T23:55:00.000Z,bars/USDJPY/mid/M5/year=2022/month=10/bars.parquet,138039,471083c3f6376f02f0df0bdca55e99edfe27438ed37bab2af27b679ad97c006a,
BARS,USDJPY,2022-10,Mid,H1,507,2022-10-02T21:00:00.000Z,2022-10-31T23:00:00.000Z,bars/USDJPY/mid/H1/year=2022/month=10/bars.parquet,17013,97a80aa29cce9b2840b80e1efe89c0290b4c9779ad8a8c6da27188525836aa7b,
TICKS,USDJPY,2022-11,Bid/Ask,TICK,5077339,2022-11-01T00:00:00.005Z,2022-11-30T23:59:59.905Z,normalized/USDJPY/year=2022/month=11/ticks.parquet,54039604,d038c6eb3cb1cd39eed8194040b788d1718b69bdcf8e8e7b266882e56da17e07,569d2d588c1ade0713905b86644cee982aaad00005d66bb20eced833b3991029
BARS,USDJPY,2022-11,Bid,M5,6322,2022-11-01T00:00:00.000Z,2022-11-30T23:55:00.000Z,bars/USDJPY/bid/M5/year=2022/month=11/bars.parquet,140343,1d7af77e82685b4f1a599e08a61137e11d6f43db076bb0611c036a0b65386720,
BARS,USDJPY,2022-11,Bid,H1,527,2022-11-01T00:00:00.000Z,2022-11-30T23:00:00.000Z,bars/USDJPY/bid/H1/year=2022/month=11/bars.parquet,17480,3725f244a15be5860373cce621cbf56f152f3a1ff86d5bdccb865a3aca8c4d04,
BARS,USDJPY,2022-11,Ask,M5,6322,2022-11-01T00:00:00.000Z,2022-11-30T23:55:00.000Z,bars/USDJPY/ask/M5/year=2022/month=11/bars.parquet,140304,d50a4ee1c4ce240bb85ef2d80541267ab17c6c56b711a3d08d32d3e2442d2ad4,
BARS,USDJPY,2022-11,Ask,H1,527,2022-11-01T00:00:00.000Z,2022-11-30T23:00:00.000Z,bars/USDJPY/ask/H1/year=2022/month=11/bars.parquet,17502,2d78fd6a5a3ae4ed7c12a732a24eda3742447f779dabc27b9147b8ea452ec4ad,
BARS,USDJPY,2022-11,Mid,M5,6322,2022-11-01T00:00:00.000Z,2022-11-30T23:55:00.000Z,bars/USDJPY/mid/M5/year=2022/month=11/bars.parquet,145081,55481a8eedf0b4bb5175ff2020bc5620536d8bd3cd5ed15bd18de8a878d33ab0,
BARS,USDJPY,2022-11,Mid,H1,527,2022-11-01T00:00:00.000Z,2022-11-30T23:00:00.000Z,bars/USDJPY/mid/H1/year=2022/month=11/bars.parquet,17943,c66673653fb0b2e9bb656001d498125a6ec1e95b06cc6950e100c6edd8198c5f,
TICKS,USDJPY,2022-12,Bid/Ask,TICK,4645683,2022-12-01T00:00:00.007Z,2022-12-30T21:59:57.168Z,normalized/USDJPY/year=2022/month=12/ticks.parquet,49102989,b423426bfd3207297c1af3e951164d1a0c60a0cd4a89683fc3e169e253b5de0f,66f1250dc3fae4ec6ffc5e94a850ddcd9ee2c6b39a2ad8eb802b182154168339
BARS,USDJPY,2022-12,Bid,M5,6309,2022-12-01T00:00:00.000Z,2022-12-30T21:55:00.000Z,bars/USDJPY/bid/M5/year=2022/month=12/bars.parquet,141419,a4a9247c41c7ea2ea8893e79ebb1d47383d3756369f67f2781012b4f41289f88,
BARS,USDJPY,2022-12,Bid,H1,526,2022-12-01T00:00:00.000Z,2022-12-30T21:00:00.000Z,bars/USDJPY/bid/H1/year=2022/month=12/bars.parquet,17559,13d1572c3f54f6b359e7573d798254d2485d0ca27fea419b308f02212ea73322,
BARS,USDJPY,2022-12,Ask,M5,6309,2022-12-01T00:00:00.000Z,2022-12-30T21:55:00.000Z,bars/USDJPY/ask/M5/year=2022/month=12/bars.parquet,141553,f8da97a4e1416c74f7081b7c23987333917aa4f2ade87491d48d59380b3b23a6,
BARS,USDJPY,2022-12,Ask,H1,526,2022-12-01T00:00:00.000Z,2022-12-30T21:00:00.000Z,bars/USDJPY/ask/H1/year=2022/month=12/bars.parquet,17607,6446a74a0e47baa52e8a3fa961df13ad65a96098649a00d7db16438d6c54d444,
BARS,USDJPY,2022-12,Mid,M5,6309,2022-12-01T00:00:00.000Z,2022-12-30T21:55:00.000Z,bars/USDJPY/mid/M5/year=2022/month=12/bars.parquet,146701,4e6b38629b786ac8de69a9686a1fff18b3b5f4aa664430b67a8e892e15466b8f,
BARS,USDJPY,2022-12,Mid,H1,526,2022-12-01T00:00:00.000Z,2022-12-30T21:00:00.000Z,bars/USDJPY/mid/H1/year=2022/month=12/bars.parquet,18020,73cff259a33ebbfff9caa765a0d8999c38d7a97bd81c1261703a54cafcad7ef4,
TICKS,USDJPY,2023-01,Bid/Ask,TICK,4686475,2023-01-01T22:00:00.064Z,2023-01-31T23:59:50.341Z,normalized/USDJPY/year=2023/month=01/ticks.parquet,49947297,d77bff83d14a571a06a21a4ceff5233f1c986fb5357b7b2657b9ff45f41be588,84ba36998e18552f739bffb11896823087cdc593daf9268c097b7e538da0bf3c
BARS,USDJPY,2023-01,Bid,M5,6356,2023-01-01T22:00:00.000Z,2023-01-31T23:55:00.000Z,bars/USDJPY/bid/M5/year=2023/month=01/bars.parquet,140427,4b993fd4a8c5b075cf265f84cb0157db7cc6262bc9a4c5c410f68d67cf08719b,
BARS,USDJPY,2023-01,Bid,H1,530,2023-01-01T22:00:00.000Z,2023-01-31T23:00:00.000Z,bars/USDJPY/bid/H1/year=2023/month=01/bars.parquet,17201,6b165f0ee8a3ae12f697844a26affd6c0c3fb27213f4b095ec444fd04c179204,
BARS,USDJPY,2023-01,Ask,M5,6356,2023-01-01T22:00:00.000Z,2023-01-31T23:55:00.000Z,bars/USDJPY/ask/M5/year=2023/month=01/bars.parquet,140346,2efbfcfadbd7592f6751296e630dd5fc4f4fb3e22aab7f7a5d220bddc621a8c6,
BARS,USDJPY,2023-01,Ask,H1,530,2023-01-01T22:00:00.000Z,2023-01-31T23:00:00.000Z,bars/USDJPY/ask/H1/year=2023/month=01/bars.parquet,17260,cdce4bc5377d7378b3a2cb7055842b325988407b15e1f7bb0698f0bd80a10dd5,
BARS,USDJPY,2023-01,Mid,M5,6356,2023-01-01T22:00:00.000Z,2023-01-31T23:55:00.000Z,bars/USDJPY/mid/M5/year=2023/month=01/bars.parquet,145634,7a1419f74d580fe829f9f506adbfe2f21d2f4cd570add92b6d1f434e29f1e824,
BARS,USDJPY,2023-01,Mid,H1,530,2023-01-01T22:00:00.000Z,2023-01-31T23:00:00.000Z,bars/USDJPY/mid/H1/year=2023/month=01/bars.parquet,17689,936da01684474b134a923e699102ff0252f117f1a31af35c15458dff30b49d32,
TICKS,USDJPY,2023-02,Bid/Ask,TICK,4062966,2023-02-01T00:00:00.130Z,2023-02-28T23:59:57.755Z,normalized/USDJPY/year=2023/month=02/ticks.parquet,42389976,d8dc5915ed5d26b020bf2d60b22940101457f67e912bb2d06eedcc82054194a3,0511385d8e83c7637e92bc52b929f22ab4c5f3e5acda1a8d92aa2af257891e48
BARS,USDJPY,2023-02,Bid,M5,5760,2023-02-01T00:00:00.000Z,2023-02-28T23:55:00.000Z,bars/USDJPY/bid/M5/year=2023/month=02/bars.parquet,127390,fc8dd0a425ac33bac66a51765dce22b53ea3d78fd2fdcf9e8dfc14557535fcc7,
BARS,USDJPY,2023-02,Bid,H1,480,2023-02-01T00:00:00.000Z,2023-02-28T23:00:00.000Z,bars/USDJPY/bid/H1/year=2023/month=02/bars.parquet,16210,c80702a0ccb001af24c8ebf41adf3f28dd0448ee3d618bc00e2b1077fd5e9d11,
BARS,USDJPY,2023-02,Ask,M5,5760,2023-02-01T00:00:00.000Z,2023-02-28T23:55:00.000Z,bars/USDJPY/ask/M5/year=2023/month=02/bars.parquet,127586,fc87ac7e6e8a53c1fea53a38796e5398dbe05c5ba254dabcc4853352bb86483d,
BARS,USDJPY,2023-02,Ask,H1,480,2023-02-01T00:00:00.000Z,2023-02-28T23:00:00.000Z,bars/USDJPY/ask/H1/year=2023/month=02/bars.parquet,16197,99fb8978bb2a540f7ab07bc24c6848181b762d4887bcc891d98893a14c8cc15f,
BARS,USDJPY,2023-02,Mid,M5,5760,2023-02-01T00:00:00.000Z,2023-02-28T23:55:00.000Z,bars/USDJPY/mid/M5/year=2023/month=02/bars.parquet,132419,0a14493d4d0d297e2049647f9b1ada07a417a25c42f48f3d9bf493e416473eda,
BARS,USDJPY,2023-02,Mid,H1,480,2023-02-01T00:00:00.000Z,2023-02-28T23:00:00.000Z,bars/USDJPY/mid/H1/year=2023/month=02/bars.parquet,16645,2e94533a5fcdce2d2d974e3a0f094b5ec1c1cea4db6cdc1cae107347fe486f37,
TICKS,USDJPY,2023-03,Bid/Ask,TICK,5583884,2023-03-01T00:00:00.066Z,2023-03-31T20:59:56.177Z,normalized/USDJPY/year=2023/month=03/ticks.parquet,58091636,ccb23bf637f64521d72224e4e644384f62ba648510375d2d4df81c38a28808ad,adbd11bd39c0fd48b30c641be7bef575c32023603c39d88dd7655575b4cfba53
BARS,USDJPY,2023-03,Bid,M5,6600,2023-03-01T00:00:00.000Z,2023-03-31T20:55:00.000Z,bars/USDJPY/bid/M5/year=2023/month=03/bars.parquet,148012,fcd538510f1d2ad116586474e547fbb4df26a61f557acd3dc7f65bf44d9eb062,
BARS,USDJPY,2023-03,Bid,H1,550,2023-03-01T00:00:00.000Z,2023-03-31T20:00:00.000Z,bars/USDJPY/bid/H1/year=2023/month=03/bars.parquet,18050,15808e3180803e6c2324d6897c1679b3b32310b2e168f3ead7d9cfdeb8ae0d51,
BARS,USDJPY,2023-03,Ask,M5,6600,2023-03-01T00:00:00.000Z,2023-03-31T20:55:00.000Z,bars/USDJPY/ask/M5/year=2023/month=03/bars.parquet,148241,7fa190a0fff60440ee5772f757ebeb0803c76852dddab7db73daf6b5564dc898,
BARS,USDJPY,2023-03,Ask,H1,550,2023-03-01T00:00:00.000Z,2023-03-31T20:00:00.000Z,bars/USDJPY/ask/H1/year=2023/month=03/bars.parquet,18057,32a446e62403935f6d83763de6e03ffe7791ea4da931737120e12df3848e5fd6,
BARS,USDJPY,2023-03,Mid,M5,6600,2023-03-01T00:00:00.000Z,2023-03-31T20:55:00.000Z,bars/USDJPY/mid/M5/year=2023/month=03/bars.parquet,152785,63a217fc317eaca95cd83098855f5d98b100e43fc44d3d507305234444904327,
BARS,USDJPY,2023-03,Mid,H1,550,2023-03-01T00:00:00.000Z,2023-03-31T20:00:00.000Z,bars/USDJPY/mid/H1/year=2023/month=03/bars.parquet,18624,1259853ce8c5ebc04f02594a29726e1404a20532422324ed03ac945fdcb1c43b,
TICKS,USDJPY,2023-04,Bid/Ask,TICK,3611681,2023-04-02T21:00:00.107Z,2023-04-30T23:59:59.251Z,normalized/USDJPY/year=2023/month=04/ticks.parquet,36231106,bbec5a66aa85d07850b2400d60e434f959858b43b582cffd56e37bea417b0c3c,4f81b31df6792f6d7a8a462b0ee4f5946f0d2b7cb2c92330ab96216f424780ae
BARS,USDJPY,2023-04,Bid,M5,5792,2023-04-02T21:00:00.000Z,2023-04-30T23:55:00.000Z,bars/USDJPY/bid/M5/year=2023/month=04/bars.parquet,126450,6e3bf4365d6b6da4d4ed65c2bbf19633236abd8fd1a6c01585e5265370b9a696,
BARS,USDJPY,2023-04,Bid,H1,483,2023-04-02T21:00:00.000Z,2023-04-30T23:00:00.000Z,bars/USDJPY/bid/H1/year=2023/month=04/bars.parquet,16040,68099bf6485f0cfca9c39d2586a1a08c6f728c2cebfbe98af63e0902fa57af91,
BARS,USDJPY,2023-04,Ask,M5,5792,2023-04-02T21:00:00.000Z,2023-04-30T23:55:00.000Z,bars/USDJPY/ask/M5/year=2023/month=04/bars.parquet,126453,9e1364cd5898f40ee5a88117876f1e993f3b578c4a7850c14cb7725b9fbe1361,
BARS,USDJPY,2023-04,Ask,H1,483,2023-04-02T21:00:00.000Z,2023-04-30T23:00:00.000Z,bars/USDJPY/ask/H1/year=2023/month=04/bars.parquet,16031,6142985ac560285a113b9b723e7c160cf7ef0ea38c20112f310f985590932b04,
BARS,USDJPY,2023-04,Mid,M5,5792,2023-04-02T21:00:00.000Z,2023-04-30T23:55:00.000Z,bars/USDJPY/mid/M5/year=2023/month=04/bars.parquet,131744,7793bf91967da0add2a2264887fa4888f47b085d1a2ee8fbd3a9c83ea88b3337,
BARS,USDJPY,2023-04,Mid,H1,483,2023-04-02T21:00:00.000Z,2023-04-30T23:00:00.000Z,bars/USDJPY/mid/H1/year=2023/month=04/bars.parquet,16565,6523dc35de733f2a5b067d5579dcbe0b668f40e3ceed25a820fbf2c8af3c17bb,
TICKS,USDJPY,2023-05,Bid/Ask,TICK,4112575,2023-05-01T00:00:00.078Z,2023-05-31T23:59:57.552Z,normalized/USDJPY/year=2023/month=05/ticks.parquet,40878759,917fd7d244f31a05a412ac60b348034c2cba57a872771f220b86850cb0197b4f,4cba5d73ee765637fd5eca713cb57fa75f4b6056afd9eb5f5f949febcb0619a3
BARS,USDJPY,2023-05,Bid,M5,6623,2023-05-01T00:00:00.000Z,2023-05-31T23:55:00.000Z,bars/USDJPY/bid/M5/year=2023/month=05/bars.parquet,145547,1fd81f6c408c46180a3c68868c8e7f77f1e9430e450ecf9115a6c135e0261292,
BARS,USDJPY,2023-05,Bid,H1,552,2023-05-01T00:00:00.000Z,2023-05-31T23:00:00.000Z,bars/USDJPY/bid/H1/year=2023/month=05/bars.parquet,18166,7065fd364c6032dac624f78ecb1c39494c1dc247130b501c2a65c4ef4dcdce4b,
BARS,USDJPY,2023-05,Ask,M5,6623,2023-05-01T00:00:00.000Z,2023-05-31T23:55:00.000Z,bars/USDJPY/ask/M5/year=2023/month=05/bars.parquet,145454,da039d3d8cb53002b177a8524d448be063e14ae17686090e243a677ed9a164d1,
BARS,USDJPY,2023-05,Ask,H1,552,2023-05-01T00:00:00.000Z,2023-05-31T23:00:00.000Z,bars/USDJPY/ask/H1/year=2023/month=05/bars.parquet,18163,91f9c7eb9289fb51f722c5697aa7703461e4a9ae7f24076fa00cec268f9792d2,
BARS,USDJPY,2023-05,Mid,M5,6623,2023-05-01T00:00:00.000Z,2023-05-31T23:55:00.000Z,bars/USDJPY/mid/M5/year=2023/month=05/bars.parquet,151425,ac471550b43d78d55611e84b3420bc5c0e79d976e5d98f50d0d96874411c79e4,
BARS,USDJPY,2023-05,Mid,H1,552,2023-05-01T00:00:00.000Z,2023-05-31T23:00:00.000Z,bars/USDJPY/mid/H1/year=2023/month=05/bars.parquet,18710,12012f6fc85959ffcf916801f1e126f03fbdc5536266094b8cda8cd6141934a9,
TICKS,USDJPY,2023-06,Bid/Ask,TICK,3286884,2023-06-01T00:00:00.070Z,2023-06-30T20:59:57.946Z,normalized/USDJPY/year=2023/month=06/ticks.parquet,33890013,fcfa44fa1c47e861e713790ad7ffa41ee7fb6dcfe0ece82f2c4e17da5431c03e,cec8ac2944bc071b3e6664869782750078b517a97f9b3aa0d3207a54399d8ec8
BARS,USDJPY,2023-06,Bid,M5,6298,2023-06-01T00:00:00.000Z,2023-06-30T20:55:00.000Z,bars/USDJPY/bid/M5/year=2023/month=06/bars.parquet,136433,4819a2616f5fd46880b7d56071f6ddb9aea57b1878890f5afaff26520f0c98b8,
BARS,USDJPY,2023-06,Bid,H1,525,2023-06-01T00:00:00.000Z,2023-06-30T20:00:00.000Z,bars/USDJPY/bid/H1/year=2023/month=06/bars.parquet,17217,ea4f397e74a94e616e9a5f29be1b612501b34e3d87500292d0e8d37438ef6fb4,
BARS,USDJPY,2023-06,Ask,M5,6298,2023-06-01T00:00:00.000Z,2023-06-30T20:55:00.000Z,bars/USDJPY/ask/M5/year=2023/month=06/bars.parquet,136298,53ab0b28ea70ab03be3e0447308b6191bebebbe81e79668c33790d56cd46eec5,
BARS,USDJPY,2023-06,Ask,H1,525,2023-06-01T00:00:00.000Z,2023-06-30T20:00:00.000Z,bars/USDJPY/ask/H1/year=2023/month=06/bars.parquet,17230,ae94735243b62d817281859a47590beb8b017552d62a80ca3a38dbfbf0b495eb,
BARS,USDJPY,2023-06,Mid,M5,6298,2023-06-01T00:00:00.000Z,2023-06-30T20:55:00.000Z,bars/USDJPY/mid/M5/year=2023/month=06/bars.parquet,142413,174c9c71eb8eb33f0b4cfe883bdc0c4d3a2566f829018f29150454b9abefc39a,
BARS,USDJPY,2023-06,Mid,H1,525,2023-06-01T00:00:00.000Z,2023-06-30T20:00:00.000Z,bars/USDJPY/mid/H1/year=2023/month=06/bars.parquet,17712,6fcc1bf0b4b924ad7be03ae8ed607e9b20349b57efafbf053006e8346a7bd808,
TICKS,USDJPY,2023-07,Bid/Ask,TICK,3302651,2023-07-02T21:04:01.251Z,2023-07-31T23:59:59.122Z,normalized/USDJPY/year=2023/month=07/ticks.parquet,34455670,93df6e274ac462608f33730f5e897852ac55ed7b44e81d7a68c606aab60a5367,a400f571853f8be777958a02d3aedf77ca868594aa7a09a186fbe19637e2196d
BARS,USDJPY,2023-07,Bid,M5,6079,2023-07-02T21:00:00.000Z,2023-07-31T23:55:00.000Z,bars/USDJPY/bid/M5/year=2023/month=07/bars.parquet,134281,a6120368723950774679e54ad5772fa878e3bfec191e0f0bcc29e58b5f622f14,
BARS,USDJPY,2023-07,Bid,H1,507,2023-07-02T21:00:00.000Z,2023-07-31T23:00:00.000Z,bars/USDJPY/bid/H1/year=2023/month=07/bars.parquet,16842,57a1b97506e03ea519aeb5d2f4f135ab1d46c7dc143fef5e94dd6fb0d64cb6c3,
BARS,USDJPY,2023-07,Ask,M5,6079,2023-07-02T21:00:00.000Z,2023-07-31T23:55:00.000Z,bars/USDJPY/ask/M5/year=2023/month=07/bars.parquet,134241,4efbea7f5bdccf0e602d2187d927c98a7d3ab8dd1ea05714ff25d97baa326795,
BARS,USDJPY,2023-07,Ask,H1,507,2023-07-02T21:00:00.000Z,2023-07-31T23:00:00.000Z,bars/USDJPY/ask/H1/year=2023/month=07/bars.parquet,16877,761fc2f2b2578f18bf84f1b80ab03c16ec0c1e07027f03ce80c9f1436d02d5de,
BARS,USDJPY,2023-07,Mid,M5,6079,2023-07-02T21:00:00.000Z,2023-07-31T23:55:00.000Z,bars/USDJPY/mid/M5/year=2023/month=07/bars.parquet,139169,0737cd6718e9b5b0b643c59ca25a7f671aff10df49165a06ed83ff9f3259950a,
BARS,USDJPY,2023-07,Mid,H1,507,2023-07-02T21:00:00.000Z,2023-07-31T23:00:00.000Z,bars/USDJPY/mid/H1/year=2023/month=07/bars.parquet,17346,89c94a9aed7558956460c6fa563801fb8a02826d25e7626fe7c5de49e3e72fef,
TICKS,USDJPY,2023-08,Bid/Ask,TICK,3493887,2023-08-01T00:00:00.074Z,2023-08-31T23:59:59.254Z,normalized/USDJPY/year=2023/month=08/ticks.parquet,36114207,17651f661f321ec6eecf23fb5856c02b247ce9273a5c8f6b83c569376b0da228,ce2bc46df48debe6eeef2a334f5086209ecd8add63ca272eb58a5bc292b7895e
BARS,USDJPY,2023-08,Bid,M5,6623,2023-08-01T00:00:00.000Z,2023-08-31T23:55:00.000Z,bars/USDJPY/bid/M5/year=2023/month=08/bars.parquet,142057,ecd630a8fabf8e6d4acf0270c5a4e46b7a1c11442dd8bf6034f3e404e2a5fc17,
BARS,USDJPY,2023-08,Bid,H1,552,2023-08-01T00:00:00.000Z,2023-08-31T23:00:00.000Z,bars/USDJPY/bid/H1/year=2023/month=08/bars.parquet,18015,59fbf735fc9f6f718feae50586d572798687ac99949f7becdc2816ea04986ca6,
BARS,USDJPY,2023-08,Ask,M5,6623,2023-08-01T00:00:00.000Z,2023-08-31T23:55:00.000Z,bars/USDJPY/ask/M5/year=2023/month=08/bars.parquet,142286,e8768223cc577c33b0262cccebb23df36f369da242c8f9ee21bdc5e7ffcffed7,
BARS,USDJPY,2023-08,Ask,H1,552,2023-08-01T00:00:00.000Z,2023-08-31T23:00:00.000Z,bars/USDJPY/ask/H1/year=2023/month=08/bars.parquet,17989,67e67a6f3faecd4d92604206c6e231902ab012ee6409b457dc530c08ec765fee,
BARS,USDJPY,2023-08,Mid,M5,6623,2023-08-01T00:00:00.000Z,2023-08-31T23:55:00.000Z,bars/USDJPY/mid/M5/year=2023/month=08/bars.parquet,149092,cc8f9e5f98b2283b3a4c04c5192af7ea75386ef7fdc6e1c6cb64c3f9e5b78206,
BARS,USDJPY,2023-08,Mid,H1,552,2023-08-01T00:00:00.000Z,2023-08-31T23:00:00.000Z,bars/USDJPY/mid/H1/year=2023/month=08/bars.parquet,18520,f876247838e0660fa16089e8f8849791f565fc8797b487701ccf03816cdaecee,
TICKS,USDJPY,2023-09,Bid/Ask,TICK,2570507,2023-09-01T00:00:00.125Z,2023-09-29T20:59:59.069Z,normalized/USDJPY/year=2023/month=09/ticks.parquet,26558615,aa5ee3a7b5dbc37a57dfc313042d4d6bc25942bda7287d5ce106b586e0efe9e7,608b423cd41f184239f2df3ce199d8a1d392aa54b89c3a937cd281cf11e4f34f
BARS,USDJPY,2023-09,Bid,M5,6011,2023-09-01T00:00:00.000Z,2023-09-29T20:55:00.000Z,bars/USDJPY/bid/M5/year=2023/month=09/bars.parquet,126400,629108166d6fd5d9b6060b804ef2830ecd0333e47772d3aca7a95ff2d0836010,
BARS,USDJPY,2023-09,Bid,H1,501,2023-09-01T00:00:00.000Z,2023-09-29T20:00:00.000Z,bars/USDJPY/bid/H1/year=2023/month=09/bars.parquet,16231,c64d78cf71a528029d685b59bf0d41086020f5518673de0cbd2bcfe3243ccf5a,
BARS,USDJPY,2023-09,Ask,M5,6011,2023-09-01T00:00:00.000Z,2023-09-29T20:55:00.000Z,bars/USDJPY/ask/M5/year=2023/month=09/bars.parquet,126551,28f49ea381bbbca5ed679451d0c39c8511c7c0bebbefb44bf525fd334a9cf3c9,
BARS,USDJPY,2023-09,Ask,H1,501,2023-09-01T00:00:00.000Z,2023-09-29T20:00:00.000Z,bars/USDJPY/ask/H1/year=2023/month=09/bars.parquet,16275,4895376c2d11e03d1647f9663dc21ec7481a5cbc584d8eee8da36632e43cc5b4,
BARS,USDJPY,2023-09,Mid,M5,6011,2023-09-01T00:00:00.000Z,2023-09-29T20:55:00.000Z,bars/USDJPY/mid/M5/year=2023/month=09/bars.parquet,132812,f04ad0b12396cef997a1fc31e55ad16c9f2b0730da9422e51fb1bf8cf6e4b634,
BARS,USDJPY,2023-09,Mid,H1,501,2023-09-01T00:00:00.000Z,2023-09-29T20:00:00.000Z,bars/USDJPY/mid/H1/year=2023/month=09/bars.parquet,16748,c94eb90339b0556ce63b63d5cbeef57387d8955558ff380377f37119fe24346a,
TICKS,USDJPY,2023-10,Bid/Ask,TICK,2444117,2023-10-01T21:00:00.835Z,2023-10-31T23:59:44.876Z,normalized/USDJPY/year=2023/month=10/ticks.parquet,25315396,29e48ca4e7333d7fae72301823c58abb0a30fa915d642cc246b99a1676343b3b,ecc62eadca25d06bc242e34e0076b1401c82a391181e41f83e65988c0cdc816b
BARS,USDJPY,2023-10,Bid,M5,6372,2023-10-01T21:00:00.000Z,2023-10-31T23:55:00.000Z,bars/USDJPY/bid/M5/year=2023/month=10/bars.parquet,129919,31b6d1bab14d956bccef779cdf6354c10bc47882b76e598d04f7836838251b26,
BARS,USDJPY,2023-10,Bid,H1,531,2023-10-01T21:00:00.000Z,2023-10-31T23:00:00.000Z,bars/USDJPY/bid/H1/year=2023/month=10/bars.parquet,16879,1d167be18db11f7a82a9a8f04c30c397ecd53e1c5a4a6e0561f5a2d5be25706e,
BARS,USDJPY,2023-10,Ask,M5,6372,2023-10-01T21:00:00.000Z,2023-10-31T23:55:00.000Z,bars/USDJPY/ask/M5/year=2023/month=10/bars.parquet,129964,cbd0ab32c3950eb51f7cfbbc092de22bc6c903994432ed114ec24778b8673b98,
BARS,USDJPY,2023-10,Ask,H1,531,2023-10-01T21:00:00.000Z,2023-10-31T23:00:00.000Z,bars/USDJPY/ask/H1/year=2023/month=10/bars.parquet,16797,9d3f7d89485c122a83f794739f9f0333716dae1e35ded29da25a1e8edcca193e,
BARS,USDJPY,2023-10,Mid,M5,6372,2023-10-01T21:00:00.000Z,2023-10-31T23:55:00.000Z,bars/USDJPY/mid/M5/year=2023/month=10/bars.parquet,137595,ac95649e70745fe795a01ff4a1e8b22e15dc2594904d5c872d243dcc66833905,
BARS,USDJPY,2023-10,Mid,H1,531,2023-10-01T21:00:00.000Z,2023-10-31T23:00:00.000Z,bars/USDJPY/mid/H1/year=2023/month=10/bars.parquet,17382,9b00f91e1632326928042720cd8a63253f61a8749de5e5d2c3e822361a9dbdcf,
TICKS,USDJPY,2023-11,Bid/Ask,TICK,2476006,2023-11-01T00:00:00.131Z,2023-11-30T23:59:55.805Z,normalized/USDJPY/year=2023/month=11/ticks.parquet,26433018,590f3540491221e244007c2aebd4edfc9412935ba09c4a10acc11abda97a0059,62057923899b80ab4466a6a873e985443804695a7c2a649c0aea3ed90ed47e95
BARS,USDJPY,2023-11,Bid,M5,6324,2023-11-01T00:00:00.000Z,2023-11-30T23:55:00.000Z,bars/USDJPY/bid/M5/year=2023/month=11/bars.parquet,135548,7bb6861f0324757cd201e4f7e5cfb747a94515a9bf7c084a0d6a78c9ace44f95,
BARS,USDJPY,2023-11,Bid,H1,527,2023-11-01T00:00:00.000Z,2023-11-30T23:00:00.000Z,bars/USDJPY/bid/H1/year=2023/month=11/bars.parquet,16909,d49ab880e9ad37fbec77857f03a405aee1aff3a4ec2966ae2699913642a8d246,
BARS,USDJPY,2023-11,Ask,M5,6324,2023-11-01T00:00:00.000Z,2023-11-30T23:55:00.000Z,bars/USDJPY/ask/M5/year=2023/month=11/bars.parquet,135493,2b391c4eaf73d17fc2765c5b3aad92c436b07b2323cbeab8badfb137d24df0ae,
BARS,USDJPY,2023-11,Ask,H1,527,2023-11-01T00:00:00.000Z,2023-11-30T23:00:00.000Z,bars/USDJPY/ask/H1/year=2023/month=11/bars.parquet,16895,dc937c2191fcebc30e35cedd096aae764070125ddb1f124ec61e90cf8503f42f,
